"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 20,5 Miliar","Kebayoran Baru, Jakarta Selatan","6","6","","1020 m²","1800 m²"
"Rp 5,35 Miliar","Tanjung Duren, Jakarta Barat","20","14","","91 m²","275 m²"
"Rp 3,2 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","100 m²","142 m²"
"Rp 13,4 Miliar","Permata Buana, Jakarta Barat","4","3","1","230 m²","650 m²"
"Rp 5,35 Miliar","Tanjung Duren, Jakarta Barat","20","14","","91 m²","275 m²"
"Rp 2,95 Miliar","Jelambar, Jakarta Barat","4","3","2","112 m²","165 m²"
"Rp 5,5 Miliar","Jelambar, Jakarta Barat","12","11","2","136 m²","336 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","4","4","1","64 m²","148 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","4","4","2","105 m²","245 m²"
"Rp 5,5 Miliar","Tanjung Duren, Jakarta Barat","21","14","","91 m²","275 m²"
"Rp 1,55 Miliar","Jagakarsa, Jakarta Selatan","","","","8 m²","145 m²"
"Rp 1,45 Miliar","Jagakarsa, Jakarta Selatan","3","3","","80 m²","135 m²"
"Rp 12 Miliar","Pantai Indah Kapuk, Jakarta Utara","","","","324 m²","450 m²"
"Rp 3,25 Miliar","Puri Mansion, Jakarta Barat","4","4","2","120 m²","250 m²"
"Rp 5,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","150 m²","160 m²"
"Rp 3,1 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","90 m²","120 m²"
"Rp 2,95 Miliar","Jelambar, Jakarta Barat","3","3","","112 m²","168 m²"
"Rp 1,49 Miliar","Jelambar, Jakarta Barat","4","2","","60 m²","132 m²"
"Rp 5,5 Miliar","Jelambar, Jakarta Barat","10","11","","136 m²","336 m²"
"Rp 5 Miliar","Muara Karang, Jakarta Utara","3","3","","150 m²","360 m²"
"Rp 5,17 Miliar","Muara Karang, Jakarta Utara","1","1","","225 m²","225 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","3","3","","64 m²","132 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","4","4","","105 m²","275 m²"
"Rp 13,5 Miliar","Cipete, Jakarta Selatan","5","3","2","432 m²","250 m²"
"Rp 5,2 Miliar","Puri Mansion, Jakarta Barat","3","3","4","255 m²","293 m²"
"Rp 3,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","120 m²","170 m²"
"Rp 2,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","90 m²","100 m²"
"Rp 2,9 Miliar","Sunter, Jakarta Utara","4","2","1","88 m²","216 m²"
"Rp 4 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 4,1 Miliar","Green Lake City, Jakarta Barat","4","2","","200 m²","200 m²"
"Rp 4,69 Miliar","Green Lake City, Jakarta Barat","5","2","","195 m²","250 m²"
"Rp 2,9 Miliar","Green Lake City, Jakarta Barat","3","3","2","120 m²","120 m²"
"Rp 17 Miliar","Pantai Mutiara, Jakarta Utara","4","6","","570 m²","700 m²"
"Rp 27 Miliar","Pantai Mutiara, Jakarta Utara","7","5","","426 m²","1000 m²"
"Rp 2,3 Miliar","Green Lake City, Jakarta Barat","4","3","2","90 m²","120 m²"
"Rp 5,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","150 m²","350 m²"
"Rp 737 Juta","Semanan, Jakarta Barat","3","2","","32 m²","52 m²"
"Rp 592 Juta","Sawah Besar, Jakarta Pusat","","","","22 m²","42 m²"
"Rp 3,98 Miliar","Jelambar, Jakarta Barat","5","5","1","86 m²","218 m²"
"Rp 3,98 Miliar","Jelambar, Jakarta Barat","4","4","","86 m²","207 m²"
"Rp 6,8 Miliar","Jelambar, Jakarta Barat","5","4","","260 m²","395 m²"
"Rp 2,03 Miliar","Meruya, Jakarta Barat","3","2","1","60 m²","98 m²"
"Rp 1,2 Miliar","Green Lake City, Jakarta Barat","2","2","1","48 m²","68 m²"
"Rp 1,35 Miliar","Tanjung Duren, Jakarta Barat","3","2","1","55 m²","110 m²"
"Rp 5,99 Miliar","Permata Buana, Jakarta Barat","5","4","1","120 m²","250 m²"
"Rp 5,1 Miliar","Permata Buana, Jakarta Barat","4","3","","160 m²","240 m²"
"Rp 1,49 Miliar","Jagakarsa, Jakarta Selatan","3","3","1","74 m²","110 m²"
"Rp 8 Miliar","Cipete, Jakarta Selatan","5","5","4","216 m²","375 m²"
"Rp 23 Miliar","Tanah Abang, Jakarta Pusat","","","","870 m²","300 m²"
"Rp 938 Juta","Cipinang, Jakarta Timur","2","2","","35 m²","69 m²"
"Rp 3,45 Miliar","Cilandak, Jakarta Selatan","4","3","2","94 m²","200 m²"
"Rp 3,2 Miliar","Taman Ratu, Jakarta Barat","4","3","","150 m²","250 m²"
"Rp 2,2 Miliar","Tanjung Duren, Jakarta Barat","3","2","","55 m²","130 m²"
"Rp 4,1 Miliar","Tanjung Duren, Jakarta Barat","7","4","3","200 m²","400 m²"
"Rp 8,3 Miliar","Cakung, Jakarta Timur","4","4","2","200 m²","228 m²"
"Rp 55 Miliar","patra kuningan, Jakarta Selatan","4","4","","1046 m²","500 m²"
"Rp 4,8 Miliar","Permata Buana, Jakarta Barat","4","4","1","200 m²","300 m²"
"Rp 2 Miliar","Cakung, Jakarta Timur","3","2","2","105 m²","85 m²"
"Rp 3,29 Miliar","Green Lake City, Jakarta Barat","4","3","","198 m²","150 m²"
"Rp 1,35 Miliar","Tanjung Duren, Jakarta Barat","2","2","","77 m²","144 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","3","2","","84 m²","185 m²"
"Rp 2,4 Miliar","Green Lake City, Jakarta Barat","3","3","1","90 m²","110 m²"
"Rp 10,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","357 m²","500 m²"
"Rp 18 Miliar","Pluit, Jakarta Utara","4","4","","530 m²","700 m²"
"Rp 30 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","4","2","330 m²","500 m²"
"Rp 3,65 Miliar","Cilandak, Jakarta Selatan","4","3","2","109 m²","200 m²"
"Rp 13 Miliar","Kemang, Jakarta Selatan","4","3","2","460 m²","550 m²"
"Rp 5,7 Miliar","Citra Garden, Jakarta Barat","4","3","1","255 m²","270 m²"
"Rp 5,5 Miliar","Citra Garden, Jakarta Barat","3","3","","264 m²","359 m²"
"Rp 8,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","180 m²","300 m²"
"Rp 10 Miliar","Sunter, Jakarta Utara","6","6","1","428 m²","650 m²"
"Rp 3,09 Miliar","Green Lake City, Jakarta Barat","3","2","","128 m²","120 m²"
"Rp 10,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","290 m²","315 m²"
"Rp 7,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","2","200 m²","300 m²"
"Rp 1,62 Miliar","Cengkareng, Jakarta Barat","3","2","1","77 m²","90 m²"
"Rp 1,2 Miliar","Cengkareng, Jakarta Barat","3","2","1","75 m²","85 m²"
"Rp 2,75 Miliar","Cengkareng, Jakarta Barat","3","3","2","120 m²","136 m²"
"Rp 895 Juta","Jagakarsa, Jakarta Selatan","3","3","2","68 m²","80 m²"
"Rp 2,75 Miliar","Muara Karang, Jakarta Utara","","","","60 m²","150 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","4","4","2","105 m²","245 m²"
"Rp 4 Miliar","Muara Karang, Jakarta Utara","3","2","","120 m²","200 m²"
"Rp 1,65 Miliar","Jelambar, Jakarta Barat","4","3","1","40 m²","60 m²"
"Rp 20 Miliar","Menteng, Jakarta Pusat","4","5","4","486 m²","416 m²"
"Rp 26 Miliar","Pluit, Jakarta Utara","6","2","","812 m²","560 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","3","4","","105 m²","245 m²"
"Rp 1,7 Miliar","Penjaringan, Jakarta Utara","2","2","","102 m²","162 m²"
"Rp 1,65 Miliar","Jelambar, Jakarta Barat","3","3","","40 m²","54 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","4","4","1","64 m²","138 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","3","3","","64 m²","132 m²"
"Rp 6,1 Miliar","Pluit, Jakarta Utara","4","5","1","117 m²","400 m²"
"Rp 481 Juta","Koja, Jakarta Utara","2","1","","21 m²","42 m²"
"Rp 12,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","7","6","3","260 m²","540 m²"
"Rp 2,6 Miliar","Jelambar, Jakarta Barat","4","3","1","75 m²","126 m²"
"Rp 737 Juta","Kalideres, Jakarta Barat","3","2","1","32 m²","52 m²"
"Rp 60 Miliar","Pejaten, Jakarta Selatan","4","4","","4040 m²","1130 m²"
"Rp 4,7 Miliar","Green Lake City, Jakarta Barat","4","4","3","195 m²","250 m²"
"Rp 17,9 Miliar","Intercon, Jakarta Barat","5","5","","749 m²","700 m²"
"Rp 5,6 Miliar","Ampera, Jakarta Selatan","4","3","2","155 m²","353 m²"
"Rp 1,95 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","92 m²","150 m²"
"Rp 2,5 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","106 m²","180 m²"
"Rp 2,95 Miliar","Citra Garden, Jakarta Barat","4","3","1","120 m²","165 m²"
"Rp 4,5 Miliar","Jagakarsa, Jakarta Selatan","5","5","1","167 m²","300 m²"
"Rp 1,85 Miliar","Jelambar, Jakarta Barat","3","3","1","84 m²","188 m²"
"Rp 2,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","2","60 m²","119 m²"
"Rp 2,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","80 m²","98 m²"
"Rp 2,29 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","80 m²","90 m²"
"Rp 18,7 Miliar","Kemang, Jakarta Selatan","5","5","2","409 m²","538 m²"
"Rp 519 Juta","Kemayoran, Jakarta Pusat","2","2","","27 m²","42 m²"
"Rp 761 Juta","Matraman, Jakarta Timur","2","2","","32 m²","63 m²"
"Rp 528 Juta","Tamansari, Jakarta Barat","2","2","","22 m²","42 m²"
"Rp 6,7 Miliar","Jelambar, Jakarta Barat","6","4","4","250 m²","377 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","4","4","2","105 m²","231 m²"
"Rp 4,3 Miliar","Jelambar, Jakarta Barat","4","5","","102 m²","294 m²"
"Rp 3,59 Miliar","Jelambar, Jakarta Barat","4","4","","105 m²","196 m²"
"Rp 17,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","6","","358 m²","800 m²"
"Rp 9 Miliar","Citra Garden, Jakarta Barat","4","4","2","240 m²","400 m²"
"Rp 3,99 Miliar","Permata Buana, Jakarta Barat","4","3","1","136 m²","180 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","300 m²","700 m²"
"Rp 3,95 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","102 m²","125 m²"
"Rp 4,4 Miliar","Pejaten, Jakarta Selatan","4","3","2","165 m²","183 m²"
"Rp 14 Miliar","Pondok Indah, Jakarta Selatan","4","4","2","200 m²","400 m²"
"Rp 10,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","290 m²","450 m²"
"Rp 10,9 Miliar","Cempaka Putih, Jakarta Pusat","5","5","2","297 m²","412 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","5","4","1","84 m²","180 m²"
"Rp 20 Miliar","Pondok Indah, Jakarta Selatan","5","4","2","470 m²","450 m²"
"Rp 17,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","","358 m²","800 m²"
"Rp 8,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","200 m²","250 m²"
"Rp 14 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","360 m²","500 m²"
"Rp 4,5 Miliar","Jagakarsa, Jakarta Selatan","5","4","1","167 m²","285 m²"
"Rp 3,3 Miliar","Jagakarsa, Jakarta Selatan","4","4","","188 m²","240 m²"
"Rp 1,75 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","101 m²","150 m²"
"Rp 5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","150 m²","209 m²"
"Rp 2,7 Miliar","Jagakarsa, Jakarta Selatan","5","4","2","118 m²","190 m²"
"Rp 1,3 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","96 m²","130 m²"
"Rp 2,3 Miliar","Green Lake City, Jakarta Barat","3","3","1","90 m²","125 m²"
"Rp 2,9 Miliar","Green Lake City, Jakarta Barat","3","3","2","120 m²","130 m²"
"Rp 29 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","4","","450 m²","700 m²"
"Rp 9,5 Miliar","Muara Karang, Jakarta Utara","4","5","2","200 m²","500 m²"
"Rp 18 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","4","4","369 m²","550 m²"
"Rp 5,5 Miliar","Citra Garden, Jakarta Barat","4","4","2","250 m²","350 m²"
"Rp 39 Miliar","Pantai Mutiara, Jakarta Utara","4","5","2","740 m²","700 m²"
"Rp 9 Miliar","Green garden, Jakarta Barat","5","4","3","300 m²","700 m²"
"Rp 15 Miliar","Muara Karang, Jakarta Utara","5","4","6","520 m²","600 m²"
"Rp 6,5 Miliar","Green garden, Jakarta Barat","4","4","2","300 m²","400 m²"
"Rp 13,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","7","5","3","225 m²","500 m²"
"Rp 23 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","300 m²","750 m²"
"Rp 5 Miliar","Green Lake City, Jakarta Barat","4","4","2","203 m²","200 m²"
"Rp 2,9 Miliar","Jagakarsa, Jakarta Selatan","4","4","2","92 m²","230 m²"
"Rp 6,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","184 m²","400 m²"
"Rp 2,99 Miliar","Kembangan Baru, Jakarta Barat","3","4","","135 m²","312 m²"
"Rp 2,35 Miliar","Citra Garden, Jakarta Barat","4","2","","138 m²","100 m²"
"Rp 37 Miliar","Pantai Mutiara, Jakarta Utara","4","","","744 m²","1300 m²"
"Rp 5,2 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","","","144 m²","144 m²"
"Rp 2,05 Miliar","Duri Kosambi, Jakarta Barat","3","2","","90 m²","100 m²"
"Rp 9,8 Miliar","Pantai Mutiara, Jakarta Utara","4","","","333 m²","900 m²"
"Rp 26 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","4","785 m²","785 m²"
"Rp 4,1 Miliar","Cengkareng, Jakarta Barat","3","3","2","120 m²","140 m²"
"Rp 6 Miliar","Pluit, Jakarta Utara","4","5","1","117 m²","400 m²"
"Rp 1,48 Miliar","Citra Garden, Jakarta Barat","2","2","","72 m²","130 m²"
"Rp 4,55 Miliar","Metland Puri, Jakarta Barat","5","3","2","180 m²","250 m²"
"Rp 1,29 Miliar","Jelambar, Jakarta Barat","3","2","1","38 m²","106 m²"
"Rp 4,6 Miliar","Duren Sawit, Jakarta Timur","5","2","1","200 m²","150 m²"
"Rp 2,52 Miliar","Cakung, Jakarta Timur","3","3","2","180 m²","115 m²"
"Rp 9,25 Miliar","Kemang, Jakarta Selatan","4","3","","262 m²","270 m²"
"Rp 7,39 Miliar","Cipete, Jakarta Selatan","4","3","","336 m²","250 m²"
"Rp 11,5 Miliar","Kemang, Jakarta Selatan","5","4","","467 m²","500 m²"
"Rp 1,29 Miliar","Jelambar, Jakarta Barat","5","4","","35 m²","110 m²"
"Rp 2,2 Miliar","Tanjung Duren, Jakarta Barat","4","3","","110 m²","145 m²"
"Rp 2,52 Miliar","Cakung, Jakarta Timur","3","3","2","180 m²","115 m²"
"Rp 2,64 Miliar","Jagakarsa, Jakarta Selatan","4","4","1","110 m²","140 m²"
"Rp 2,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","2","80 m²","170 m²"
"Rp 4 Miliar","Kelapa Gading, Jakarta Utara","3","3","2","192 m²","198 m²"
"Rp 19 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","500 m²","700 m²"
"Rp 5,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","160 m²","200 m²"
"Rp 12,8 Miliar","Permata Buana, Jakarta Barat","4","3","","250 m²","610 m²"
"Rp 1,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","1","45 m²","54 m²"
"Rp 18 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","300 m²","435 m²"
"Rp 4,5 Miliar","Jagakarsa, Jakarta Selatan","3","4","2","277 m²","310 m²"
"Rp 4,75 Miliar","Green Lake City, Jakarta Barat","4","6","","220 m²","260 m²"
"Rp 3,7 Miliar","Metland Puri, Jakarta Barat","3","3","2","120 m²","131 m²"
"Rp 3,55 Miliar","Jelambar, Jakarta Barat","4","4","1","120 m²","186 m²"
"Rp 4,6 Miliar","Citra Garden, Jakarta Barat","3","3","1","150 m²","250 m²"
"Rp 2,95 Miliar","Jelambar, Jakarta Barat","4","3","2","112 m²","168 m²"
"Rp 3,2 Miliar","Jelambar, Jakarta Barat","3","3","","95 m²","282 m²"
"Rp 2,95 Miliar","Jelambar, Jakarta Barat","3","3","","112 m²","200 m²"
"Rp 3,55 Miliar","Jelambar, Jakarta Barat","3","2","","120 m²","180 m²"
"Rp 2,52 Miliar","Duren Sawit, Jakarta Timur","3","3","2","180 m²","115 m²"
"Rp 4 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 23 Miliar","Pantai Indah Kapuk, Jakarta Utara","7","7","2","377 m²","1100 m²"
"Rp 764 Juta","Matraman, Jakarta Timur","2","1","1","32 m²","56 m²"
"Rp 2,35 Miliar","Duri Kepa, Jakarta Barat","4","3","3","66 m²","181 m²"
"Rp 2,7 Miliar","Duri Kepa, Jakarta Barat","3","3","","97 m²","220 m²"
"Rp 16 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","5","2","300 m²","475 m²"
"Rp 5,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","136 m²","192 m²"
"Rp 1,7 Miliar","Taman Ratu, Jakarta Barat","3","3","2","45 m²","136 m²"
"Rp 1,85 Miliar","Jelambar, Jakarta Barat","3","3","","84 m²","189 m²"
"Rp 6,8 Miliar","Jelambar, Jakarta Barat","4","3","","260 m²","387 m²"
"Rp 1,6 Miliar","Jelambar, Jakarta Barat","3","3","","60 m²","132 m²"
"Rp 1,71 Miliar","Jagakarsa, Jakarta Selatan","3","3","1","80 m²","130 m²"
"Rp 3,29 Miliar","Green Lake City, Jakarta Barat","4","3","","197 m²","135 m²"
"Rp 1,3 Miliar","Bintaro, Jakarta Selatan","3","2","2","60 m²","62 m²"
"Rp 1,95 Miliar","Jagakarsa, Jakarta Selatan","4","4","2","95 m²","150 m²"
"Rp 2,5 Miliar","Jagakarsa, Jakarta Selatan","4","4","","120 m²","170 m²"
"Rp 2,3 Miliar","Jagakarsa, Jakarta Selatan","4","4","","121 m²","180 m²"
"Rp 2,4 Miliar","Jagakarsa, Jakarta Selatan","4","4","2","113 m²","160 m²"
"Rp 1,1 Miliar","Cipayung, Jakarta Timur","3","2","","60 m²","85 m²"
"Rp 1,55 Miliar","Jagakarsa, Jakarta Selatan","3","3","","70 m²","120 m²"
"Rp 695 Juta","Jagakarsa, Jakarta Selatan","2","2","1","40 m²","80 m²"
"Rp 4 Miliar","Kebagusan, Jakarta Selatan","6","6","2","128 m²","270 m²"
"","","4","3","3","142 m²","250 m²"
"Rp 79 Miliar","Kelapa Gading, Jakarta Utara","7","","","2060 m²","1150 m²"
"Rp 22 Miliar","Pondok Indah, Jakarta Selatan","4","4","","503 m²","411 m²"
"Rp 4,3 Miliar","Sunter, Jakarta Utara","4","4","","144 m²","210 m²"
"Rp 29 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","450 m²","850 m²"
"Rp 6,9 Miliar","Green Ville, Jakarta Barat","3","4","2","260 m²","500 m²"
"Rp 5,5 Miliar","Puri Indah, Jakarta Barat","4","2","4","204 m²","200 m²"
"Rp 2,64 Miliar","Jagakarsa, Jakarta Selatan","4","4","1","110 m²","140 m²"
"Rp 3,2 Miliar","Kembangan, Jakarta Barat","6","5","3","150 m²","200 m²"
"Rp 3,8 Miliar","Kemanggisan, Jakarta Barat","4","4","","192 m²","350 m²"
"Rp 3 Miliar","Green Lake City, Jakarta Barat","3","3","","128 m²","160 m²"
"Rp 7,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","","200 m²","400 m²"
"Rp 6,25 Miliar","Permata Hijau, Jakarta Selatan","2","2","2","175 m²","185 m²"
"Rp 8,9 Miliar","Bintaro, Jakarta Selatan","5","3","2","600 m²","550 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","3","785 m²","784 m²"
"Rp 1,9 Miliar","Puri Indah, Jakarta Barat","3","4","","64 m²","140 m²"
"Rp 1,9 Miliar","Meruya, Jakarta Barat","3","4","2","64 m²","140 m²"
"Rp 28 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","400 m²","700 m²"
"Rp 3,4 Miliar","Puri Mansion, Jakarta Barat","3","3","","120 m²","160 m²"
"Rp 408 Juta","Utan Kayu, Jakarta Timur","2","1","","18 m²","35 m²"
"Rp 29,5 Miliar","Pluit, Jakarta Utara","3","3","","725 m²","1000 m²"
"Rp 12,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","1","265 m²","560 m²"
"Rp 5,5 Miliar","Tomang, Jakarta Barat","4","3","","90 m²","180 m²"
"Rp 8,2 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","200 m²","550 m²"
"Rp 9 Miliar","Pluit, Jakarta Utara","4","4","2","325 m²","600 m²"
"Rp 3,55 Miliar","Jelambar, Jakarta Barat","4","2","2","120 m²","181 m²"
"Rp 4,8 Miliar","Muara Karang, Jakarta Utara","4","3","","120 m²","240 m²"
"Rp 35 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","4","","525 m²","800 m²"
"Rp 4,5 Miliar","Jagakarsa, Jakarta Selatan","4","4","1","168 m²","230 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","5","4","","89 m²","227 m²"
"Rp 3,35 Miliar","Jelambar, Jakarta Barat","4","2","","112 m²","160 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","5","2","","84 m²","144 m²"
"Rp 3,55 Miliar","Jelambar, Jakarta Barat","3","2","","120 m²","200 m²"
"Rp 1,4 Miliar","Green Lake City, Jakarta Barat","2","2","","60 m²","87 m²"
"Rp 4,9 Miliar","Kalibata, Jakarta Selatan","5","3","3","210 m²","150 m²"
"Rp 8,5 Miliar","Cipete, Jakarta Selatan","4","3","","378 m²","350 m²"
"Rp 1,55 Miliar","Cakung, Jakarta Timur","2","2","","75 m²","67 m²"
"Rp 5,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","150 m²","200 m²"
"Rp 5,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","1","141 m²","184 m²"
"Rp 18 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","3","","450 m²","600 m²"
"Rp 7,39 Miliar","Cipete, Jakarta Selatan","4","3","2","336 m²","250 m²"
"Rp 8,5 Miliar","Kebayoran Baru, Jakarta Selatan","4","2","3","240 m²","250 m²"
"Rp 17,5 Miliar","Kemang, Jakarta Selatan","4","4","","725 m²","350 m²"
"Rp 3,2 Miliar","Cinere, Jakarta Selatan","3","3","1","240 m²","280 m²"
"Rp 16 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","","490 m²","300 m²"
"Rp 8,85 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","230 m²","300 m²"
"Rp 30 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","542 m²","1100 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","6","","785 m²","839 m²"
"Rp 3,1 Miliar","Daan Mogot, Jakarta Barat","3","4","","105 m²","105 m²"
"Rp 13,5 Miliar","Kemang, Jakarta Selatan","4","3","","392 m²","350 m²"
"Rp 14 Miliar","Cempaka Putih, Jakarta Pusat","6","3","2","600 m²","325 m²"
"Rp 2,45 Miliar","Cakung, Jakarta Timur","3","2","2","180 m²","100 m²"
"Rp 4,1 Miliar","Cipete, Jakarta Selatan","3","3","1","110 m²","220 m²"
"Rp 10 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","5","","270 m²","700 m²"
"Rp 23 Miliar","Pantai Indah Kapuk, Jakarta Utara","7","7","","377 m²","1100 m²"
"Rp 12 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","300 m²","320 m²"
"Rp 13,9 Miliar","Ampera, Jakarta Selatan","4","4","2","464 m²","640 m²"
"Rp 7,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","3","1","200 m²","200 m²"
"Rp 13 Miliar","Jati Padang, Jakarta Selatan","5","5","4","928 m²","600 m²"
"Rp 4,8 Miliar","Permata Buana, Jakarta Barat","3","3","1","144 m²","200 m²"
"Rp 6 Miliar","Permata Buana, Jakarta Barat","4","3","3","120 m²","280 m²"
"Rp 2,2 Miliar","Jelambar, Jakarta Barat","4","3","1","66 m²","158 m²"
"Rp 5,95 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","160 m²","180 m²"
"Rp 4,5 Miliar","Duren Tiga, Jakarta Selatan","3","2","","326 m²","200 m²"
"Rp 5,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","150 m²","200 m²"
"Rp 17,9 Miliar","Puri Indah, Jakarta Barat","4","5","3","600 m²","700 m²"
"Rp 6,5 Miliar","Permata Buana, Jakarta Barat","4","4","","144 m²","500 m²"
"Rp 5,5 Miliar","Pancoran, Jakarta Selatan","4","3","","155 m²","230 m²"
"Rp 8 Miliar","Kemang, Jakarta Selatan","4","4","","320 m²","250 m²"
"Rp 6,8 Miliar","Kebayoran Baru, Jakarta Selatan","3","1","","282 m²","149 m²"
"Rp 35 Miliar","Kemang, Jakarta Selatan","5","5","10","886 m²","1200 m²"
"Rp 9,7 Miliar","Kelapa Gading, Jakarta Utara","","","","380 m²","425 m²"
"","","4","3","4","150 m²","183 m²"
"Rp 45 Miliar","Kemang, Jakarta Selatan","7","7","7","1180 m²","869 m²"
"Rp 3,1 Miliar","Green Lake City, Jakarta Barat","4","3","2","128 m²","211 m²"
"Rp 265 Miliar","Pondok Indah, Jakarta Selatan","6","6","10","4260 m²","2700 m²"
"Rp 4 Miliar","Cipayung, Jakarta Timur","4","3","1","250 m²","160 m²"
"Rp 3,1 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","","100 m²","142 m²"
"Rp 2,4 Miliar","Puri Mansion, Jakarta Barat","3","2","","90 m²","100 m²"
"Rp 3,3 Miliar","Puri Mansion, Jakarta Barat","4","3","","120 m²","200 m²"
"Rp 3,3 Miliar","Green Lake City, Jakarta Barat","3","3","2","120 m²","200 m²"
"Rp 2,2 Miliar","Kelapa Gading, Jakarta Utara","3","2","1","102 m²","113 m²"
"Rp 20,5 Miliar","Kemang, Jakarta Selatan","4","4","4","1100 m²","800 m²"
"Rp 3,1 Miliar","Green Lake City, Jakarta Barat","3","4","2","128 m²","141 m²"
"Rp 1,88 Miliar","Kav DKI, Jakarta Barat","3","2","2","80 m²","110 m²"
"Rp 2,7 Miliar","Jagakarsa, Jakarta Selatan","4","4","2","90 m²","220 m²"
