"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 30 Miliar","Simprug, Jakarta Selatan","4","5","","688 m²","1000 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","4","5","6","450 m²","1000 m²"
"Rp 70 Miliar","Menteng, Jakarta Pusat","8","8","12","700 m²","2000 m²"
"Rp 100 Miliar","Menteng, Jakarta Pusat","6","6","2","810 m²","800 m²"
"Rp 177 Miliar","Kebayoran Baru, Jakarta Selatan","6","6","4","1770 m²","1736 m²"
"Rp 55 Miliar","Senayan, Jakarta Selatan","5","5","4","641 m²","900 m²"
"Rp 43 Miliar","Kebayoran Baru, Jakarta Selatan","3","3","2","479 m²","500 m²"
"Rp 1,44 Miliar","Bintaro, Jakarta Selatan","3","2","1","60 m²","73 m²"
"Rp 9,25 Miliar","Senayan, Jakarta Selatan","2","2","","275 m²","350 m²"
"Rp 18,5 Miliar","Cilandak, Jakarta Selatan","5","3","","600 m²","400 m²"
"Rp 19 Miliar","Pluit, Jakarta Utara","","","","525 m²","988 m²"
"Rp 755 Juta","Ciracas, Jakarta Timur","3","2","1","52 m²","60 m²"
"Rp 683 Juta","Ciracas, Jakarta Timur","3","1","1","46 m²","50 m²"
"Rp 495 Juta","Ciracas, Jakarta Timur","2","1","","31 m²","40 m²"
"Rp 3,2 Miliar","Kebon Jeruk, Jakarta Barat","4","3","2","120 m²","200 m²"
"Rp 7,5 Miliar","Lebak Bulus, Jakarta Selatan","7","3","2","245 m²","180 m²"
"Rp 6,5 Miliar","Kebayoran Baru, Jakarta Selatan","2","2","1","130 m²","150 m²"
"Rp 2,35 Miliar","Duri Kepa, Jakarta Barat","3","3","","66 m²","108 m²"
"Rp 2,6 Miliar","Jelambar, Jakarta Barat","4","4","","67 m²","180 m²"
"Rp 9 Miliar","Tanjung Duren, Jakarta Barat","60","5","","154 m²","500 m²"
"Rp 15 Miliar","Kemanggisan, Jakarta Barat","51","51","","300 m²","750 m²"
"Rp 5,7 Miliar","Cakung, Jakarta Timur","5","4","2","350 m²","425 m²"
"Rp 9,98 Miliar","Kebayoran Lama, Jakarta Selatan","5","3","5","363 m²","300 m²"
"Rp 8,25 Miliar","Kelapa Gading, Jakarta Utara","5","4","1","300 m²","670 m²"
"Rp 17,5 Miliar","Kebayoran Baru, Jakarta Selatan","29","29","15","698 m²","1000 m²"
"Rp 23 Miliar","Ragunan, Jakarta Selatan","5","5","6","1090 m²","900 m²"
"Rp 32 Miliar","Kebayoran Baru, Jakarta Selatan","5","4","4","597 m²","300 m²"
"Rp 18 Miliar","Cipete, Jakarta Selatan","5","4","4","910 m²","370 m²"
"Rp 35 Miliar","Pondok Indah, Jakarta Selatan","5","5","6","570 m²","550 m²"
"Rp 69 Miliar","Menteng, Jakarta Pusat","9","9","4","925 m²","1390 m²"
"Rp 11 Miliar","Pejaten, Jakarta Selatan","7","5","4","1545 m²","606 m²"
"Rp 43 Miliar","Menteng, Jakarta Pusat","5","4","4","519 m²","470 m²"
"Rp 16,5 Miliar","Kebayoran Baru, Jakarta Selatan","4","4","2","317 m²","300 m²"
"Rp 70 Miliar","Simprug, Jakarta Selatan","5","5","6","680 m²","1200 m²"
"Rp 10,5 Miliar","Lebak Bulus, Jakarta Selatan","7","4","4","300 m²","400 m²"
"Rp 13,5 Miliar","Kebayoran Baru, Jakarta Selatan","4","4","2","504 m²","264 m²"
"Rp 4,75 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","144 m²","200 m²"
"Rp 5 Miliar","Cilandak, Jakarta Selatan","6","5","","152 m²","400 m²"
"Rp 900 Juta","Cibubur, Jakarta Timur","3","2","1","90 m²","67 m²"
"Rp 18,5 Miliar","Pejaten, Jakarta Selatan","6","5","","1150 m²","600 m²"
"Rp 3,5 Miliar","Kelapa Gading, Jakarta Utara","3","3","1","128 m²","165 m²"
"Rp 12 Miliar","Kelapa Gading, Jakarta Utara","4","3","2","374 m²","550 m²"
"Rp 19 Miliar","Menteng, Jakarta Pusat","8","8","","555 m²","600 m²"
"Rp 11 Miliar","Sunter, Jakarta Utara","5","4","2","264 m²","500 m²"
"Rp 16,9 Miliar","Sunter, Jakarta Utara","5","6","","555 m²","900 m²"
"Rp 7,2 Miliar","Sunter, Jakarta Utara","6","6","","266 m²","480 m²"
"Rp 8 Miliar","Sunter, Jakarta Utara","5","4","2","296 m²","400 m²"
"Rp 4,9 Miliar","Sunter, Jakarta Utara","4","3","2","126 m²","280 m²"
"Rp 4,5 Miliar","Sunter, Jakarta Utara","3","3","","140 m²","200 m²"
"Rp 14 Miliar","Sunter, Jakarta Utara","4","3","5","486 m²","500 m²"
"Rp 7,9 Miliar","Sunter, Jakarta Utara","4","4","","190 m²","400 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","3","1","","798 m²","400 m²"
"Rp 9 Miliar","Cilandak, Jakarta Selatan","10","10","1","350 m²","475 m²"
"Rp 2,5 Miliar","Sunrise Garden, Jakarta Barat","4","3","","90 m²","160 m²"
"Rp 6 Miliar","Bintaro, Jakarta Selatan","5","3","5","375 m²","280 m²"
"Rp 1,81 Miliar","Lebak Bulus, Jakarta Selatan","3","3","1","76 m²","101 m²"
"Rp 35 Miliar","Pondok Indah, Jakarta Selatan","4","5","1","420 m²","650 m²"
"Rp 13,5 Miliar","Cilandak, Jakarta Selatan","8","7","","500 m²","550 m²"
"Rp 10 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","192 m²","300 m²"
"Rp 3,4 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","90 m²","120 m²"
"Rp 14 Miliar","Tebet, Jakarta Selatan","4","5","","299 m²","400 m²"
"Rp 9,9 Miliar","Pancoran, Jakarta Selatan","4","3","2","303 m²","197 m²"
"Rp 4 Miliar","Kelapa Gading, Jakarta Utara","8","5","","108 m²","300 m²"
"Rp 5,8 Miliar","Kelapa Gading, Jakarta Utara","5","","","162 m²","230 m²"
"Rp 7,5 Miliar","Radio Dalam, Jakarta Selatan","5","4","5","272 m²","700 m²"
"Rp 13 Miliar","Pondok Indah, Jakarta Selatan","4","3","2","199 m²","400 m²"
"Rp 18 Miliar","Cipete, Jakarta Selatan","5","4","2","910 m²","360 m²"
"Rp 2,1 Miliar","Taman Ratu, Jakarta Barat","5","3","","150 m²","150 m²"
"Rp 4,5 Miliar","Grogol, Jakarta Barat","13","17","","119 m²","300 m²"
"Rp 8,8 Miliar","Lebak Bulus, Jakarta Selatan","5","5","2","300 m²","500 m²"
"Rp 33 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","5","2","986 m²","1100 m²"
"Rp 1,25 Miliar","Pisangan Lama, Jakarta Timur","","","","101 m²","101 m²"
"Rp 30 Miliar","Kebayoran Baru, Jakarta Selatan","4","8","","325 m²","600 m²"
"Rp 10 Miliar","Kebon Jeruk, Jakarta Barat","5","4","4","397 m²","286 m²"
"Rp 13,2 Miliar","Kebayoran Baru, Jakarta Selatan","4","3","3","220 m²","300 m²"
"Rp 13 Miliar","Kebayoran Baru, Jakarta Selatan","3","3","","245 m²","600 m²"
"Rp 35 Miliar","Kebayoran Baru, Jakarta Selatan","4","3","2","550 m²","300 m²"
"Rp 90 Miliar","Menteng, Jakarta Pusat","6","6","10","1225 m²","800 m²"
"Rp 1,47 Miliar","Kalideres, Jakarta Barat","","","","1020 m²","66 m²"
"Rp 5,8 Miliar","Bintaro, Jakarta Selatan","6","6","","420 m²","180 m²"
"Rp 4,9 Miliar","Pulogebang, Jakarta Timur","5","5","2","437 m²","700 m²"
"Rp 18 Miliar","Senen, Jakarta Pusat","106","51","","774 m²","2053 m²"
"Rp 1,7 Miliar","Kelapa Gading, Jakarta Utara","3","2","","90 m²","120 m²"
"Rp 2,7 Miliar","Tamansari, Jakarta Barat","4","3","1","153 m²","361 m²"
"Rp 20 Miliar","Kemang, Jakarta Selatan","","","","846 m²","300 m²"
"Rp 6,3 Miliar","Joglo, Jakarta Barat","1","4","","600 m²","150 m²"
"Rp 4,5 Miliar","Pejaten, Jakarta Selatan","3","2","2","124 m²","160 m²"
"Rp 1,2 Miliar","Jagakarsa, Jakarta Selatan","5","3","1","100 m²","250 m²"
"Rp 1,7 Miliar","Jagakarsa, Jakarta Selatan","5","3","2","114 m²","280 m²"
"Rp 15,4 Miliar","Pondok Indah, Jakarta Selatan","4","4","1","643 m²","600 m²"
"Rp 5,99 Miliar","Kebon Jeruk, Jakarta Barat","5","3","2","380 m²","300 m²"
"Rp 3,5 Miliar","Cengkareng Barat, Jakarta Barat","4","4","","180 m²","300 m²"
"Rp 3,2 Miliar","Tomang, Jakarta Barat","4","2","","179 m²","138 m²"
"Rp 3,49 Miliar","Tomang, Jakarta Barat","4","4","","135 m²","216 m²"
"Rp 3,1 Miliar","Tomang, Jakarta Barat","8","3","","170 m²","240 m²"
"Rp 3,5 Miliar","Kembangan, Jakarta Barat","5","4","","135 m²","162 m²"
"Rp 6,95 Miliar","Petukangan, Jakarta Selatan","5","4","","428 m²","356 m²"
"Rp 3,4 Miliar","Daan Mogot, Jakarta Barat","4","3","","126 m²","230 m²"
"Rp 6,9 Miliar","Kemanggisan, Jakarta Barat","5","5","3","342 m²","300 m²"
"Rp 11 Miliar","Bintaro, Jakarta Selatan","5","3","4","750 m²","450 m²"
"Rp 83 Miliar","Menteng, Jakarta Pusat","","","","650 m²","650 m²"
"Rp 11,5 Miliar","Kebayoran Baru, Jakarta Selatan","","","","263 m²","200 m²"
"Rp 8,8 Miliar","Lebak Bulus, Jakarta Selatan","6","7","","300 m²","600 m²"
"Rp 40 Miliar","Pondok Indah, Jakarta Selatan","5","4","2","973 m²","1000 m²"
"Rp 45,2 Miliar","Menteng, Jakarta Pusat","6","4","4","629 m²","454 m²"
"Rp 21 Miliar","Kemang, Jakarta Selatan","","","","1085 m²","500 m²"
"Rp 4,2 Miliar","Kelapa Gading, Jakarta Utara","3","2","","163 m²","216 m²"
"Rp 12 Miliar","Kebayoran Lama, Jakarta Selatan","8","9","","314 m²","500 m²"
"Rp 20 Miliar","Cempaka Putih, Jakarta Pusat","5","6","3","675 m²","700 m²"
"Rp 2,9 Miliar","Kelapa Gading, Jakarta Utara","3","3","1","90 m²","150 m²"
"Rp 10,5 Miliar","Cempaka Putih, Jakarta Pusat","4","4","2","308 m²","412 m²"
"Rp 13,5 Miliar","Cilandak, Jakarta Selatan","5","5","2","500 m²","550 m²"
"Rp 15 Miliar","Kemang, Jakarta Selatan","5","5","4","1093 m²","700 m²"
"Rp 1,85 Miliar","Tanjung Duren, Jakarta Barat","3","3","","52 m²","108 m²"
"Rp 4,5 Miliar","Cibubur, Jakarta Timur","5","5","","600 m²","450 m²"
"Rp 2,2 Miliar","Rawamangun, Jakarta Timur","3","2","","131 m²","139 m²"
"Rp 3,5 Miliar","Muara Karang, Jakarta Utara","4","4","1","120 m²","180 m²"
"Rp 21 Miliar","Pantai Mutiara, Jakarta Utara","4","3","2","700 m²","1030 m²"
"Rp 21,5 Miliar","Senayan, Jakarta Selatan","4","4","2","245 m²","268 m²"
"Rp 4,5 Miliar","Pluit, Jakarta Utara","4","4","1","100 m²","186 m²"
"Rp 9,99 Miliar","Sunter, Jakarta Utara","5","5","3","435 m²","800 m²"
"Rp 25 Miliar","Menteng, Jakarta Pusat","3","3","","726 m²","300 m²"
"Rp 38,5 Miliar","Kebayoran Baru, Jakarta Selatan","","","","500 m²","250 m²"
"Rp 9,25 Miliar","Pondok Indah, Jakarta Selatan","3","4","2","160 m²","400 m²"
"Rp 6,7 Miliar","Muara Karang, Jakarta Utara","5","4","1","200 m²","180 m²"
"Rp 5 Miliar","Muara Karang, Jakarta Utara","3","3","1","150 m²","300 m²"
"Rp 8,5 Miliar","Muara Karang, Jakarta Utara","4","3","1","300 m²","346 m²"
"Rp 4,2 Miliar","Jelambar, Jakarta Barat","3","4","2","161 m²","250 m²"
"Rp 8,25 Miliar","Tebet, Jakarta Selatan","5","4","2","200 m²","380 m²"
"Rp 17,5 Miliar","Pejaten, Jakarta Selatan","7","5","2","1049 m²","500 m²"
"Rp 4 Miliar","Kayu Putih, Jakarta Timur","4","3","3","208 m²","240 m²"
"Rp 51 Miliar","Mega Kuningan, Jakarta Selatan","6","6","3","708 m²","1500 m²"
"Rp 5 Miliar","Cijantung, Jakarta Timur","5","4","2","381 m²","350 m²"
"Rp 4,9 Miliar","Permata Hijau, Jakarta Selatan","9","9","","192 m²","350 m²"
"Rp 5,99 Miliar","Jelambar, Jakarta Barat","5","8","2","170 m²","481 m²"
"Rp 5,3 Miliar","Jelambar, Jakarta Barat","9","5","2","203 m²","328 m²"
"Rp 2,4 Miliar","Jelambar, Jakarta Barat","4","4","1","64 m²","148 m²"
"Rp 9,8 Miliar","Sunter, Jakarta Utara","5","3","","478 m²","480 m²"
"Rp 4,7 Miliar","Pasar Minggu, Jakarta Selatan","4","4","","325 m²","244 m²"
"Rp 39 Miliar","Ciganjur, Jakarta Selatan","5","5","12","4920 m²","600 m²"
"Rp 2,9 Triliun","Lubang Buaya, Jakarta Timur","4","3","","252 m²","336 m²"
"Rp 6,2 Miliar","Permata Buana, Jakarta Barat","4","3","","144 m²","300 m²"
"Rp 6,9 Miliar","Puri Indah, Jakarta Barat","3","3","1","200 m²","300 m²"
"Rp 60 Miliar","Senayan, Jakarta Selatan","4","4","","435 m²","377 m²"
"Rp 3,9 Miliar","Puri Indah, Jakarta Barat","4","2","","135 m²","180 m²"
"Rp 14,9 Miliar","Intercon, Jakarta Barat","7","4","6","652 m²","526 m²"
"Rp 4,5 Miliar","Puri Indah, Jakarta Barat","4","3","1","140 m²","250 m²"
"Rp 850 Juta","Graha Bintaro, Jakarta Selatan","2","1","1","106 m²","77 m²"
"Rp 9,5 Miliar","Tebet, Jakarta Selatan","4","3","5","437 m²","437 m²"
"Rp 6 Miliar","Pondok Kelapa, Jakarta Timur","6","4","","346 m²","600 m²"
"Rp 2,1 Miliar","Jelambar, Jakarta Barat","3","3","","61 m²","130 m²"
"Rp 1,35 Miliar","Cibubur, Jakarta Timur","3","3","","127 m²","90 m²"
"Rp 95 Miliar","Pondok Indah, Jakarta Selatan","5","5","","1400 m²","1000 m²"
"Rp 45 Miliar","Pondok Indah, Jakarta Selatan","6","6","","883 m²","1200 m²"
"Rp 270 Miliar","Pondok Indah, Jakarta Selatan","7","7","","4260 m²","2700 m²"
"Rp 30 Miliar","Pondok Indah, Jakarta Selatan","4","4","2","756 m²","450 m²"
"Rp 4,9 Miliar","Daan Mogot, Jakarta Barat","6","5","2","208 m²","325 m²"
"Rp 4,3 Miliar","Citra Garden, Jakarta Barat","3","2","1","283 m²","193 m²"
"Rp 2,97 Miliar","Tomang, Jakarta Barat","2","2","1","90 m²","120 m²"
"Rp 1,75 Miliar","Cakung, Jakarta Timur","3","2","1","102 m²","75 m²"
"Rp 26,5 Miliar","Kramat Jati, Jakarta Timur","18","6","","1923 m²","695 m²"
"Rp 10,5 Miliar","Pondok Indah, Jakarta Selatan","4","3","","245 m²","350 m²"
"Rp 7 Miliar","Tebet, Jakarta Selatan","6","4","3","209 m²","250 m²"
"Rp 5,5 Miliar","Pondok Kelapa, Jakarta Timur","","","","300 m²","250 m²"
"Rp 6,5 Miliar","Kebayoran Baru, Jakarta Selatan","3","4","","188 m²","540 m²"
"Rp 13 Miliar","Senayan, Jakarta Selatan","4","3","","250 m²","350 m²"
"Rp 14 Miliar","Lebak Bulus, Jakarta Selatan","5","4","","600 m²","400 m²"
"Rp 16 Miliar","Lebak Bulus, Jakarta Selatan","4","4","","600 m²","450 m²"
"Rp 4 Miliar","Taman Palem, Jakarta Barat","4","3","","157 m²","300 m²"
"Rp 11,5 Miliar","Kebayoran Baru, Jakarta Selatan","3","2","2","263 m²","250 m²"
"Rp 16 Miliar","Pasar Minggu, Jakarta Selatan","4","4","2","732 m²","500 m²"
"Rp 7,5 Miliar","Kebayoran Baru, Jakarta Selatan","3","2","","400 m²","200 m²"
"Rp 6,5 Miliar","Kebayoran Baru, Jakarta Selatan","2","2","","130 m²","100 m²"
"Rp 19 Miliar","Kebayoran Baru, Jakarta Selatan","4","2","2","775 m²","619 m²"
"Rp 12 Miliar","Setiabudi, Jakarta Selatan","2","1","","520 m²","150 m²"
"Rp 9,9 Miliar","Pondok Indah, Jakarta Selatan","4","3","3","247 m²","270 m²"
"Rp 7,6 Miliar","Kalibata, Jakarta Selatan","6","4","","450 m²","390 m²"
"Rp 5,6 Miliar","Pondok Pinang, Jakarta Selatan","3","2","2","155 m²","245 m²"
"Rp 2,5 Miliar","Metland Puri, Jakarta Barat","3","2","1","135 m²","140 m²"
"Rp 2,9 Miliar","Gambir, Jakarta Pusat","","","","121 m²","200 m²"
"Rp 3,5 Miliar","Batutulis, Jakarta Pusat","1","2","1","88 m²","175 m²"
"Rp 15,9 Miliar","Kemang, Jakarta Selatan","6","7","4","786 m²","950 m²"
"Rp 9,5 Miliar","Cipete, Jakarta Selatan","3","2","2","475 m²","300 m²"
"Rp 1,1 Miliar","Cipayung, Jakarta Timur","3","2","2","72 m²","85 m²"
"Rp 13 Miliar","Cipete, Jakarta Selatan","","","","423 m²","250 m²"
"Rp 3,5 Miliar","Kembangan, Jakarta Barat","3","2","2","250 m²","180 m²"
"Rp 1,9 Miliar","Jelambar, Jakarta Barat","2","2","","63 m²","150 m²"
"Rp 4,5 Miliar","Citra Garden, Jakarta Barat","4","3","1","128 m²","275 m²"
"Rp 12 Miliar","Permata Buana, Jakarta Barat","3","4","2","450 m²","450 m²"
"Rp 14,5 Miliar","Intercon, Jakarta Barat","4","4","2","250 m²","600 m²"
"Rp 15,5 Miliar","Intercon, Jakarta Barat","4","4","","425 m²","480 m²"
"Rp 3,9 Miliar","Green Ville, Jakarta Barat","5","3","4","144 m²","221 m²"
"Rp 2,2 Miliar","Jagakarsa, Jakarta Selatan","4","3","","116 m²","150 m²"
"Rp 7,5 Miliar","Cipete, Jakarta Selatan","5","6","","275 m²","420 m²"
"Rp 15 Miliar","Cilandak, Jakarta Selatan","3","3","2","1230 m²","450 m²"
"Rp 11,2 Miliar","Mampang Prapatan, Jakarta Selatan","4","4","2","247 m²","607 m²"
"Rp 20 Miliar","Wijaya, Jakarta Selatan","4","2","1","355 m²","300 m²"
"Rp 17 Miliar","Bintaro, Jakarta Selatan","9","8","","1040 m²","460 m²"
"Rp 7,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","","250 m²","500 m²"
"Rp 2 Miliar","Green Lake City, Jakarta Barat","3","2","2","96 m²","96 m²"
"Rp 1,56 Miliar","Bintaro, Jakarta Selatan","3","3","1","65 m²","132 m²"
"Rp 24 Miliar","Tanjung Duren, Jakarta Barat","5","6","10","1008 m²","1350 m²"
"Rp 3,6 Miliar","Duren Sawit, Jakarta Timur","4","4","","322 m²","300 m²"
"Rp 4,5 Miliar","Cibubur, Jakarta Timur","4","3","2","200 m²","300 m²"
"Rp 9,3 Miliar","Tebet, Jakarta Selatan","4","5","2","306 m²","540 m²"
"Rp 69 Miliar","Menteng, Jakarta Pusat","13","9","3","925 m²","1170 m²"
"Rp 6,79 Miliar","Pluit, Jakarta Utara","4","3","2","250 m²","400 m²"
"Rp 6,5 Miliar","Sunter, Jakarta Utara","6","8","2","225 m²","400 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","7","8","2","733 m²","548 m²"
"Rp 23,2 Miliar","Kemang, Jakarta Selatan","4","3","3","1320 m²","400 m²"
"Rp 11 Miliar","Tanjung Barat, Jakarta Selatan","6","5","3","475 m²","350 m²"
"Rp 9,5 Miliar","Pondok Indah, Jakarta Selatan","3","2","2","170 m²","330 m²"
"Rp 19,5 Miliar","Pondok Indah, Jakarta Selatan","4","4","","402 m²","600 m²"
"Rp 12,5 Miliar","Pondok Indah, Jakarta Selatan","3","2","1","322 m²","300 m²"
"Rp 5,5 Miliar","Pondok Pinang, Jakarta Selatan","3","2","2","155 m²","245 m²"
"Rp 12 Miliar","Cipete, Jakarta Selatan","5","3","","385 m²","305 m²"
"Rp 13,9 Miliar","Pondok Indah, Jakarta Selatan","5","5","","365 m²","700 m²"
"Rp 2,8 Miliar","Pesanggrahan, Jakarta Selatan","3","2","","134 m²","150 m²"
"Rp 5,75 Miliar","TB Simatupang, Jakarta Selatan","3","3","","157 m²","280 m²"
"Rp 9,7 Miliar","Pondok Indah, Jakarta Selatan","4","3","1","256 m²","300 m²"
"Rp 4,3 Miliar","Pasar Minggu, Jakarta Selatan","4","4","2","305 m²","300 m²"
"Rp 16,8 Miliar","Pondok Indah, Jakarta Selatan","4","3","","425 m²","338 m²"
"Rp 20 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","2","455 m²","900 m²"
"Rp 2,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","100 m²","142 m²"
"Rp 3,95 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","120 m²","160 m²"
"Rp 2,65 Miliar","Gunung Sahari, Jakarta Pusat","4","3","2","96 m²","160 m²"
"Rp 1,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","","60 m²","75 m²"
"Rp 8 Miliar","Meruya, Jakarta Barat","","","","493 m²","390 m²"
"Rp 2 Miliar","Palmerah, Jakarta Barat","3","2","","97 m²","100 m²"
"Rp 2,25 Miliar","Jatiwaringin, Jakarta Timur","3","3","2","98 m²","120 m²"
"Rp 1,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","","56 m²","86 m²"
"Rp 2,75 Miliar","Jelambar, Jakarta Barat","4","2","1","100 m²","180 m²"
"Rp 4,9 Miliar","Kebon Jeruk, Jakarta Barat","24","8","2","58 m²","234 m²"
"Rp 4,1 Miliar","Cilandak, Jakarta Selatan","3","2","1","110 m²","220 m²"
"Rp 14 Miliar","Jati Padang, Jakarta Selatan","6","4","2","450 m²","300 m²"
"Rp 3,3 Miliar","Tomang, Jakarta Barat","11","5","","60 m²","230 m²"
"Rp 15,5 Miliar","Palmerah, Jakarta Barat","28","29","1","170 m²","420 m²"
"Rp 65 Miliar","Kebayoran Baru, Jakarta Selatan","","","","960 m²","600 m²"
"Rp 6,9 Miliar","Pondok Kelapa, Jakarta Timur","6","6","2","528 m²","700 m²"
"Rp 3,2 Miliar","Cinere, Jakarta Selatan","3","3","2","141 m²","200 m²"
"Rp 4,8 Miliar","Cinere, Jakarta Selatan","6","4","2","422 m²","350 m²"
"Rp 3,25 Miliar","Cinere, Jakarta Selatan","5","4","2","256 m²","350 m²"
"Rp 73 Miliar","Patal Senayan, Jakarta Selatan","5","5","","880 m²","1000 m²"
"Rp 15 Miliar","Bendungan Hilir, Jakarta Pusat","4","4","","234 m²","500 m²"
"Rp 6 Miliar","Bendungan Hilir, Jakarta Pusat","12","12","","133 m²","300 m²"
"Rp 5,5 Miliar","Cempaka Putih, Jakarta Pusat","4","4","1","150 m²","250 m²"
"Rp 14,9 Miliar","Veteran, Jakarta Selatan","8","6","","762 m²","800 m²"
"Rp 34,9 Miliar","Pondok Indah, Jakarta Selatan","6","5","2","768 m²","600 m²"
"Rp 800 Juta","Duren Sawit, Jakarta Timur","3","2","","72 m²","82 m²"
"Rp 14,9 Miliar","Pondok Kelapa, Jakarta Timur","9","8","1","570 m²","850 m²"
"Rp 3,6 Miliar","Cengkareng, Jakarta Barat","5","3","1","120 m²","240 m²"
"Rp 1,21 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","58 m²","120 m²"
"Rp 5 Miliar","Kelapa Gading, Jakarta Utara","3","3","2","153 m²","216 m²"
"Rp 1,49 Miliar","Metro permata, Jakarta Barat","2","2","1","103 m²","101 m²"
"Rp 2,9 Miliar","Meruya, Jakarta Barat","3","2","2","120 m²","250 m²"
"Rp 1,15 Miliar","Tanjung Duren, Jakarta Barat","2","1","","77 m²","70 m²"
"Rp 1,79 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","3","1","50 m²","62 m²"
"Rp 6,15 Miliar","Puri Indah, Jakarta Barat","3","2","1","264 m²","200 m²"
"Rp 8 Miliar","Kembangan Selatan, Jakarta Barat","4","3","1","200 m²","300 m²"
"Rp 4 Miliar","Kelapa Gading, Jakarta Utara","","","","153 m²","242 m²"
"Rp 23 Miliar","Sunter, Jakarta Utara","","","","951 m²","715 m²"
"Rp 5,7 Miliar","Muara Karang, Jakarta Utara","3","3","","190 m²","225 m²"
"Rp 2,8 Miliar","Duri Kepa, Jakarta Barat","3","2","","156 m²","156 m²"
"Rp 5,5 Miliar","Tamansari, Jakarta Barat","","","","300 m²","300 m²"
"Rp 9,8 Miliar","Sunter, Jakarta Utara","","","","360 m²","500 m²"
"Rp 8,25 Miliar","Sunter, Jakarta Utara","","","","264 m²","380 m²"
"Rp 9,5 Miliar","Sunter, Jakarta Utara","4","4","","297 m²","500 m²"
"Rp 5,5 Miliar","Sunter, Jakarta Utara","","","","180 m²","250 m²"
"Rp 9,85 Miliar","Jati Padang, Jakarta Selatan","3","2","","357 m²","280 m²"
"Rp 34 Miliar","Kebayoran Baru, Jakarta Selatan","5","4","2","331 m²","500 m²"
"Rp 2,45 Miliar","Kartini, Jakarta Pusat","","","","134 m²","60 m²"
"Rp 6,5 Miliar","Sunter, Jakarta Utara","3","3","","185 m²","300 m²"
"Rp 13 Miliar","Mampang Prapatan, Jakarta Selatan","7","7","2","464 m²","450 m²"
"Rp 4,5 Miliar","Metland Puri, Jakarta Barat","3","4","1","144 m²","144 m²"
"Rp 4,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","120 m²","100 m²"
"Rp 8,5 Miliar","Pluit, Jakarta Utara","5","5","","250 m²","340 m²"
"Rp 2 Miliar","Taman Palem, Jakarta Barat","3","2","1","75 m²","75 m²"
"Rp 23 Miliar","Tebet, Jakarta Selatan","7","4","","1069 m²","500 m²"
"Rp 4,5 Miliar","Senayan, Jakarta Selatan","8","8","","175 m²","300 m²"
"Rp 2,5 Miliar","Cipulir, Jakarta Selatan","3","2","1","234 m²","200 m²"
"Rp 12 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","4","1","250 m²","250 m²"
"Rp 12 Miliar","Kelapa Gading, Jakarta Utara","6","5","1","396 m²","715 m²"
"Rp 13 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","280 m²","400 m²"
"Rp 3,2 Miliar","Muara Karang, Jakarta Utara","2","2","","150 m²","100 m²"
"Rp 7,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","180 m²","300 m²"
"Rp 8 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","300 m²","450 m²"
"Rp 9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","300 m²","450 m²"
"Rp 29,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","","","","455 m²","1000 m²"
"Rp 15 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","","","265 m²","600 m²"
"Rp 65 Miliar","Pondok Indah, Jakarta Selatan","5","6","5","1000 m²","500 m²"
"Rp 6,5 Miliar","Kelapa Gading, Jakarta Utara","7","4","1","153 m²","459 m²"
"Rp 13 Miliar","Tebet, Jakarta Selatan","5","5","2","300 m²","450 m²"
"Rp 8,1 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","5","","250 m²","250 m²"
"Rp 5,25 Miliar","Gandaria, Jakarta Selatan","4","3","2","542 m²","400 m²"
"Rp 18,5 Miliar","Menteng, Jakarta Pusat","4","3","","312 m²","370 m²"
"Rp 6,95 Miliar","Tebet, Jakarta Selatan","4","3","2","340 m²","220 m²"
"Rp 5,9 Miliar","Tebet, Jakarta Selatan","3","4","","170 m²","240 m²"
