,area,bed,bath,location,price
2278,65.0,3,2,Bekasi,778050000
2279,55.0,2,2,Bekasi,997000000
2280,36.0,2,1,Bekasi,825000000
2281,91.0,3,2,Bekasi,1700000000
2282,52.0,2,2,Bekasi,648000000
2283,110.0,4,3,Bekasi,2800000000
2284,37.0,3,1,Bekasi,370000000
2285,50.0,2,2,Bekasi,950000000
2286,60.0,2,1,Bekasi,178000000
2287,27.0,2,1,Bekasi,535000000
2288,60.0,3,1,Bekasi,538000000
2289,100.0,4,2,Bekasi,1200000000
2290,40.0,2,1,Bekasi,400000000
2291,40.0,2,1,Bekasi,400000000
2292,175.0,5,4,Bekasi,3380000000
2293,36.0,2,1,Bekasi,390000000
2294,47.0,2,1,Bekasi,590000000
2295,84.0,2,1,Bekasi,175000000
2296,140.0,5,3,Bekasi,2100000000
2297,36.0,2,1,Bekasi,6631854380
2298,188.0,6,3,Bekasi,2857000000
2299,28.0,2,1,Bekasi,334262250
2300,56.0,2,2,Bekasi,6631854380
2301,42.0,2,1,Bekasi,6631854380
2302,42.0,2,1,Bekasi,6631854380
2303,36.0,2,1,Bekasi,418000000
2304,45.0,2,1,Bekasi,350000000
2305,36.0,2,1,Bekasi,6631854380
2306,36.0,2,1,Bekasi,6631854380
2307,45.0,2,1,Bekasi,6631854380
2308,130.0,3,3,Bekasi,1200000000
2309,149.0,3,3,Bekasi,2713950000
2310,224.0,5,4,Bekasi,2500000000
2311,100.0,2,1,Bekasi,1950000000
2312,400.0,4,4,Bekasi,3350000000
2313,36.0,2,1,Bekasi,375000000
2314,200.0,5,4,Bekasi,3900000000
2315,120.0,4,4,Bekasi,1500000000
2316,60.0,2,1,Bekasi,845000000
2317,65.0,3,2,Bekasi,975000000
2318,96.0,2,2,Bekasi,495000000
2319,330.0,3,3,Bekasi,2100000000
2320,40.0,2,1,Bekasi,640000000
2321,65.0,3,2,Bekasi,700000000
2322,65.0,3,2,Bekasi,6631854380
2323,39.0,2,2,Bekasi,585000000
2324,130.0,4,2,Bekasi,1295000000
2325,55.0,2,2,Bekasi,780000000
2326,40.0,2,1,Bekasi,400000000
2327,49.0,2,2,Bekasi,550000000
2328,105.0,3,3,Bekasi,1350000000
2329,219.0,5,5,Bekasi,3560000000
2330,117.0,4,3,Bekasi,1833000000
2331,69.0,3,2,Bekasi,1390830000
2332,30.0,2,1,Bekasi,377149999
2333,42.0,2,1,Bekasi,566000000
2334,180.0,5,3,Bekasi,1350000000
2335,750.0,6,7,Bekasi,7600000000
2336,321.0,7,4,Bekasi,5500000000
2337,136.0,4,3,Bekasi,1500000000
2338,80.0,4,3,Bekasi,1300000000
2339,214.0,5,2,Bekasi,2550000000
2340,180.0,4,2,Bekasi,1600000000
2341,50.0,2,1,Bekasi,799000000
2342,37.0,2,1,Bekasi,448000000
2343,376.0,5,5,Bekasi,5900000000
2344,120.0,2,2,Bekasi,1150000000
2345,80.0,3,1,Bekasi,375000000
2346,50.0,2,1,Bekasi,475000000
2347,48.0,2,1,Bekasi,615000000
2348,150.0,4,2,Bekasi,2000000000
2349,75.0,3,2,Bekasi,1398600000
2350,64.0,3,2,Bekasi,656250000
2351,48.0,3,2,Bekasi,590000000
2352,230.0,3,2,Bekasi,900000000
2353,65.0,3,2,Bekasi,6631854380
2354,37.0,2,1,Bekasi,400000000
2355,45.0,2,1,Bekasi,679000000
2356,28.0,2,1,Bekasi,168000000
2357,47.0,2,1,Bekasi,6631854380
2358,75.0,3,3,Bekasi,863975000
2359,60.0,3,3,Bekasi,6631854380
2360,60.0,2,1,Bekasi,715000000
2361,60.0,3,1,Bekasi,400000000
2362,55.0,2,2,Bekasi,780000000
2363,40.0,2,1,Bekasi,700000000
2364,55.0,2,2,Bekasi,780000000
2365,40.0,2,1,Bekasi,561500000
2366,40.0,2,1,Bekasi,561500000
2367,88.0,4,2,Bekasi,1225000000
2368,35.0,2,1,Bekasi,794000000
2369,170.0,4,3,Bekasi,1200000000
2370,55.0,2,1,Bekasi,850000000
2371,55.0,2,2,Bekasi,780000000
2372,237.0,5,5,Bekasi,4600000000
2373,237.0,5,5,Bekasi,4600000000
2374,260.0,4,4,Bekasi,4250000000
2375,68.0,2,2,Bekasi,718000000
2376,293.0,6,4,Bekasi,4500000000
2377,45.0,2,1,Bekasi,575000000
2378,120.0,3,2,Bekasi,1400000000
2379,120.0,2,2,Bekasi,900000000
2380,36.0,2,1,Bekasi,488000000
2381,85.0,4,3,Bekasi,920000000
2382,53.0,2,2,Bekasi,6631854380
2383,110.0,3,3,Bekasi,2500000000
2384,64.0,2,1,Bekasi,6631854380
2385,70.0,3,2,Bekasi,627000000
2386,180.0,4,3,Bekasi,3500000000
2387,200.0,5,4,Bekasi,2850000000
2388,36.0,2,1,Bekasi,300000000
2389,50.0,2,2,Bekasi,952000000
2390,36.0,2,1,Bekasi,440000000
2391,78.0,3,3,Bekasi,1356000000
2392,38.0,2,1,Bekasi,381584000
2393,50.0,3,2,Bekasi,1200000000
2394,85.0,3,2,Bekasi,845000000
2395,165.0,4,2,Bekasi,1300000000
2396,36.0,2,1,Bekasi,400000000
2397,55.0,2,1,Bekasi,790000000
2398,170.0,3,3,Bekasi,3100000000
2399,220.0,4,3,Bekasi,3400000000
2400,40.0,2,1,Bekasi,6631854380
2401,80.0,2,2,Bekasi,1600000000
2402,52.0,2,1,Bekasi,835000000
2403,29.0,1,1,Bekasi,6631854380
2404,195.0,3,3,Bekasi,1400000000
2405,130.0,3,2,Bekasi,1750000000000
2406,130.0,2,2,Bekasi,1050000000
2407,100.0,3,2,Bekasi,1564717000
2408,60.0,3,2,Bekasi,845000000
2409,36.0,2,1,Bekasi,315000000
2410,41.0,2,1,Bekasi,455000400
2411,41.0,2,1,Bekasi,455000200
2412,41.0,2,1,Bekasi,455000100
2413,36.0,2,1,Bekasi,6631854380
2414,50.0,2,2,Bekasi,6631854380
2415,30.0,2,1,Bekasi,6631854380
2416,79.0,2,2,Bekasi,1400000000
2417,60.0,3,2,Bekasi,1592000000
2418,40.0,3,1,Bekasi,600000000
2419,68.0,3,3,Bekasi,900000000
2420,88.0,3,3,Bekasi,1200000000
2421,55.0,2,2,Bekasi,780000000
2422,58.0,2,2,Bekasi,6631854380
2423,42.0,3,1,Bekasi,554000000
2424,150.0,3,3,Bekasi,2149000000
2425,250.0,4,3,Bekasi,2400000000
2426,155.0,4,3,Bekasi,2600000000
2427,303.0,4,3,Bekasi,5500000000
2428,219.0,4,4,Bekasi,3000000000
2429,36.0,2,1,Bekasi,326000000
2430,45.0,2,1,Bekasi,539000000
2431,138.0,3,3,Bekasi,1700000000
2432,300.0,6,4,Bekasi,3900000000
2433,40.0,2,1,Bekasi,335000000
2434,125.0,3,2,Bekasi,1250000000
2435,100.0,4,2,Bekasi,1170000000
2436,150.0,4,3,Bekasi,2222000000
2437,180.0,4,4,Bekasi,1800000000
2438,56.0,2,2,Bekasi,1200000000
2439,77.0,3,3,Bekasi,1187000000
2440,56.0,2,2,Bekasi,1200000000
2441,60.0,3,2,Bekasi,1210000000
2442,36.0,2,1,Bekasi,380000000
2443,36.0,2,1,Bekasi,355000000
2444,98.0,3,2,Bekasi,1155000000
2445,125.0,4,3,Bekasi,1700000000
2446,72.0,3,2,Bekasi,795000000
2447,230.0,4,3,Bekasi,1900000000
2448,275.0,6,4,Bekasi,1550000000
2449,62.0,3,2,Bekasi,565000000
2450,38.0,2,1,Bekasi,429400000
2451,45.0,2,1,Bekasi,415000000
2452,36.0,2,1,Bekasi,1000000
2453,40.0,2,1,Bekasi,405000000
2454,40.0,2,1,Bekasi,405000000
2455,45.0,2,1,Bekasi,394445000
2456,70.0,2,1,Bekasi,700000000
2457,29.0,2,1,Bekasi,168000000
2458,93.0,4,4,Bekasi,1878120000
2459,120.0,3,1,Bekasi,900000000
2460,300.0,6,4,Bekasi,8000000000
2461,45.0,2,1,Bekasi,1085000
2462,249.0,4,4,Bekasi,4000000000
2463,36.0,2,1,Bekasi,488000000
2464,200.0,5,4,Bekasi,1750000000
2465,250.0,5,4,Bekasi,4500000000
2466,196.0,5,4,Bekasi,4750000000
2467,198.0,5,4,Bekasi,4950000000
2468,196.0,4,4,Bekasi,4500000000
2469,160.0,4,3,Bekasi,1200000000
2470,370.0,4,4,Bekasi,3900000000
2471,135.0,4,4,Bekasi,2713950000
2472,42.0,2,1,Bekasi,440000000
2473,49.0,2,1,Bekasi,605000000
2474,25.0,2,1,Bekasi,168000000
2475,60.0,2,1,Bekasi,275000000
2476,133.0,4,3,Bekasi,1350000000
2477,72.0,3,2,Bekasi,795000000
2478,150.0,4,3,Bekasi,1750000000
2479,49.0,2,1,Bekasi,600000000
2480,42.0,2,1,Bekasi,440000000
2481,80.0,2,2,Bekasi,985000000
2482,37.0,3,1,Bekasi,439000000
2483,42.0,3,1,Bekasi,500000000
2484,127.0,4,2,Bekasi,1600000000
2485,50.0,2,2,Bekasi,952000000
2486,87.0,3,2,Bekasi,1350000000
2487,36.0,2,1,Bekasi,365000000
2488,35.0,2,1,Bekasi,477500000
2489,155.0,7,3,Bekasi,2000000000
2490,25.0,2,1,Bekasi,173000000
2491,90.0,4,3,Bekasi,999900000
2492,65.0,3,2,Bekasi,2000000000
2493,45.0,2,1,Bekasi,245000000
2494,36.0,2,1,Bekasi,280000000
2495,40.0,2,1,Bekasi,935445000
2496,80.0,2,3,Bekasi,925000000
2497,45.0,2,1,Bekasi,670000000
2498,58.0,2,1,Bekasi,750000000
2499,118.0,3,2,Bekasi,890000000
2500,120.0,4,2,Bekasi,875000000
2501,85.0,3,2,Bekasi,900000000
2502,1145.0,7,6,Bekasi,12500000000
2503,141.0,5,4,Bekasi,3000000000
2504,45.0,2,1,Bekasi,539000000
2505,84.0,2,2,Bekasi,1500000000
2506,65.0,3,2,Bekasi,1200000000
2507,150.0,4,3,Bekasi,2500000000
2508,36.0,2,1,Bekasi,375000000
2509,90.0,4,2,Bekasi,1700000000
2510,180.0,4,4,Bekasi,1800000000
2511,45.0,2,1,Bekasi,780000000
2512,56.0,3,2,Bekasi,800000000
2513,52.0,3,2,Bekasi,643888000
2514,300.0,5,3,Bekasi,750000000
2515,75.0,2,1,Bekasi,1800420000
2516,54.0,2,2,Bekasi,1800000000
2517,40.0,2,1,Bekasi,300000000
2518,160.0,5,4,Bekasi,2500000000
2519,110.0,3,3,Bekasi,1285000000000
2520,110.0,3,3,Bekasi,1285000000
2521,110.0,3,3,Bekasi,6631854380
2522,100.0,4,3,Bekasi,1836039040
2523,150.0,4,3,Bekasi,2223000000
2524,88.0,3,3,Bekasi,1330362650
2525,125.0,5,4,Bekasi,2300000000
2526,42.0,2,1,Bekasi,440000000
2527,113.0,4,3,Bekasi,1630000000
2528,60.0,3,2,Bekasi,656000000
2529,72.0,3,2,Bekasi,795000000
2530,105.0,3,2,Bekasi,1090000000
2531,200.0,3,3,Bekasi,3200000000
2532,230.0,3,3,Bekasi,3200000000
2533,400.0,4,5,Bekasi,2500000000
2534,100.0,4,2,Bekasi,1190000000
2535,70.0,3,3,Bekasi,1490000000
2536,45.0,2,1,Bekasi,550000000
2537,138.0,3,3,Bekasi,1691000000
2538,78.0,2,2,Bekasi,1080000000
2539,51.0,2,1,Bekasi,1650000000
2540,40.0,2,1,Bekasi,275000000
2541,100.0,4,2,Bekasi,1170000000
2542,132.0,4,4,Bekasi,2200000000
2543,40.0,2,1,Bekasi,400000000
2544,70.0,2,1,Bekasi,700000000
2545,36.0,2,1,Bekasi,400000000
2546,53.0,2,1,Bekasi,790000000
2547,50.0,2,1,Bekasi,600000000
2548,128.0,3,2,Bekasi,850000000
2549,120.0,3,2,Bekasi,850000000
2550,60.0,3,2,Bekasi,1180000000
2551,60.0,3,2,Bekasi,1180000000
2552,96.0,3,2,Bekasi,580000000
2553,96.0,3,2,Bekasi,580000000
2554,90.0,3,2,Bekasi,700000000
2555,90.0,3,2,Bekasi,1700000000
2556,65.0,3,2,Bekasi,751000000
2557,40.0,2,1,Bekasi,335000000
2558,54.0,2,1,Bekasi,355000000
2559,60.0,2,2,Bekasi,706250000
2560,58.0,3,2,Bekasi,839000000
2561,36.0,2,1,Bekasi,400000000
2562,211.0,4,3,Bekasi,1750000000
2563,1400.0,6,7,Bekasi,7750000000
2564,202.0,5,2,Bekasi,2500000000
2565,211.0,7,4,Bekasi,2750000
2566,50.0,2,1,Bekasi,599750000
2567,50.0,2,1,Bekasi,600000000
2568,247.0,5,6,Bekasi,2400000000
2569,36.0,3,2,Bekasi,1000000000
2570,124.0,4,3,Bekasi,1900000000
2571,100.0,3,2,Bekasi,1250000000
2572,54.0,2,1,Bekasi,485000000
2573,70.0,3,1,Bekasi,850000000
2574,36.0,2,1,Bekasi,430000000
2575,120.0,4,3,Bekasi,1500000000
2576,85.0,2,2,Bekasi,599000000
2577,72.0,3,2,Bekasi,795000000
2578,80.0,2,2,Bekasi,6631854380
2579,200.0,5,3,Bekasi,3800000000
2580,36.0,2,1,Bekasi,6631854380
2581,36.0,2,1,Bekasi,6631854380
2582,87.0,3,3,Bekasi,1750000000
2583,250.0,4,3,Bekasi,2800000000
2584,275.0,4,3,Bekasi,4900000000
2585,382.0,6,6,Bekasi,7700000000
2586,300.0,4,4,Bekasi,2200000000
2587,200.0,5,3,Bekasi,3800000000
2588,83.0,3,3,Bekasi,800000000
2589,175.0,5,4,Bekasi,2500000000
2590,150.0,4,3,Bekasi,1120000000
2591,70.0,3,2,Bekasi,850000000
2592,123.0,4,4,Bekasi,1900000000
2593,36.0,2,1,Bekasi,500000000
2594,170.0,4,3,Bekasi,2500000000
2595,100.0,3,2,Bekasi,1325000000
2596,30.0,2,1,Bekasi,480000000
2597,60.0,3,2,Bekasi,595000000
2598,36.0,2,1,Bekasi,400000000
2599,36.0,2,1,Bekasi,390000000
2600,152.0,4,2,Bekasi,1200000000
2601,31.0,1,1,Bekasi,376000000
2602,52.0,2,1,Bekasi,1000000000
2603,750.0,6,7,Bekasi,8500000000
2604,145.0,3,2,Bekasi,1650000000
2605,195.0,3,2,Bekasi,1150000000
2606,200.0,4,3,Bekasi,3800000000
2607,36.0,2,1,Bekasi,485000000
2608,45.0,2,1,Bekasi,415000000
2609,36.0,2,1,Bekasi,375000000
2610,36.0,2,1,Bekasi,6631854380
2611,36.0,2,1,Bekasi,6631854380
2612,40.0,2,1,Bekasi,400000000
2613,160.0,3,2,Bekasi,1700000000
2614,64.0,2,2,Bekasi,625000000
2615,85.0,3,2,Bekasi,1200000000
2616,88.0,4,2,Bekasi,1407630000
2617,36.0,2,1,Bekasi,430000000
2618,170.0,4,3,Bekasi,1200000000
2619,200.0,4,3,Bekasi,3400000000
2620,110.0,4,3,Bekasi,1150000000
2621,90.0,3,2,Bekasi,695000000
2622,100.0,3,2,Bekasi,1150000000
2623,100.0,3,2,Bekasi,1150000000
2624,100.0,3,2,Bekasi,1150000000
2625,100.0,3,2,Bekasi,1150000000
2626,195.0,3,2,Bekasi,600000000
2627,52.0,2,2,Bekasi,580000000000
2628,58.0,2,2,Bekasi,680000000
2629,70.0,3,2,Bekasi,782000000
2630,60.0,3,2,Bekasi,735000000
2631,32.0,2,1,Bekasi,668000000
2632,42.0,2,1,Bekasi,445000000
2633,134.0,5,4,Bekasi,2300000000
2634,33.0,2,1,Bekasi,727827000
2635,38.0,2,1,Bekasi,500000000
2636,114.0,3,2,Bekasi,1490000000
2637,77.0,3,3,Bekasi,1000000000
2638,250.0,4,3,Bekasi,3200000000
2639,105.0,2,1,Bekasi,850000000
2640,90.0,3,1,Bekasi,1100000000
2641,27.0,2,1,Bekasi,168000000
2642,29.0,2,1,Bekasi,168000000
2643,64.0,3,2,Bekasi,1275000000
2644,55.0,2,2,Bekasi,780000000
2645,29.0,2,1,Bekasi,168000000
2646,110.0,4,2,Bekasi,1200000000
2647,450.0,9,6,Bekasi,3000000000
2648,150.0,4,4,Bekasi,2450000000
2649,70.0,3,2,Bekasi,980000000
2650,42.0,3,1,Bekasi,580000000
2651,210.0,4,3,Bekasi,2390000000
2652,45.0,2,1,Bekasi,875000000
2653,200.0,5,3,Bekasi,1350000000
2654,200.0,5,4,Bekasi,2450000000
2655,69.0,3,2,Bekasi,900000000
2656,75.0,2,1,Bekasi,775000000
2657,72.0,2,2,Bekasi,450000000
2658,144.0,3,2,Bekasi,1400000000
2659,85.0,3,2,Bekasi,875000000
2660,280.0,7,4,Bekasi,1700000000
2661,56.0,2,2,Bekasi,1750000000
2662,36.0,3,1,Bekasi,250000000
2663,135.0,3,2,Bekasi,1500000000
2664,54.0,2,1,Bekasi,750000000
2665,140.0,5,3,Bekasi,2100000000
2666,100.0,3,2,Bekasi,1075000000
2667,150.0,3,2,Bekasi,1400000000
2668,150.0,5,5,Bekasi,1800000000
2669,36.0,2,1,Bekasi,496000000
2670,150.0,2,2,Bekasi,1100000000
2671,109.0,4,4,Bekasi,1100000000
2672,190.0,4,3,Bekasi,1600000000
2673,84.0,3,2,Bekasi,850000000
2674,45.0,2,1,Bekasi,400000000
2675,30.0,2,1,Bekasi,6631854380
2676,36.0,2,1,Bekasi,6631854380
2677,100.0,3,2,Bekasi,795000000
2678,56.0,3,2,Bekasi,6631854380
2679,40.0,2,1,Bekasi,399000000
2680,288.0,3,3,Bekasi,2500000000
2681,69.0,3,3,Bekasi,1350000000
2682,100.0,3,2,Bekasi,1275000000
2683,40.0,2,1,Bekasi,335000000
2684,40.0,2,1,Bekasi,335000000
2685,80.0,2,2,Bekasi,925000000
2686,30.0,2,1,Bekasi,162000000
2687,38.0,2,1,Bekasi,2000000
2688,30.0,2,1,Bekasi,178000000
2689,160.0,4,4,Bekasi,1970000000
2690,110.0,3,3,Bekasi,1300000000
2691,80.0,3,3,Bekasi,795000000
2692,300.0,4,3,Bekasi,1800000000
2693,180.0,3,2,Bekasi,1250000000
2694,140.0,5,3,Bekasi,2100000000
2695,54.0,2,1,Bekasi,750000000
2696,140.0,4,2,Bekasi,850000000
2697,140.0,4,2,Bekasi,850000000
2698,30.0,2,1,Bekasi,489000000
2699,180.0,4,4,Bekasi,2390000000
2700,36.0,2,1,Bekasi,488000000
2701,60.0,2,1,Bekasi,625000000
2702,30.0,2,1,Bekasi,162000000
2703,120.0,3,3,Bekasi,1450000000
2704,29.0,2,1,Bekasi,168000000
2705,29.0,2,1,Bekasi,162000000
2706,36.0,2,1,Bekasi,298200000
2707,30.0,2,1,Bekasi,298700000
2708,30.0,2,1,Bekasi,298700000
2709,30.0,2,1,Bekasi,298000000
2710,25.0,2,1,Bekasi,298700000
2711,120.0,5,3,Bekasi,1290000000
2712,135.0,3,3,Bekasi,1495000000
2713,85.0,3,2,Bekasi,710000000
2714,100.0,4,3,Bekasi,1150000000
2715,54.0,2,1,Bekasi,750000000
2716,100.0,3,2,Bekasi,1250000000
2717,75.0,2,2,Bekasi,847280000
2718,105.0,4,2,Bekasi,1850000000
2719,125.0,4,3,Bekasi,1950000000
2720,120.0,3,2,Bekasi,1350000000
2721,120.0,3,2,Bekasi,1350000000
2722,50.0,2,1,Bekasi,1200000000
2723,100.0,3,2,Bekasi,985000000
2724,88.0,3,3,Bekasi,1200000000
2725,90.0,3,3,Bekasi,1100000000
2726,51.0,2,2,Bekasi,900000000
2727,36.0,2,1,Bekasi,600000000
2728,149.0,3,3,Bekasi,952000000
2729,90.0,3,2,Bekasi,650000000
2730,80.0,3,1,Bekasi,625000000
2731,90.0,3,2,Bekasi,1050000000
2732,80.0,2,1,Bekasi,1200000000
2733,84.0,4,3,Bekasi,1190000301
2734,72.0,3,2,Bekasi,1000000500
2735,60.0,3,2,Bekasi,1000000502
2736,60.0,6,2,Bekasi,1051000000
2737,45.0,2,1,Bekasi,400000000
2738,60.0,2,1,Bekasi,495000000
2739,36.0,2,1,Bekasi,495000000
2740,22.0,1,1,Bekasi,179000000
2741,90.0,3,3,Bekasi,1500000000
2742,110.0,3,2,Bekasi,1050000000
2743,259.0,4,3,Bekasi,2100000000
2744,110.0,4,3,Bekasi,1295000000
2745,50.0,2,1,Bekasi,300000000
2746,90.0,3,1,Bekasi,420000000
2747,400.0,4,5,Bekasi,2500000000
2748,65.0,3,2,Bekasi,760000000
2749,75.0,3,2,Bekasi,990000000
2750,149.0,4,4,Bekasi,2713000000
2751,117.0,4,4,Bekasi,2328700000
2752,55.0,2,2,Bekasi,1200000000
2753,150.0,4,4,Bekasi,2300000000
2754,160.0,3,2,Bekasi,2500000000
2755,36.0,2,1,Bekasi,500000000
2756,37.0,2,1,Bekasi,584760000
2757,69.0,3,2,Bekasi,724700000
2758,77.0,3,3,Bekasi,1187000000
2759,105.0,4,4,Bekasi,1400000000
2760,820.0,7,6,Bekasi,3500000000
2761,140.0,4,2,Bekasi,850000000
2762,95.0,3,3,Bekasi,720000000
2763,50.0,2,1,Bekasi,597000000
2764,66.0,3,2,Bekasi,1327000000
2765,200.0,5,3,Bekasi,1700000000
2766,140.0,3,2,Bekasi,850000000
2767,85.0,3,2,Bekasi,685000000
2768,40.0,2,1,Bekasi,459000000
2769,90.0,3,3,Bekasi,1150000000
2770,354.0,6,4,Bekasi,7900000000
2771,27.0,2,1,Bekasi,168000000
2772,22.0,2,1,Bekasi,178000000
2773,120.0,3,1,Bekasi,650000000
2774,51.0,3,1,Bekasi,600000000
2775,29.0,2,1,Bekasi,168000000
2776,36.0,2,1,Bekasi,375000000
2777,27.0,2,1,Bekasi,168000000
2778,27.0,2,1,Bekasi,16800000
2779,36.0,2,1,Bekasi,352000000
2780,1000.0,6,5,Bekasi,25000000000
2781,53.0,2,1,Bekasi,790000000
2782,90.0,3,2,Bekasi,900000000
2783,800.0,10,10,Bekasi,8000000000
2784,95.0,3,2,Bekasi,950000000
2785,125.0,4,3,Bekasi,1700000000
2786,78.0,2,1,Bekasi,750000001
2787,95.0,3,2,Bekasi,1100000000
2788,98.0,4,3,Bekasi,2450000000
2789,160.0,3,2,Bekasi,2700000000
2790,90.0,3,2,Bekasi,700000000
2791,42.0,2,1,Bekasi,355000000
2792,39.0,2,1,Bekasi,680000000
2793,55.0,2,2,Bekasi,780000000
2794,51.0,2,1,Bekasi,950000000
2795,37.0,2,1,Bekasi,450000000
2796,250.0,5,2,Bekasi,2700000000
2797,69.0,3,3,Bekasi,1100000000
2798,200.0,3,3,Bekasi,2060000000
2799,120.0,4,3,Bekasi,950000000
2800,200.0,5,3,Bekasi,1999000000
2801,150.0,3,2,Bekasi,1250000000
2802,140.0,5,2,Bekasi,1350000000
2803,140.0,3,2,Bekasi,1400000000
2804,61.0,3,2,Bekasi,590000000
2805,50.0,2,1,Bekasi,385000000
2806,118.0,4,4,Bekasi,4300000000
2807,140.0,3,3,Bekasi,1500000000
2808,90.0,3,2,Bekasi,1450000000
2809,63.0,3,2,Bekasi,779000000
2810,140.0,3,3,Bekasi,1750000000
2811,63.0,3,2,Bekasi,779000000
2812,50.0,2,1,Bekasi,1076805000
2813,50.0,2,1,Bekasi,1072523254
2814,150.0,4,3,Bekasi,2500000000
2815,63.0,3,2,Bekasi,779000000
2816,30.0,2,1,Bekasi,400000000
2817,305.0,4,3,Bekasi,2500000000
2818,63.0,3,2,Bekasi,779000000
2819,63.0,3,2,Bekasi,779000000
2820,117.0,3,3,Bekasi,2100000000
2821,110.0,3,2,Bekasi,875000000
2822,75.0,3,3,Bekasi,1500000000
2823,98.0,3,2,Bekasi,1250000000
2824,36.0,2,1,Bekasi,1000000000
2825,136.0,4,3,Bekasi,1400000000
2826,36.0,2,1,Bekasi,275000000
2827,95.0,3,1,Bekasi,650000000
2828,120.0,3,2,Bekasi,975000000
2829,270.0,3,3,Bekasi,1150000000
2830,63.0,3,2,Bekasi,779000000
2831,125.0,4,3,Bekasi,1700000000
2832,36.0,2,1,Bekasi,400000000
2833,400.0,4,4,Bekasi,2500000000
2834,43.0,2,1,Bekasi,1400000000
2835,69.0,3,2,Bekasi,1400000000
2836,42.0,2,1,Bekasi,440000000
2837,157.0,5,4,Bekasi,2850000000
2838,76.0,3,2,Bekasi,1480740
2839,51.0,4,2,Bekasi,900000000
2840,90.0,3,1,Bekasi,725000000
2841,180.0,5,4,Bekasi,1500000000
2842,69.0,3,2,Bekasi,952000000
2843,138.0,3,3,Bekasi,1700000000
2844,165.0,5,2,Bekasi,1250000000
2845,88.0,3,2,Bekasi,1535000000
2846,314.0,5,3,Bekasi,3500000000000
2847,157.0,4,4,Bekasi,2150000000
2848,90.0,3,2,Bekasi,900000000
2849,325.0,4,3,Bekasi,2700000000
2850,67.0,3,2,Bekasi,1500000000
2851,67.0,3,2,Bekasi,1400000000
2852,120.0,2,1,Bekasi,1250000000
2853,255.0,7,7,Bekasi,2250000000
2854,90.0,3,2,Bekasi,925000000
2855,150.0,4,2,Bekasi,1120000000
2856,38.0,2,1,Bekasi,418000000
2857,45.0,2,1,Bekasi,560000000
2858,36.0,2,1,Bekasi,380000000
2859,45.0,2,1,Bekasi,479000000
2860,75.0,2,1,Bekasi,600000000
2861,30.0,2,1,Bekasi,168000000
2862,30.0,2,1,Bekasi,179000000
2863,27.0,2,1,Bekasi,168000000
2864,110.0,3,3,Bekasi,1285000000000
2865,138.0,3,3,Bekasi,1700000000
2866,51.0,2,2,Bekasi,6631854380
2867,60.0,3,2,Bekasi,6631854380
2868,138.0,3,3,Bekasi,1690000000
2869,138.0,3,3,Bekasi,1691000000
2870,200.0,5,5,Bekasi,2700000000
2871,150.0,4,2,Bekasi,1150000000
2872,300.0,4,5,Bekasi,3600000000
2873,280.0,4,4,Bekasi,1700000000
2874,126.0,4,3,Bekasi,1150000000
2875,145.0,3,3,Bekasi,2375000000
2876,755.0,5,5,Bekasi,3100000000
2877,50.0,2,1,Bekasi,650000000
2878,141.0,4,3,Bekasi,1900000000
2879,155.0,6,4,Bekasi,2730000000
2880,50.0,3,3,Bekasi,952000000
2881,50.0,3,3,Bekasi,952000000
2882,50.0,3,3,Bekasi,952000000
2883,50.0,3,3,Bekasi,952000000
2884,63.0,3,2,Bekasi,910000000
2885,50.0,2,1,Bekasi,575000000
2886,42.0,2,1,Bekasi,440000000
2887,42.0,2,1,Bekasi,990000000
2888,36.0,2,1,Bekasi,619400000
2889,125.0,4,3,Bekasi,2529687925
2890,125.0,5,4,Bekasi,2529687925
2891,155.0,6,4,Bekasi,2806304531
2892,155.0,6,4,Bekasi,2806304531
2893,88.0,3,3,Bekasi,1641000000
2894,36.0,2,1,Bekasi,619400000
2895,60.0,3,2,Bekasi,769000100
2896,36.0,2,1,Bekasi,390000000
2897,60.0,3,2,Bekasi,769000200
2898,72.0,2,2,Bekasi,750000000
2899,88.0,3,2,Bekasi,1300000000
2900,36.0,2,1,Bekasi,300000000
2901,36.0,2,1,Bekasi,375000000
2902,36.0,2,1,Bekasi,375000000
2903,55.0,2,2,Bekasi,780000000
2904,105.0,3,3,Bekasi,2250308000
2905,120.0,2,2,Bekasi,1170000000
2906,120.0,2,2,Bekasi,1170000000
2907,40.0,2,1,Bekasi,275000000
2908,88.0,3,3,Bekasi,1577000000
2909,100.0,4,3,Bekasi,1880000000
2910,150.0,2,2,Bekasi,1100000000
2911,120.0,4,2,Bekasi,900000000
2912,400.0,4,5,Bekasi,2500000000
2913,50.0,2,1,Bekasi,850000000
2914,151.0,4,4,Bekasi,2800000000
2915,72.0,3,2,Bekasi,981000000
2916,100.0,3,2,Bekasi,850000000
2917,77.0,3,2,Bekasi,1080000000
2918,400.0,5,4,Bekasi,3500000000
2919,87.0,4,3,Bekasi,849000000
2920,45.0,2,1,Bekasi,700000000
2921,300.0,5,5,Bekasi,4300000000
2922,50.0,3,1,Bekasi,750000000
2923,156.0,3,3,Bekasi,2400000000
2924,37.0,2,1,Bekasi,500000000
2925,38.0,2,1,Bekasi,450000000
2926,60.0,2,1,Bekasi,595000000
2927,130.0,4,4,Bekasi,1650000000
