"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 275 Juta","Bekasi, Bekasi","2","1","1","60 m²","45 m²"
"Rp 2,2 Miliar","Jatibening, Bekasi","3","4","3","151 m²","250 m²"
"Rp 2,2 Miliar","Jatibening, Bekasi","4","4","4","300 m²","250 m²"
"Rp 550 Juta","Jati Mekar, Bekasi","2","1","2","143 m²","70 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 895 Juta","Jatisampurna, Bekasi","","","","67 m²","60 m²"
"Rp 1,05 Miliar","Bekasi Timur, Bekasi","3","2","1","94 m²","60 m²"
"Rp 1,65 Miliar","Kemang Pratama, Bekasi","4","3","1","135 m²","150 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 580 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","60 m²"
"Rp 885 Juta","Harapan Indah, Bekasi","3","1","","81 m²","50 m²"
"Rp 925 Juta","Galaxy, Bekasi","2","2","1","108 m²","80 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 895 Juta","Jatikarya, Bekasi","","","","67 m²","60 m²"
"Rp 895 Juta","Jatisampurna, Bekasi","","","","67 m²","60 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","","90 m²","48 m²"
"Rp 869 Juta","Harapan Indah, Bekasi","3","1","1","81 m²","50 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 2 Miliar","Jati Asih, Bekasi","5","3","2","150 m²","250 m²"
"Rp 3,8 Miliar","Jatiwarna, Bekasi","4","3","2","270 m²","200 m²"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 1,25 Miliar","Kemang Pratama, Bekasi","3","3","1","90 m²","110 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 1,18 Miliar","Jati Asih, Bekasi","3","3","1","84 m²","77 m²"
"Rp 2,7 Miliar","Summarecon Bekasi, Bekasi","3","3","2","136 m²","200 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 400 Juta","Jati Asih, Bekasi","2","1","1","60 m²","40 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 1,7 Miliar","Pejuang, Bekasi","4","2","1","110 m²","135 m²"
"Rp 1,65 Miliar","Jatiwaringin, Bekasi","5","2","1","228 m²","180 m²"
"Rp 1,9 Miliar","Summarecon Bekasi, Bekasi","3","2","1","96 m²","110 m²"
"Rp 2,5 Miliar","Rawalumbu, Bekasi","4","3","","135 m²","110 m²"
"Rp 550 Juta","Tambun Selatan, Bekasi","2","2","1","48 m²","65 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 425 Juta","Babelan, Bekasi","1","1","1","50 m²","30 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 498 Juta","Cibubur, Bekasi","2","1","1","90 m²","48 m²"
"Rp 550 Juta","Pondok Ungu, Bekasi","2","1","1","72 m²","37 m²"
"Rp 480 Juta","Jati Asih, Bekasi","1","1","","55 m²","30 m²"
"Rp 550 Juta","Jati Asih, Bekasi","3","2","1","55 m²","50 m²"
"Rp 845 Juta","Jati Asih, Bekasi","2","2","1","102 m²","85 m²"
"Rp 750 Juta","Harapan Indah, Bekasi","3","1","1","115 m²","115 m²"
"Rp 700 Juta","Harapan Mulya, Bekasi","3","2","1","90 m²","53 m²"
"Rp 480 Juta","Jati Asih, Bekasi","2","1","1","55 m²","30 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 1,17 Miliar","Harapan Indah, Bekasi","3","2","","105 m²","105 m²"
"Rp 6,25 Miliar","Jatiwarna, Bekasi","5","5","2","427 m²","255 m²"
"Rp 750 Juta","Harapan Indah, Bekasi","3","1","1","115 m²","115 m²"
"Rp 1,65 Miliar","Jatiwaringin, Bekasi","5","2","1","228 m²","180 m²"
"Rp 1,3 Miliar","Grand Wisata, Bekasi","2","1","2","120 m²","80 m²"
"Rp 1,3 Miliar","Harapan Indah, Bekasi","3","3","","83 m²","110 m²"
"Rp 439 Juta","Harapan Indah, Bekasi","3","1","1","60 m²","37 m²"
"Rp 790 Juta","Prima Harapan, Bekasi","2","1","1","91 m²","38 m²"
"Rp 3,6 Miliar","Bekasi Barat, Bekasi","3","3","1","275 m²","255 m²"
"Rp 275 Juta","Tambun Selatan, Bekasi","2","1","1","60 m²","45 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 2,5 Miliar","Galaxy, Bekasi","3","4","1","200 m²","400 m²"
"Rp 45 Miliar","Jati Cempaka, Bekasi","9","8","","4969 m²","820 m²"
"Rp 1,2 Miliar","Jati Asih, Bekasi","3","2","1","90 m²","170 m²"
"Rp 680 Juta","Cikarang, Bekasi","4","3","","126 m²","126 m²"
"Rp 1,13 Miliar","Bekasi Kota, Bekasi","3","3","1","84 m²","105 m²"
"Rp 968 Juta","Cibubur, Bekasi","3","2","1","123 m²","69 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 908 Juta","Cibubur, Bekasi","3","2","1","108 m²","69 m²"
"Rp 275 Juta","Tambun Utara, Bekasi","","","","60 m²","45 m²"
"Rp 2,2 Miliar","Summarecon Bekasi, Bekasi","3","3","1","126 m²","132 m²"
"Rp 5,05 Miliar","Jati Asih, Bekasi","3","4","1","780 m²","500 m²"
"Rp 1,2 Miliar","Cibitung, Bekasi","","","","120 m²","70 m²"
"Rp 900 Juta","Jatirangga, Bekasi","3","3","2","84 m²","77 m²"
"Rp 275 Juta","Tambun Selatan, Bekasi","2","1","1","60 m²","45 m²"
"Rp 670 Juta","Rawalumbu, Bekasi","3","2","1","105 m²","120 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 425 Juta","Babelan, Bekasi","2","1","","60 m²","50 m²"
"Rp 750 Juta","Harapan Indah, Bekasi","3","1","2","115 m²","90 m²"
"Rp 1,08 Miliar","Jati Asih, Bekasi","3","3","1","84 m²","77 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 854 Juta","Mustikajaya, Bekasi","3","2","","53 m²","60 m²"
"Rp 800 Juta","Medan Satria, Bekasi","4","2","","60 m²","120 m²"
"Rp 1,65 Miliar","Kemang Pratama, Bekasi","4","3","1","135 m²","150 m²"
"Rp 7,5 Miliar","Pekayon, Bekasi","6","6","3","480 m²","399 m²"
"Rp 3,4 Miliar","Harapan Indah, Bekasi","4","2","","90 m²","135 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 1,15 Miliar","Kemang Pratama, Bekasi","3","1","1","120 m²","90 m²"
"Rp 2,2 Miliar","Summarecon Bekasi, Bekasi","3","3","1","126 m²","132 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 3,02 Miliar","Pondokmelati, Bekasi","4","3","","128 m²","136 m²"
"Rp 600 Juta","Pondok Ungu, Bekasi","2","1","1","78 m²","37 m²"
"Rp 1,2 Miliar","Harapan Indah, Bekasi","2","1","","126 m²","62 m²"
"Rp 800 Juta","Medan Satria, Bekasi","3","1","","75 m²","65 m²"
"Rp 1,8 Miliar","Harapan Indah, Bekasi","2","1","","160 m²","100 m²"
"Rp 730 Juta","Tambun Selatan, Bekasi","4","2","","90 m²","135 m²"
"Rp 1,2 Miliar","Harapan Indah, Bekasi","","","","126 m²","62 m²"
"Rp 1,2 Miliar","Harapan Indah, Bekasi","2","1","","126 m²","62 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 125 Juta","Babelan, Bekasi","","","","72 m²","21 m²"
"Rp 480 Juta","Babelan, Bekasi","2","1","","72 m²","36 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 5 Miliar","Pekayon, Bekasi","4","4","2","375 m²","299 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2,39 Miliar","Jatisampurna, Bekasi","4","3","","135 m²","135 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 1,18 Miliar","Cibubur, Bekasi","3","2","2","84 m²","77 m²"
"Rp 1,45 Miliar","Bekasi Timur, Bekasi","3","2","1","105 m²","91 m²"
"Rp 550 Juta","Cibitung, Bekasi","1","1","","90 m²","60 m²"
"Rp 930 Juta","Galaxy, Bekasi","2","1","","60 m²","48 m²"
"Rp 500 Juta","Harapan Indah, Bekasi","2","1","1","77 m²","65 m²"
"Rp 783 Juta","Bekasi Timur, Bekasi","2","1","","91 m²","91 m²"
"Rp 450 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","45 m²"
"Rp 580 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","45 m²"
"Rp 450 Juta","Tarumajaya, Bekasi","2","1","1","80 m²","60 m²"
"Rp 1,3 Miliar","Harapan Indah, Bekasi","3","2","1","105 m²","100 m²"
"Rp 1,5 Miliar","Harapan Jaya, Bekasi","2","2","1","72 m²","71 m²"
"Rp 495 Juta","Tarumajaya, Bekasi","3","1","1","72 m²","60 m²"
"Rp 850 Juta","Harapan Indah, Bekasi","3","2","1","94 m²","80 m²"
"Rp 3,8 Miliar","Jatiwarna, Bekasi","","","","270 m²","200 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","1","","67 m²","57 m²"
"Rp 2,7 Miliar","Summarecon Bekasi, Bekasi","4","3","","186 m²","115 m²"
"Rp 575 Juta","Pondok Ungu, Bekasi","2","1","1","90 m²","75 m²"
"Rp 1,17 Miliar","Harapan Indah, Bekasi","3","2","","105 m²","105 m²"
"Rp 495 Juta","Tarumajaya, Bekasi","3","1","1","72 m²","60 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 1,2 Miliar","Cikarang, Bekasi","4","3","","77 m²","80 m²"
"Rp 450 Juta","Tarumajaya, Bekasi","2","1","1","60 m²","45 m²"
"Rp 500 Juta","Tarumajaya, Bekasi","3","1","1","72 m²","60 m²"
"Rp 750 Juta","Perwira, Bekasi","3","2","1","107 m²","70 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 2,2 Miliar","Summarecon Bekasi, Bekasi","","","","126 m²","132 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","1","","67 m²","50 m²"
"Rp 1,51 Miliar","Jatikramat, Bekasi","4","3","1","100 m²","136 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 600 Juta","Pondok Ungu, Bekasi","3","1","1","100 m²","100 m²"
"Rp 600 Juta","Jatibening, Bekasi","2","1","","105 m²","80 m²"
"Rp 3,9 Miliar","Kemang Pratama, Bekasi","4","4","2","210 m²","300 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","2","1","","126 m²","64 m²"
"Rp 880 Juta","Jati Asih, Bekasi","2","1","1","90 m²","64 m²"
"Rp 1,15 Miliar","Pondok Gede, Bekasi","2","1","","183 m²","45 m²"
"Rp 1,45 Miliar","Duren Jaya, Bekasi","3","2","1","105 m²","91 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","2","2","","126 m²","64 m²"
"Rp 435 Juta","Babelan, Bekasi","3","1","","60 m²","75 m²"
"Rp 435 Juta","Harapan Indah, Bekasi","2","1","1","60 m²","50 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 2,5 Miliar","Pekayon, Bekasi","4","3","2","175 m²","290 m²"
"Rp 160 Juta","Setu, Bekasi","2","1","","60 m²","30 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 200 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 595 Juta","Pondok Ungu, Bekasi","3","2","1","60 m²","60 m²"
"Rp 280 Juta","Tambun Utara, Bekasi","2","1","1","60 m²","60 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","1","","67 m²","50 m²"
"Rp 1 Miliar","Harapan Indah, Bekasi","2","1","1","108 m²","50 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 1,29 Miliar","Harapan Indah, Bekasi","2","2","1","108 m²","100 m²"
"Rp 670 Juta","Pedurenan, Bekasi","2","2","","195 m²","95 m²"
"Rp 2 Miliar","Pondok Gede, Bekasi","5","3","1","216 m²","190 m²"
"Rp 1,65 Miliar","Kemang Pratama, Bekasi","4","3","1","135 m²","170 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","4","1","1","126 m²","90 m²"
"Rp 530 Juta","Tarumajaya, Bekasi","2","1","","90 m²","56 m²"
"Rp 949 Juta","Babelan, Bekasi","2","1","1","60 m²","50 m²"
"Rp 2,5 Miliar","Harapan Jaya, Bekasi","3","3","1","400 m²","300 m²"
"Rp 640 Juta","Harapan Mulya, Bekasi","2","1","1","103 m²","60 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 1,87 Miliar","Galaxy, Bekasi","3","2","1","153 m²","150 m²"
"Rp 1,67 Miliar","Harapan Indah, Bekasi","3","3","","67 m²","100 m²"
"Rp 650 Juta","Kemang Pratama, Bekasi","2","1","1","84 m²","84 m²"
"Rp 750 Juta","Bekasi Utara, Bekasi","2","2","1","89 m²","45 m²"
"Rp 925 Juta","Harapan Indah, Bekasi","3","2","2","60 m²","90 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","4","2","1","95 m²","155 m²"
"Rp 900 Juta","Jatiwarna, Bekasi","1","1","1","78 m²","38 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","1","","67 m²","50 m²"
"Rp 400 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","45 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 1,25 Miliar","Galaxy, Bekasi","2","1","1","96 m²","58 m²"
"Rp 400 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","45 m²"
"Rp 495 Juta","Tarumajaya, Bekasi","3","1","1","72 m²","60 m²"
"Rp 780 Juta","Mustikajaya, Bekasi","2","2","1","90 m²","60 m²"
"Rp 500 Juta","Harapan Indah, Bekasi","2","1","1","77 m²","65 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 450 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","45 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 1,85 Miliar","Pekayon, Bekasi","5","4","2","197 m²","240 m²"
"Rp 450 Juta","Tarumajaya, Bekasi","2","1","1","80 m²","60 m²"
"Rp 580 Juta","Harapan Mulya, Bekasi","2","1","","93 m²","45 m²"
"Rp 468 Juta","Babelan, Bekasi","2","1","1","60 m²","36 m²"
"Rp 1,7 Miliar","Summarecon Bekasi, Bekasi","4","2","1","66 m²","120 m²"
"Rp 2,65 Miliar","Harapan Indah, Bekasi","3","2","","139 m²","88 m²"
"Rp 790 Juta","Harapan Baru, Bekasi","2","1","","91 m²","38 m²"
"Rp 2,7 Miliar","Cikarang, Bekasi","33","33","","678 m²","700 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 2 Miliar","Harapan Indah, Bekasi","3","2","","91 m²","83 m²"
"Rp 1,39 Miliar","Harapan Indah, Bekasi","2","2","","60 m²","50 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 723 Juta","Babelan, Bekasi","2","1","1","60 m²","39 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","2","","67 m²","50 m²"
"Rp 1,5 Miliar","Kemang Pratama, Bekasi","4","3","","162 m²","170 m²"
"Rp 625 Juta","Perwira, Bekasi","2","1","","91 m²","60 m²"
"Rp 995 Juta","Harapan Indah, Bekasi","2","1","","112 m²","60 m²"
"Rp 380 Juta","Cikarang Selatan, Bekasi","3","1","2","100 m²","65 m²"
"Rp 440 Juta","Bekasi Barat, Bekasi","2","1","1","60 m²","36 m²"
"Rp 780 Juta","Bantar Gebang, Bekasi","2","1","1","84 m²","53 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 1,25 Miliar","Bintara, Bekasi","3","2","2","76 m²","80 m²"
"Rp 853 Juta","Babelan, Bekasi","3","1","1","72 m²","47 m²"
"Rp 275 Juta","Bekasi, Bekasi","2","1","","72 m²","36 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 1,4 Miliar","Harapan Indah, Bekasi","2","2","1","105 m²","69 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","2","2","","126 m²","64 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 725 Juta","Bekasi, Bekasi","","","","77 m²","60 m²"
"Rp 1,7 Miliar","Harapan Indah, Bekasi","4","3","","126 m²","110 m²"
"Rp 2,5 Miliar","Harapan Jaya, Bekasi","3","3","1","400 m²","300 m²"
"Rp 440 Juta","Setu, Bekasi","2","1","","60 m²","42 m²"
"Rp 355 Juta","Setu, Bekasi","2","1","1","60 m²","38 m²"
"Rp 1,29 Miliar","Jatiwarna, Bekasi","4","2","2","92 m²","130 m²"
"Rp 355 Juta","Setu, Bekasi","2","1","1","60 m²","38 m²"
"Rp 800 Juta","Bekasi, Bekasi","2","1","","90 m²","80 m²"
"Rp 1,2 Miliar","Cikarang, Bekasi","4","3","","126 m²","100 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 1,18 Miliar","Jati Asih, Bekasi","3","3","2","84 m²","77 m²"
"Rp 2,1 Miliar","Kemang Pratama, Bekasi","3","3","1","135 m²","105 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","2","2","","126 m²","64 m²"
"Rp 1,18 Miliar","Cibubur, Bekasi","3","3","1","84 m²","77 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","4","2","1","95 m²","155 m²"
"Rp 580 Juta","Bekasi Utara, Bekasi","2","1","","60 m²","60 m²"
"Rp 400 Juta","Bintara, Bekasi","","","","42 m²","42 m²"
"Rp 555 Juta","Cikarang Selatan, Bekasi","2","2","2","98 m²","45 m²"
"Rp 2 Miliar","Tambun Selatan, Bekasi","5","4","","180 m²","160 m²"
"Rp 1,65 Miliar","Kemang Pratama, Bekasi","4","3","","135 m²","150 m²"
"Rp 397 Juta","Serang Baru, Bekasi","2","1","1","72 m²","36 m²"
"Rp 750 Juta","Telukpucung, Bekasi","2","1","1","84 m²","100 m²"
"Rp 706 Juta","Bekasi Utara, Bekasi","2","1","","72 m²","36 m²"
"Rp 2,6 Miliar","Harapan Indah, Bekasi","5","3","","170 m²","280 m²"
"Rp 800 Juta","Harapan Indah, Bekasi","2","1","1","60 m²","37 m²"
"Rp 900 Juta","Cikunir, Bekasi","3","2","1","78 m²","84 m²"
"Rp 435 Juta","Babelan, Bekasi","2","1","1","60 m²","60 m²"
"Rp 410 Juta","Tambun Utara, Bekasi","2","1","1","72 m²","60 m²"
"Rp 550 Juta","Tambun Utara, Bekasi","2","1","1","72 m²","60 m²"
"Rp 3,7 Miliar","Jatisampurna, Bekasi","4","3","","170 m²","138 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","104 m²","124 m²"
"Rp 2,8 Miliar","Jatisampurna, Bekasi","4","3","","114 m²","132 m²"
"Rp 265 Juta","Karang Satria, Bekasi","1","1","1","60 m²","50 m²"
"Rp 1,81 Miliar","Pondokmelati, Bekasi","3","2","","84 m²","84 m²"
"Rp 2 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","89 m²"
"Rp 2,5 Miliar","Jatisampurna, Bekasi","4","3","","154 m²","142 m²"
"Rp 1,61 Miliar","Jatisampurna, Bekasi","3","2","","84 m²","84 m²"
"Rp 1,4 Miliar","Kemang Pratama, Bekasi","2","2","2","162 m²","80 m²"
"Rp 2,79 Miliar","Jati Asih, Bekasi","5","4","","250 m²","252 m²"
"Rp 1,18 Miliar","Jatirangga, Bekasi","3","2","2","84 m²","77 m²"
"Rp 1,02 Miliar","Galaxy, Bekasi","2","1","1","96 m²","58 m²"
"Rp 1,18 Miliar","Jatisampurna, Bekasi","3","4","2","84 m²","77 m²"
"Rp 3,8 Miliar","Jatiwarna, Bekasi","3","3","1","270 m²","200 m²"
"Rp 345 Juta","Bekasi Utara, Bekasi","2","1","1","60 m²","45 m²"
"Rp 1,25 Miliar","Harapan Indah, Bekasi","4","1","1","126 m²","90 m²"
"Rp 625 Juta","Pejuang, Bekasi","2","1","1","60 m²","50 m²"
"Rp 2,8 Miliar","Grand Wisata, Bekasi","5","4","2","160 m²","180 m²"
"Rp 486 Juta","Rawalumbu, Bekasi","2","1","","42 m²","72 m²"
"Rp 900 Juta","Harapan Indah, Bekasi","2","1","","67 m²","50 m²"
"Rp 410 Juta","Pondok Ungu, Bekasi","2","1","1","60 m²","50 m²"
"Rp 1,35 Miliar","Harapan Indah, Bekasi","2","2","1","84 m²","56 m²"
"Rp 595 Juta","Tambun Selatan, Bekasi","3","2","2","104 m²","54 m²"
"Rp 1,02 Miliar","Jaka Setia, Bekasi","2","1","","96 m²","58 m²"
"Rp 1,14 Miliar","Jatisampurna, Bekasi","2","2","1","114 m²","71 m²"
"Rp 1,2 Miliar","Cikarang, Bekasi","3","2","","286 m²","234 m²"
"Rp 1,6 Miliar","Bekasi, Bekasi","2","2","","140 m²","160 m²"
"Rp 2,5 Miliar","Harapan Jaya, Bekasi","3","3","4","400 m²","300 m²"
