"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 1,48 Miliar","Cinere, Depok","3","2","2","60 m²","73 m²"
"Rp 1,2 Miliar","Pancoran Mas, Depok","3","2","1","125 m²","85 m²"
"Rp 1,1 Miliar","Cimanggis, Depok","3","2","1","82 m²","70 m²"
"Rp 1,6 Miliar","Sawangan, Depok","3","2","1","140 m²","100 m²"
"Rp 897 Juta","Sawangan, Depok","2","1","1","120 m²","48 m²"
"Rp 770 Juta","Tapos, Depok","3","2","2","62 m²","63 m²"
"Rp 3,5 Miliar","Cinere, Depok","4","4","1","200 m²","365 m²"
"Rp 1,44 Miliar","Beji, Depok","3","3","2","97 m²","130 m²"
"Rp 370 Juta","Citayam, Depok","1","1","","65 m²","36 m²"
"Rp 917 Juta","Sawangan, Depok","2","1","1","84 m²","45 m²"
"Rp 1,57 Miliar","Cinere, Depok","3","1","1","112 m²","56 m²"
"Rp 650 Juta","Cilodong, Depok","2","2","1","78 m²","45 m²"
"Rp 473 Juta","Citayam, Depok","2","1","1","72 m²","36 m²"
"Rp 501 Juta","Citayam, Depok","2","1","2","85 m²","36 m²"
"Rp 651 Juta","Sukmajaya, Depok","2","2","2","54 m²","55 m²"
"Rp 1,35 Miliar","Beji, Depok","3","3","2","102 m²","120 m²"
"Rp 2,31 Miliar","Tanah Baru, Depok","5","5","2","127 m²","180 m²"
"Rp 1,87 Miliar","Sawangan, Depok","4","4","2","124 m²","135 m²"
"Rp 285 Juta","Sawangan, Depok","2","1","1","63 m²","40 m²"
"Rp 1,77 Miliar","Cinere, Depok","4","2","1","120 m²","180 m²"
"Rp 556 Juta","Sukmajaya, Depok","2","2","","55 m²","55 m²"
"Rp 410 Juta","Citayam, Depok","2","1","","74 m²","36 m²"
"Rp 1,33 Miliar","Sawangan, Depok","","","","84 m²","75 m²"
"Rp 1,2 Miliar","Margonda, Depok","4","3","2","80 m²","60 m²"
"Rp 1,5 Miliar","Sawangan, Depok","4","4","2","96 m²","103 m²"
"Rp 800 Juta","Cibubur, Depok","2","2","1","70 m²","58 m²"
"Rp 1,39 Miliar","Beji, Depok","3","2","","101 m²","126 m²"
"Rp 4,75 Miliar","Cinere, Depok","5","3","2","396 m²","252 m²"
"Rp 750 Juta","Tapos, Depok","2","1","1","73 m²","60 m²"
"Rp 1,2 Miliar","Sukatani, Depok","2","2","1","90 m²","135 m²"
"Rp 800 Juta","Pancoran Mas, Depok","2","1","1","96 m²","71 m²"
"Rp 710 Juta","Cimanggis, Depok","3","2","1","62 m²","70 m²"
"Rp 699 Juta","Cibubur, Depok","3","2","1","62 m²","70 m²"
"Rp 600 Juta","Cinangka, Depok","2","1","1","85 m²","50 m²"
"Rp 725 Juta","Cinangka, Depok","2","1","1","70 m²","55 m²"
"Rp 790 Juta","Cinangka, Depok","3","2","1","70 m²","89 m²"
"Rp 900 Juta","Cinangka, Depok","3","2","1","60 m²","80 m²"
"Rp 680 Juta","Cinangka, Depok","2","2","1","60 m²","60 m²"
"Rp 1,49 Miliar","Cinangka, Depok","3","3","1","98 m²","130 m²"
"Rp 1,49 Miliar","Cinangka, Depok","3","3","2","95 m²","130 m²"
"Rp 7 Miliar","Pangkalan Jati, Depok","5","3","","750 m²","500 m²"
"Rp 2,2 Miliar","Cinere, Depok","4","3","2","118 m²","160 m²"
"Rp 4,2 Miliar","Cinere, Depok","3","3","1","234 m²","400 m²"
"Rp 3,1 Miliar","Cinere, Depok","3","2","1","346 m²","250 m²"
"Rp 4 Miliar","Cinere, Depok","2","2","2","158 m²","145 m²"
"Rp 2,3 Miliar","Cimanggis, Depok","2","1","4","218 m²","45 m²"
"Rp 485 Juta","Rangkapanjaya, Depok","2","1","1","84 m²","55 m²"
"Rp 484 Juta","Cinangka, Depok","2","1","","72 m²","45 m²"
"Rp 484 Juta","Bojong Sari, Depok","2","1","1","72 m²","45 m²"
"Rp 850 Juta","Cimanggis, Depok","3","2","1","56 m²","60 m²"
"Rp 1,25 Miliar","Cipayung, Depok","3","1","1","128 m²","110 m²"
"Rp 4,82 Miliar","Margonda, Depok","6","2","1","400 m²","250 m²"
"Rp 200 Juta","Citayam, Depok","2","1","1","50 m²","36 m²"
"Rp 470 Juta","Bojong Sari, Depok","2","1","1","70 m²","48 m²"
"Rp 2,85 Miliar","Cinere, Depok","4","3","","340 m²","436 m²"
"Rp 4 Miliar","Cinere, Depok","5","4","3","425 m²","237 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","3","1","70 m²","110 m²"
"Rp 725 Juta","Cilodong, Depok","3","2","2","66 m²","56 m²"
"Rp 1,6 Miliar","Sawangan, Depok","3","2","2","120 m²","79 m²"
"Rp 690 Juta","Cipayung, Depok","2","1","","87 m²","45 m²"
"Rp 660 Juta","Depok II, Depok","2","1","1","72 m²","72 m²"
"Rp 1,75 Miliar","Cinere, Depok","3","2","1","144 m²","100 m²"
"Rp 215 Juta","Citayam, Depok","2","1","1","50 m²","36 m²"
"Rp 1,3 Miliar","Cimanggis, Depok","4","2","","77 m²","110 m²"
"Rp 1,72 Miliar","Limo, Depok","3","3","","84 m²","155 m²"
"Rp 2,13 Miliar","Cinere, Depok","3","2","","120 m²","91 m²"
"Rp 1,45 Miliar","Cinere, Depok","2","2","","56 m²","93 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 1,43 Miliar","Limo, Depok","4","3","","67 m²","90 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 1,48 Miliar","Cinere, Depok","3","2","","62 m²","73 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,47 Miliar","Cimanggis, Depok","3","2","","90 m²","90 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 908 Juta","Pancoran Mas, Depok","2","1","","80 m²","40 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","77 m²","140 m²"
"Rp 1,42 Miliar","Beji, Depok","3","3","","86 m²","110 m²"
"Rp 765 Juta","Pancoran Mas, Depok","2","1","","78 m²","34 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","75 m²","92 m²"
"Rp 2,8 Miliar","Cimanggis, Depok","3","2","","210 m²","409 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 1,7 Miliar","Pancoran Mas, Depok","3","2","","157 m²","86 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,28 Miliar","Cimanggis, Depok","3","2","","74 m²","86 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,72 Miliar","Limo, Depok","3","3","","84 m²","155 m²"
"Rp 2,13 Miliar","Cinere, Depok","3","2","","120 m²","91 m²"
"Rp 1,28 Miliar","Cimanggis, Depok","3","2","","74 m²","93 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 816 Juta","Cimanggis, Depok","1","2","","68 m²","42 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,59 Miliar","Beji, Depok","3","3","","82 m²","74 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,05 Miliar","Beji, Depok","3","3","","73 m²","115 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 1,3 Miliar","Beji, Depok","3","3","","97 m²","130 m²"
"Rp 795 Juta","Mekarsari, Depok","3","2","1","55 m²","72 m²"
"Rp 638 Juta","Cilodong, Depok","2","2","","52 m²","55 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 765 Juta","Pancoran Mas, Depok","2","1","","78 m²","34 m²"
"Rp 2,8 Miliar","Cimanggis, Depok","3","2","","210 m²","409 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 1,72 Miliar","Limo, Depok","3","3","","84 m²","155 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 2,13 Miliar","Cinere, Depok","3","2","","120 m²","91 m²"
"Rp 908 Juta","Pancoran Mas, Depok","2","1","","80 m²","40 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 1,45 Miliar","Cinere, Depok","2","2","","56 m²","93 m²"
"Rp 1,47 Miliar","Cimanggis, Depok","3","2","","90 m²","90 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,43 Miliar","Limo, Depok","4","3","","67 m²","90 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 1,48 Miliar","Cinere, Depok","3","2","","62 m²","73 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,42 Miliar","Beji, Depok","3","3","","86 m²","110 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","77 m²","140 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","75 m²","92 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 1,7 Miliar","Pancoran Mas, Depok","3","2","","157 m²","86 m²"
"Rp 638 Juta","Cilodong, Depok","2","2","","52 m²","55 m²"
"Rp 1,28 Miliar","Cimanggis, Depok","3","2","","74 m²","86 m²"
"Rp 1,28 Miliar","Cimanggis, Depok","3","2","","74 m²","93 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,28 Miliar","Cimanggis, Depok","3","2","","74 m²","93 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 1,45 Miliar","Cinere, Depok","3","3","","60 m²","90 m²"
"Rp 1,6 Miliar","Tanah Baru, Depok","3","3","","115 m²","85 m²"
"Rp 2,3 Miliar","Tanah Baru, Depok","4","3","","127 m²","170 m²"
"Rp 1,28 Miliar","Tanah Baru, Depok","3","2","","82 m²","122 m²"
"Rp 1,7 Miliar","Tanah Baru, Depok","3","3","","77 m²","140 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 1,7 Miliar","Tanah Baru, Depok","3","3","","77 m²","140 m²"
"Rp 1,28 Miliar","Tanah Baru, Depok","3","2","","82 m²","122 m²"
"Rp 2,3 Miliar","Tanah Baru, Depok","4","3","","127 m²","170 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 1,6 Miliar","Tanah Baru, Depok","3","3","","115 m²","85 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 1,4 Miliar","Tanah Baru, Depok","3","3","","72 m²","120 m²"
"Rp 3,8 Miliar","Cimanggis, Depok","7","6","","250 m²","480 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 1,52 Miliar","Tanah Baru, Depok","3","3","","77 m²","130 m²"
"Rp 1,52 Miliar","Tanah Baru, Depok","3","3","","77 m²","130 m²"
"Rp 1,45 Miliar","Cinere, Depok","3","3","","60 m²","90 m²"
"Rp 1,4 Miliar","Tanah Baru, Depok","3","3","","72 m²","120 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 3,8 Miliar","Cimanggis, Depok","7","6","","250 m²","480 m²"
"Rp 1,3 Miliar","Beji, Depok","3","3","","97 m²","130 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","82 m²","74 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 1,28 Miliar","Cinere, Depok","3","2","","82 m²","122 m²"
"Rp 1,43 Miliar","Limo, Depok","4","3","","67 m²","90 m²"
"Rp 2,3 Miliar","Cinere, Depok","4","3","","127 m²","170 m²"
"Rp 1,3 Miliar","Cinere, Depok","3","3","","97 m²","130 m²"
"Rp 1,35 Miliar","Cinere, Depok","3","2","","105 m²","105 m²"
"Rp 1,35 Miliar","Beji, Depok","3","2","","105 m²","105 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 1,7 Miliar","Cinere, Depok","3","3","","77 m²","140 m²"
"Rp 1,26 Miliar","Beji, Depok","3","3","","100 m²","83 m²"
"Rp 1,35 Miliar","Beji, Depok","3","2","","105 m²","105 m²"
"Rp 1,3 Miliar","Cimanggis, Depok","4","2","","77 m²","110 m²"
"Rp 1,35 Miliar","Beji, Depok","3","2","","105 m²","105 m²"
"Rp 1,25 Miliar","Beji, Depok","3","2","1","70 m²","100 m²"
"Rp 1,25 Miliar","Beji, Depok","3","2","1","168 m²","90 m²"
"Rp 1,23 Miliar","Beji, Depok","4","3","","90 m²","125 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 816 Juta","Cimanggis, Depok","1","2","","68 m²","42 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 1,59 Miliar","Beji, Depok","3","3","","82 m²","74 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 1,05 Miliar","Beji, Depok","3","3","","73 m²","115 m²"
"Rp 1,26 Miliar","Beji, Depok","3","3","","100 m²","83 m²"
"Rp 1,3 Miliar","Cimanggis, Depok","4","2","","77 m²","110 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 1,6 Miliar","Cinere, Depok","3","3","","115 m²","85 m²"
"Rp 1,48 Miliar","Cinere, Depok","3","2","","62 m²","73 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 1,4 Miliar","Cinere, Depok","3","3","","72 m²","120 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","3","","72 m²","80 m²"
"Rp 1,52 Miliar","Cinere, Depok","3","3","","77 m²","130 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 1,59 Miliar","Tanah Baru, Depok","3","3","","82 m²","74 m²"
"Rp 1,3 Miliar","Cinere, Depok","3","3","","97 m²","130 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","82 m²","74 m²"
"Rp 1,3 Miliar","Tanah Baru, Depok","3","3","","97 m²","130 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,05 Miliar","Beji, Depok","3","3","","73 m²","115 m²"
"Rp 1,35 Miliar","Tanah Baru, Depok","3","2","","105 m²","105 m²"
"Rp 1,35 Miliar","Cinere, Depok","3","2","","105 m²","105 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,7 Miliar","Pancoran Mas, Depok","3","2","","157 m²","86 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 1,59 Miliar","Beji, Depok","3","3","","82 m²","74 m²"
"Rp 1,26 Miliar","Cimanggis, Depok","3","2","","80 m²","69 m²"
"Rp 908 Juta","Pancoran Mas, Depok","2","1","","85 m²","40 m²"
"Rp 765 Juta","Pancoran Mas, Depok","2","1","","78 m²","34 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 1,52 Miliar","Beji, Depok","3","3","","77 m²","130 m²"
"Rp 1,05 Miliar","Beji, Depok","3","3","","73 m²","115 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,36 Miliar","Beji, Depok","3","3","","95 m²","100 m²"
"Rp 1,47 Miliar","Cimanggis, Depok","3","2","","90 m²","90 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 1,3 Miliar","Beji, Depok","3","3","","97 m²","130 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,3 Miliar","Cimanggis, Depok","4","2","","77 m²","110 m²"
"Rp 1,26 Miliar","Beji, Depok","3","3","","100 m²","83 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 1,52 Miliar","Beji, Depok","3","3","","77 m²","130 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 730 Juta","Cimanggis, Depok","3","2","1","47 m²","60 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","77 m²","140 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 1,52 Miliar","Beji, Depok","3","3","","77 m²","130 m²"
"Rp 1,6 Miliar","Beji, Depok","3","3","","115 m²","85 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 8 Miliar","Beji, Depok","4","2","6","1077 m²","337 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 1,26 Miliar","Cimanggis, Depok","3","2","","80 m²","69 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","2","","151 m²","88 m²"
"Rp 765 Juta","Pancoran Mas, Depok","2","1","","78 m²","34 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,47 Miliar","Cimanggis, Depok","3","2","","90 m²","90 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 908 Juta","Pancoran Mas, Depok","2","1","","80 m²","40 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","75 m²","92 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","77 m²","140 m²"
"Rp 1,42 Miliar","Beji, Depok","3","3","","86 m²","110 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 2,8 Miliar","Cimanggis, Depok","3","2","","210 m²","409 m²"
"Rp 2,13 Miliar","Cinere, Depok","3","2","","120 m²","91 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,45 Miliar","Cinere, Depok","2","2","","56 m²","93 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 1,48 Miliar","Cinere, Depok","3","2","","62 m²","73 m²"
"Rp 1,72 Miliar","Limo, Depok","3","3","","84 m²","155 m²"
"Rp 1,43 Miliar","Limo, Depok","4","3","","67 m²","90 m²"
"Rp 1,25 Miliar","Limo, Depok","3","3","","85 m²","105 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,59 Miliar","Cinere, Depok","3","3","","71 m²","84 m²"
"Rp 1,7 Miliar","Pancoran Mas, Depok","3","2","","157 m²","86 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,7 Miliar","Pancoran Mas, Depok","3","2","","157 m²","86 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 735 Juta","Cimanggis, Depok","3","2","","50 m²","60 m²"
"Rp 1,59 Miliar","Beji, Depok","3","3","","82 m²","74 m²"
"Rp 1,51 Miliar","Cimanggis, Depok","3","2","","74 m²","88 m²"
"Rp 1,05 Miliar","Beji, Depok","3","3","","73 m²","115 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 1,49 Miliar","Beji, Depok","3","3","","95 m²","120 m²"
"Rp 1,23 Miliar","Beji, Depok","4","3","","90 m²","125 m²"
"Rp 1,3 Miliar","Beji, Depok","3","3","","97 m²","130 m²"
"Rp 1,96 Miliar","Cimanggis, Depok","3","3","","163 m²","130 m²"
"Rp 1,26 Miliar","Cimanggis, Depok","3","2","","80 m²","69 m²"
"Rp 1,47 Miliar","Cimanggis, Depok","3","2","","90 m²","90 m²"
"Rp 865 Juta","Cimanggis, Depok","3","2","","58 m²","76 m²"
"Rp 785 Juta","Cilodong, Depok","3","2","","65 m²","85 m²"
"Rp 1,04 Miliar","Pancoran Mas, Depok","3","2","","78 m²","72 m²"
"Rp 1,25 Miliar","Beji, Depok","3","3","","72 m²","95 m²"
"Rp 1,36 Miliar","Beji, Depok","3","3","","95 m²","100 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 1,27 Miliar","Pancoran Mas, Depok","3","3","","65 m²","92 m²"
"Rp 3,8 Miliar","Cimanggis, Depok","7","6","","250 m²","480 m²"
"Rp 1 Miliar","Pancoran Mas, Depok","3","2","","100 m²","84 m²"
"Rp 1,43 Miliar","Limo, Depok","4","3","","67 m²","90 m²"
"Rp 1,52 Miliar","Cinere, Depok","3","3","","77 m²","130 m²"
"Rp 1,48 Miliar","Cinere, Depok","3","2","","62 m²","73 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","3","","72 m²","80 m²"
"Rp 2,3 Miliar","Cinere, Depok","4","3","","127 m²","170 m²"
"Rp 1,28 Miliar","Cinere, Depok","3","2","","82 m²","122 m²"
"Rp 2,3 Miliar","Tanah Baru, Depok","4","3","","127 m²","170 m²"
"Rp 1,28 Miliar","Tanah Baru, Depok","3","2","","82 m²","122 m²"
"Rp 1,59 Miliar","Tanah Baru, Depok","3","3","","82 m²","74 m²"
"Rp 2,9 Miliar","Limo, Depok","3","3","","305 m²","200 m²"
"Rp 1,28 Miliar","Beji, Depok","3","2","","82 m²","122 m²"
"Rp 1,3 Miliar","Tanah Baru, Depok","3","3","","97 m²","130 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","72 m²","120 m²"
"Rp 1,7 Miliar","Tanah Baru, Depok","3","3","","77 m²","140 m²"
"Rp 2,3 Miliar","Beji, Depok","4","3","","127 m²","170 m²"
"Rp 615 Juta","Cilodong, Depok","3","2","","60 m²","60 m²"
"Rp 1,7 Miliar","Cinere, Depok","3","3","","77 m²","140 m²"
"Rp 1,7 Miliar","Beji, Depok","3","3","","100 m²","120 m²"
"Rp 1,52 Miliar","Beji, Depok","3","3","","77 m²","130 m²"
"Rp 1,34 Miliar","Cimanggis, Depok","3","3","","78 m²","110 m²"
"Rp 1,35 Miliar","Tanah Baru, Depok","3","2","","105 m²","105 m²"
"Rp 1,6 Miliar","Cinere, Depok","3","3","","115 m²","85 m²"
"Rp 1,15 Miliar","Pancoran Mas, Depok","3","2","","70 m²","100 m²"
"Rp 1,6 Miliar","Tanah Baru, Depok","3","3","","115 m²","85 m²"
"Rp 1,4 Miliar","Cinere, Depok","3","3","","72 m²","120 m²"
"Rp 1,4 Miliar","Tanah Baru, Depok","3","3","","72 m²","120 m²"
"Rp 1,61 Miliar","Cimanggis, Depok","3","3","","72 m²","80 m²"
"Rp 1,4 Miliar","Beji, Depok","3","3","","100 m²","130 m²"
"Rp 1,52 Miliar","Cinere, Depok","3","3","","77 m²","130 m²"
