km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,harga
2,1,0,59.0,105.0,Bogor,4881466414
4,3,1,250.0,168.0,Bogor,2200000000
4,3,2,450.0,375.0,Bogor,7000000000
3,2,0,400.0,532.0,Bogor,1500000000
2,1,0,36.0,76.0,Bogor,4881466414
3,5,0,275.0,329.0,Bogor,3900000000
2,1,0,90.0,124.0,Bogor,4881466414
4,4,3,525.0,330.0,Bogor,5000000000
4,4,1,500.0,321.0,Bogor,3500000000
3,1,0,85.0,117.0,Bogor,4881466414
3,3,1,100.0,150.0,Bogor,1150000000
2,1,1,54.0,84.0,Bogor,4881466414
5,4,0,350.0,300.0,Bogor,3100000000
4,3,2,299.0,396.0,Bogor,5000000000
4,3,1,160.0,214.0,Bogor,1300000000
2,1,1,36.0,70.0,Bogor,4881466414
2,1,1,48.0,84.0,Bogor,4881466414
6,2,1,120.0,90.0,Bogor,4881466414
2,1,0,30.0,59.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
2,1,0,36.0,81.0,Bogor,4881466414
3,1,1,68.0,98.0,Bogor,4881466414
1,1,0,36.0,60.0,Bogor,4881466414
4,2,0,115.0,84.0,Bogor,1100000000
2,1,1,36.0,120.0,Bogor,4881466414
2,1,1,50.0,105.0,Bogor,4881466414
6,4,2,136.0,136.0,Bogor,1500000000
2,1,0,36.0,78.0,Bogor,4881466414
3,2,2,54.0,66.0,Bogor,4881466414
3,3,6,120.0,3125.0,Bogor,3200000000
4,2,1,66.0,136.0,Bogor,1490000000
3,3,4,200.0,272.0,Bogor,2700000000
2,1,0,36.0,72.0,Bogor,4881466414
3,3,0,96.0,75.0,Bogor,1200000000
2,1,1,37.0,78.0,Bogor,4881466414
3,3,0,170.0,360.0,Bogor,3800000000
2,1,1,50.0,84.0,Bogor,4881466414
5,4,2,400.0,450.0,Bogor,7500000000
5,4,1,212.0,220.0,Bogor,5000000000
3,2,1,99.0,128.0,Bogor,1550000000
5,3,2,170.0,133.0,Bogor,1450000000
4,3,1,200.0,153.0,Bogor,1550000000
2,1,1,60.0,84.0,Bogor,4881466414
2,1,1,45.0,98.0,Bogor,4881466414
2,1,0,36.0,76.0,Bogor,4881466414
3,2,1,84.0,84.0,Bogor,1080000000
2,1,2,45.0,180.0,Bogor,1490000000
4,3,2,202.0,200.0,Bogor,3700000000
2,1,0,30.0,42.0,Bogor,4881466414
3,2,1,89.0,84.0,Bogor,1650000000
3,3,1,127.0,171.0,Bogor,1750000000
4,4,0,500.0,261.0,Bogor,4900000000
2,1,1,36.0,72.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
2,2,1,65.0,81.0,Bogor,4881466414
3,2,2,56.0,66.0,Bogor,4881466414
6,5,0,300.0,180.0,Bogor,1950000000
2,1,1,45.0,90.0,Bogor,4881466414
2,1,1,100.0,144.0,Bogor,1350000000
3,2,1,89.0,84.0,Bogor,1650000000
9,10,0,250.0,500.0,Bogor,2500000000
2,1,1,36.0,68.0,Bogor,4881466414
3,2,1,150.0,105.0,Bogor,1380000000
2,1,1,43.0,105.0,Bogor,1200000000
3,3,1,200.0,277.0,Bogor,2300000000
4,3,2,170.0,198.0,Bogor,2200000000
3,2,1,76.0,84.0,Bogor,1140000000
2,2,1,70.0,140.0,Bogor,4881466414
2,1,1,62.0,150.0,Bogor,1300000000
3,2,1,105.0,90.0,Bogor,4881466414
2,1,0,29.0,72.0,Bogor,4881466414
3,2,1,150.0,90.0,Bogor,1150000000
4,3,0,160.0,84.0,Bogor,1200000000
1,1,0,24.0,60.0,Bogor,4881466414
2,1,1,59.0,105.0,Bogor,4881466414
4,4,1,350.0,220.0,Bogor,3850000000
2,1,0,70.0,105.0,Bogor,1150000000
2,1,0,65.0,72.0,Bogor,4881466414
2,1,0,30.0,49.0,Bogor,4881466414
4,2,1,350.0,334.0,Bogor,4500000000
4,4,3,400.0,340.0,Bogor,7000000000
3,4,2,270.0,135.0,Bogor,2160000000
5,3,0,250.0,400.0,Bogor,2900000000
4,3,2,180.0,220.0,Bogor,2900000000
5,6,30,2500.0,17000.0,Bogor,100000000000
3,3,2,250.0,254.0,Bogor,3300000000
5,4,2,400.0,470.0,Bogor,4000000000
2,1,0,79.0,45.0,Bogor,4881466414
3,3,1,127.0,171.0,Bogor,1750000000
3,2,1,150.0,90.0,Bogor,1150000000
2,1,1,36.0,68.0,Bogor,4881466414
2,1,1,45.0,84.0,Bogor,4881466414
4,4,2,495.0,543.0,Bogor,11000000000
5,6,0,435.0,210.0,Bogor,3000000000
8,3,2,309.0,600.0,Bogor,4500000000
4,3,0,220.0,366.0,Bogor,2380000000
2,1,0,36.0,60.0,Bogor,4881466414
2,1,1,42.0,66.0,Bogor,4881466414
8,3,0,100.0,155.0,Bogor,4881466414
4,2,1,350.0,334.0,Bogor,4500000000
2,1,0,60.0,105.0,Bogor,4881466414
3,2,1,180.0,200.0,Bogor,2500000000
2,1,1,36.0,70.0,Bogor,4881466414
4,4,2,400.0,340.0,Bogor,7000000000
3,3,0,500.0,1156.0,Bogor,16000000000
3,3,1,150.0,144.0,Bogor,1500000000
5,4,0,350.0,300.0,Bogor,3100000000
2,1,0,30.0,37.0,Bogor,4881466414
2,1,1,72.0,36.0,Bogor,4881466414
7,4,2,600.0,4324.0,Bogor,13000000000
3,3,0,260.0,200.0,Bogor,3000000000
2,1,0,42.0,69.0,Bogor,4881466414
3,2,0,100.0,391.0,Bogor,2800000000
3,2,3,89.0,84.0,Bogor,1650000000
4,3,0,130.0,256.0,Bogor,2650000000
3,2,2,125.0,328.0,Bogor,2750000000
2,1,1,63.0,150.0,Bogor,1000000000
2,1,1,54.0,96.0,Bogor,4881466414
2,1,1,36.0,66.0,Bogor,4881466414
3,2,0,100.0,133.0,Bogor,4881466414
4,4,1,500.0,321.0,Bogor,3500000000
2,1,1,93.0,163.0,Bogor,1000000000
4,4,0,500.0,886.0,Bogor,14500000000
4,2,2,350.0,334.0,Bogor,4500000000
2,1,0,30.0,30.0,Bogor,4881466414
2,1,0,30.0,37.0,Bogor,4881466414
3,2,1,200.0,575.0,Bogor,4500000000
3,3,1,160.0,165.0,Bogor,2550000000
2,1,0,36.0,78.0,Bogor,4881466414
3,2,0,120.0,226.0,Bogor,1500000000
2,1,1,45.0,72.0,Bogor,4881466414
3,1,1,80.0,90.0,Bogor,4881466414
4,2,10,150.0,5679.0,Bogor,10000000000
5,4,1,278.0,315.0,Bogor,3700000000
2,1,0,66.0,37.0,Bogor,4881466414
1,1,1,24.0,99.0,Bogor,4881466414
2,1,1,50.0,105.0,Bogor,4881466414
2,2,0,70.0,88.0,Bogor,4881466414
2,1,0,60.0,90.0,Bogor,4881466414
3,1,1,100.0,120.0,Bogor,4881466414
4,3,0,300.0,279.0,Bogor,1700000000
3,2,1,250.0,125.0,Bogor,1500000000
3,2,3,89.0,84.0,Bogor,1250000000
2,1,1,44.0,105.0,Bogor,4881466414
7,6,3,300.0,309.0,Bogor,1000000000
5,3,1,180.0,117.0,Bogor,1500000000
2,1,0,36.0,72.0,Bogor,4881466414
2,1,0,40.0,60.0,Bogor,4881466414
2,2,0,70.0,88.0,Bogor,4881466414
3,2,1,72.0,90.0,Bogor,1110000000
6,6,2,650.0,570.0,Bogor,16500000000
5,4,1,212.0,220.0,Bogor,5000000000
3,2,1,150.0,231.0,Bogor,1200000000
3,2,1,125.0,299.0,Bogor,2300000000
2,1,0,70.0,90.0,Bogor,4881466414
4,5,2,400.0,1630.0,Bogor,18000000000
4,3,1,250.0,168.0,Bogor,2200000000
3,3,2,300.0,180.0,Bogor,2650000000
3,2,1,150.0,90.0,Bogor,1150000000
3,2,1,76.0,84.0,Bogor,1140000000
3,2,2,90.0,200.0,Bogor,1680000000
2,1,0,70.0,144.0,Bogor,4881466414
3,2,1,89.0,84.0,Bogor,1650000000
2,1,1,62.0,150.0,Bogor,1300000000
5,3,1,250.0,215.0,Bogor,4000000000
2,1,0,30.0,37.0,Bogor,4881466414
2,1,1,84.0,39.0,Bogor,4881466414
2,1,0,49.0,84.0,Bogor,4881466414
5,2,1,180.0,104.0,Bogor,1620000000
2,1,1,40.0,88.0,Bogor,4881466414
3,2,1,150.0,90.0,Bogor,1150000000
2,1,0,50.0,108.0,Bogor,4881466414
2,1,1,40.0,58.0,Bogor,4881466414
4,4,1,250.0,300.0,Bogor,4700000000
4,3,1,300.0,220.0,Bogor,3000000000
3,2,1,75.0,60.0,Bogor,4881466414
3,2,0,100.0,120.0,Bogor,4881466414
5,4,1,350.0,375.0,Bogor,5000000000
8,6,2,800.0,1000.0,Bogor,6000000000
3,2,2,60.0,78.0,Bogor,4881466414
3,4,1,180.0,90.0,Bogor,4881466414
3,2,1,125.0,299.0,Bogor,2300000000
3,2,1,150.0,90.0,Bogor,1150000000
2,1,0,30.0,54.0,Bogor,4881466414
2,1,1,84.0,38.0,Bogor,4881466414
3,2,2,54.0,60.0,Bogor,4881466414
2,1,1,54.0,50.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
3,1,1,70.0,90.0,Bogor,4881466414
2,1,0,66.0,37.0,Bogor,4881466414
4,4,1,500.0,323.0,Bogor,3500000000
2,1,1,36.0,40.0,Bogor,4881466414
3,2,2,252.0,234.0,Bogor,4500000000
2,1,0,60.0,72.0,Bogor,4881466414
4,3,2,450.0,375.0,Bogor,7000000000
5,3,2,600.0,630.0,Bogor,8600000000
2,1,0,90.0,120.0,Bogor,4881466414
4,4,1,400.0,340.0,Bogor,7000000000
5,3,1,141.0,141.0,Bogor,1500000000
2,1,0,42.0,60.0,Bogor,4881466414
3,2,1,60.0,102.0,Bogor,4881466414
2,1,1,45.0,80.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
4,4,1,200.0,200.0,Bogor,2950000000
5,5,4,687.0,450.0,Bogor,16000000000
2,1,0,30.0,57.0,Bogor,4881466414
1,1,1,22.0,90.0,Bogor,4881466414
3,2,1,57.0,122.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
3,2,0,70.0,150.0,Bogor,4881466414
7,5,4,335.0,300.0,Bogor,4500000000
3,2,0,84.0,84.0,Bogor,1080000000
3,2,1,150.0,90.0,Bogor,1150000000
3,2,1,88.0,144.0,Bogor,1250000000
2,1,1,45.0,84.0,Bogor,4881466414
2,1,1,36.0,90.0,Bogor,4881466414
3,3,4,302.0,585.0,Bogor,5300000000
2,1,1,40.0,90.0,Bogor,4881466414
4,3,1,180.0,144.0,Bogor,1750000000
2,1,1,36.0,69.0,Bogor,4881466414
3,2,1,89.0,84.0,Bogor,1650000000
2,1,1,90.0,105.0,Bogor,1000000000
6,6,0,600.0,500.0,Bogor,6200000000
2,1,1,70.0,84.0,Bogor,4881466414
9,10,0,250.0,500.0,Bogor,2500000000
2,1,1,36.0,77.0,Bogor,4881466414
2,1,1,60.0,112.0,Bogor,4881466414
2,1,1,53.0,88.0,Bogor,4881466414
5,2,1,180.0,104.0,Bogor,1620000000
2,1,0,36.0,81.0,Bogor,4881466414
2,1,0,70.0,105.0,Bogor,4881466414
3,3,1,133.0,128.0,Bogor,2300000000
4,5,2,515.0,518.0,Bogor,11500000000
5,5,1,280.0,312.0,Bogor,2400000000
2,1,0,100.0,147.0,Bogor,4881466414
3,3,1,97.0,87.0,Bogor,1440000000
2,1,1,59.0,105.0,Bogor,4881466414
2,1,1,48.0,60.0,Bogor,4881466414
5,6,2,650.0,450.0,Bogor,18000000000
5,5,2,400.0,375.0,Bogor,3500000000
2,2,1,45.0,72.0,Bogor,4881466414
2,10,1,50.0,72.0,Bogor,4881466414
4,5,2,515.0,518.0,Bogor,11500000000
3,2,2,54.0,66.0,Bogor,4881466414
2,1,1,60.0,90.0,Bogor,4881466414
2,1,1,45.0,105.0,Bogor,4881466414
3,3,0,99.0,105.0,Bogor,1600000000
2,1,1,53.0,88.0,Bogor,4881466414
5,4,0,190.0,246.0,Bogor,2450000000
3,1,1,70.0,90.0,Bogor,4881466414
2,1,1,90.0,105.0,Bogor,1000000000
3,2,1,88.0,144.0,Bogor,1250000000
3,3,1,220.0,200.0,Bogor,1900000000
4,5,2,360.0,313.0,Bogor,6500000000
2,1,2,77.0,615.0,Bogor,4500000000
4,5,2,800.0,504.0,Bogor,5800000000
2,1,0,36.0,90.0,Bogor,4881466414
3,2,1,160.0,120.0,Bogor,1600000000
4,2,0,70.0,90.0,Bogor,1000000000
4,3,1,150.0,120.0,Bogor,1200000000
2,1,1,36.0,50.0,Bogor,4881466414
5,4,5,196.0,687.0,Bogor,6000000000
3,3,1,362.0,330.0,Bogor,5000000000
3,1,1,70.0,90.0,Bogor,4881466414
2,2,2,199.0,433.0,Bogor,3650000000
2,1,1,50.0,130.0,Bogor,4881466414
3,2,0,76.0,84.0,Bogor,1140000000
2,2,2,210.0,391.0,Bogor,6000000000
6,7,3,745.0,413.0,Bogor,6900000000
4,3,1,160.0,214.0,Bogor,1300000000
3,1,0,70.0,90.0,Bogor,4881466414
2,1,0,36.0,72.0,Bogor,4881466414
4,3,0,100.0,140.0,Bogor,4881466414
2,1,0,36.0,76.0,Bogor,4881466414
2,1,1,50.0,84.0,Bogor,4881466414
2,2,1,65.0,60.0,Bogor,1080000000
3,3,1,120.0,120.0,Bogor,4881466414
4,2,0,100.0,84.0,Bogor,4881466414
2,1,1,30.0,60.0,Bogor,4881466414
2,1,0,30.0,42.0,Bogor,4881466414
4,3,2,338.0,435.0,Bogor,4250000000
3,2,0,90.0,200.0,Bogor,1750000000
2,1,1,45.0,84.0,Bogor,4881466414
2,1,1,60.0,90.0,Bogor,4881466414
3,1,1,120.0,232.0,Bogor,1700000000
5,5,2,400.0,450.0,Bogor,18000000000
4,4,2,495.0,543.0,Bogor,11000000000
4,4,1,309.0,330.0,Bogor,7400000000
4,3,1,355.0,727.0,Bogor,14000000000
3,2,1,88.0,144.0,Bogor,1250000000
4,4,1,200.0,200.0,Bogor,2950000000
2,2,2,52.0,72.0,Bogor,4881466414
2,2,1,65.0,60.0,Bogor,1080000000
8,9,10,2500.0,4758.0,Bogor,100000000000
3,3,1,140.0,108.0,Bogor,1700000000
4,4,2,400.0,498.0,Bogor,5500000000
3,1,1,48.0,72.0,Bogor,4881466414
3,3,2,150.0,135.0,Bogor,1500000000
4,4,2,200.0,180.0,Bogor,2300000000
2,1,0,36.0,81.0,Bogor,4881466414
2,1,1,72.0,72.0,Bogor,4881466414
4,2,1,150.0,198.0,Bogor,1440000000
2,1,1,40.0,88.0,Bogor,4881466414
3,2,1,94.0,105.0,Bogor,1600000000
2,1,1,36.0,65.0,Bogor,4881466414
2,1,0,60.0,105.0,Bogor,1000000000
3,2,1,89.0,84.0,Bogor,1650000000
3,2,1,89.0,84.0,Bogor,1650000000
5,5,0,500.0,1500.0,Bogor,14000000000
3,2,1,66.0,87.0,Bogor,4881466414
4,3,1,202.0,200.0,Bogor,2200000000
2,1,1,36.0,66.0,Bogor,4881466414
4,4,1,500.0,321.0,Bogor,3500000000
2,6,4,500.0,2916.0,Bogor,16500000000
3,2,0,88.0,160.0,Bogor,1330000000
2,1,1,27.0,60.0,Bogor,4881466414
5,5,1,200.0,140.0,Bogor,2000000000
4,4,1,287.0,205.0,Bogor,4250000000
2,2,1,108.0,128.0,Bogor,1650000000
4,4,2,400.0,498.0,Bogor,5500000000
3,2,1,116.0,120.0,Bogor,1500000000
3,2,1,69.0,97.0,Bogor,4881466414
3,3,2,550.0,2200.0,Bogor,14500000000
3,2,1,85.0,116.0,Bogor,4881466414
3,1,1,70.0,90.0,Bogor,4881466414
3,3,1,160.0,165.0,Bogor,2550000000
2,3,0,120.0,216.0,Bogor,1900000000
2,1,1,39.0,72.0,Bogor,4881466414
4,3,1,180.0,126.0,Bogor,1440000000
4,3,0,243.0,240.0,Bogor,2150000000
2,1,0,36.0,68.0,Bogor,4881466414
6,3,1,155.0,120.0,Bogor,1980000000
2,1,1,100.0,144.0,Bogor,1270000000
2,1,0,45.0,84.0,Bogor,1150000000
3,2,2,56.0,66.0,Bogor,4881466414
3,2,1,70.0,60.0,Bogor,4881466414
2,2,0,65.0,90.0,Bogor,4881466414
4,2,1,150.0,198.0,Bogor,1440000000
6,4,1,765.0,700.0,Bogor,2250000000
3,3,1,200.0,128.0,Bogor,2040000000
6,6,0,550.0,600.0,Bogor,4000000000
4,4,2,400.0,526.0,Bogor,6000000000
4,4,2,400.0,526.0,Bogor,6000000000
3,2,1,89.0,84.0,Bogor,1250000000
3,1,1,70.0,90.0,Bogor,4881466414
4,3,1,180.0,126.0,Bogor,1440000000
2,2,0,52.0,75.0,Bogor,4881466414
5,4,0,500.0,278.0,Bogor,3500000000
2,1,1,36.0,63.0,Bogor,4881466414
4,4,1,300.0,180.0,Bogor,2500000000
3,2,1,100.0,124.0,Bogor,4881466414
4,3,2,280.0,840.0,Bogor,4900000000
2,1,1,40.0,84.0,Bogor,4881466414
3,2,1,55.0,81.0,Bogor,4881466414
4,4,0,300.0,312.0,Bogor,5500000000
3,2,0,55.0,81.0,Bogor,4881466414
2,1,1,45.0,84.0,Bogor,4881466414
4,4,1,170.0,180.0,Bogor,1700000000
3,2,2,54.0,66.0,Bogor,4881466414
2,1,0,36.0,76.0,Bogor,4881466414
4,4,0,300.0,180.0,Bogor,2000000000
3,2,1,110.0,90.0,Bogor,1440000000
3,3,0,144.0,220.0,Bogor,2500000000
2,1,1,36.0,80.0,Bogor,4881466414
2,1,1,44.0,105.0,Bogor,4881466414
2,2,0,70.0,90.0,Bogor,4881466414
3,2,0,90.0,105.0,Bogor,1600000000
2,1,1,38.0,72.0,Bogor,4881466414
4,3,1,100.0,120.0,Bogor,1400000000
3,2,0,54.0,66.0,Bogor,4881466414
4,3,0,260.0,240.0,Bogor,3900000000
3,2,0,150.0,148.0,Bogor,1350000000
2,1,1,45.0,65.0,Bogor,4881466414
4,2,1,150.0,117.0,Bogor,4881466414
3,2,1,84.0,84.0,Bogor,1080000000
2,1,0,66.0,37.0,Bogor,4881466414
3,2,1,150.0,90.0,Bogor,1150000000
4,4,1,150.0,216.0,Bogor,2500000000
4,3,1,160.0,136.0,Bogor,1200000000
3,2,1,88.0,160.0,Bogor,1370000000
2,1,0,36.0,78.0,Bogor,4881466414
4,2,1,240.0,358.0,Bogor,4500000000
2,2,1,40.0,45.0,Bogor,4881466414
2,1,1,49.0,96.0,Bogor,4881466414
2,1,1,32.0,60.0,Bogor,4881466414
4,4,1,250.0,315.0,Bogor,3800000000
4,3,2,200.0,315.0,Bogor,2900000000
2,1,0,30.0,30.0,Bogor,4881466414
6,6,1,940.0,1400.0,Bogor,16000000000
2,1,1,62.0,150.0,Bogor,1300000000
3,3,0,160.0,165.0,Bogor,2550000000
3,3,2,385.0,514.0,Bogor,6200000000
4,4,1,170.0,180.0,Bogor,1700000000
4,4,1,170.0,180.0,Bogor,1700000000
4,3,0,300.0,300.0,Bogor,1250000000
4,3,1,180.0,126.0,Bogor,1440000000
3,2,3,200.0,575.0,Bogor,4500000000
4,3,0,350.0,300.0,Bogor,3500000000
4,4,0,200.0,200.0,Bogor,2700000000
2,1,1,45.0,150.0,Bogor,4881466414
2,1,1,36.0,72.0,Bogor,4881466414
2,1,0,41.0,77.0,Bogor,4881466414
3,2,1,65.0,90.0,Bogor,4881466414
6,3,2,141.0,262.0,Bogor,2000000000
6,3,0,171.0,563.0,Bogor,4800000000
5,7,0,350.0,300.0,Bogor,2650000000
2,1,1,36.0,68.0,Bogor,4881466414
3,2,0,88.0,105.0,Bogor,1380000000
2,1,1,22.0,60.0,Bogor,4881466414
3,3,2,400.0,696.0,Bogor,9000000000
2,1,1,40.0,58.0,Bogor,4881466414
5,3,0,200.0,144.0,Bogor,1950000000
2,1,1,36.0,87.0,Bogor,4881466414
2,1,1,50.0,70.0,Bogor,4881466414
2,1,2,77.0,615.0,Bogor,4500000000
2,1,2,63.0,150.0,Bogor,1000000000
3,2,0,110.0,90.0,Bogor,1440000000
2,1,1,54.0,120.0,Bogor,4881466414
4,4,2,400.0,526.0,Bogor,6000000000
2,1,0,45.0,71.0,Bogor,4881466414
2,1,0,36.0,78.0,Bogor,4881466414
2,2,1,65.0,60.0,Bogor,1080000000
2,1,1,36.0,60.0,Bogor,4881466414
3,2,0,70.0,120.0,Bogor,1050000000
2,1,1,51.0,120.0,Bogor,4881466414
3,2,2,89.0,84.0,Bogor,1650000000
4,4,1,202.0,200.0,Bogor,4250000000
3,3,0,85.0,115.0,Depok,1600000000
4,2,6,337.0,1077.0,Depok,8000000000
3,2,1,60.0,75.0,Depok,1820469858
6,4,1,500.0,321.0,Depok,3500000000
3,3,0,110.0,86.0,Depok,1350000000
3,2,0,86.0,157.0,Depok,1700000000
2,1,1,40.0,40.0,Depok,1820469858
7,6,0,480.0,250.0,Depok,3800000000
3,3,0,110.0,78.0,Depok,1340000000
2,1,1,62.0,180.0,Depok,3000000000
2,1,0,45.0,80.0,Depok,1820469858
2,1,1,36.0,60.0,Depok,1820469858
2,1,1,72.0,92.0,Depok,1820469858
3,2,0,72.0,72.0,Depok,1820469858
3,3,0,110.0,86.0,Depok,1350000000
3,2,1,75.0,91.0,Depok,1820469858
3,3,0,105.0,85.0,Depok,1250000000
3,3,0,85.0,115.0,Depok,1600000000
3,3,0,120.0,72.0,Depok,1400000000
3,3,0,130.0,77.0,Depok,1520000000
3,2,0,73.0,62.0,Depok,1480000000
3,3,2,170.0,218.0,Depok,2300000000
2,3,1,160.0,167.0,Depok,1920000000
3,4,0,105.0,72.0,Depok,1100000000
3,3,0,130.0,100.0,Depok,1400000000
3,2,0,90.0,90.0,Depok,1470000000
4,3,0,170.0,127.0,Depok,2300000000
4,4,2,184.0,187.0,Depok,3700000000
2,1,0,40.0,40.0,Depok,1820469858
2,1,1,36.0,72.0,Depok,1820469858
3,3,0,130.0,100.0,Depok,1400000000
2,1,1,43.0,72.0,Depok,1820469858
3,2,0,60.0,84.0,Depok,1820469858
3,2,1,90.0,72.0,Depok,1560000000
3,3,1,145.0,115.0,Depok,1560000000
3,2,0,409.0,210.0,Depok,2800000000
2,1,0,36.0,72.0,Depok,1820469858
3,3,0,130.0,163.0,Depok,1960000000
4,3,0,130.0,96.0,Depok,1100000000
3,2,0,69.0,80.0,Depok,1260000000
3,1,1,52.0,72.0,Depok,1820469858
4,3,0,90.0,67.0,Depok,1430000000
4,4,0,168.0,127.0,Depok,2300000000
2,1,1,36.0,50.0,Depok,1820469858
3,3,0,130.0,100.0,Depok,1400000000
4,3,0,200.0,150.0,Depok,2520000000
2,1,1,45.0,63.0,Depok,1820469858
2,1,1,45.0,125.0,Depok,1820469858
4,3,0,170.0,127.0,Depok,2300000000
3,3,1,88.0,84.0,Depok,1500000000
3,2,0,84.0,100.0,Depok,1000000000
3,3,0,52.0,90.0,Depok,1820469858
3,2,0,80.0,100.0,Depok,1820469858
3,3,0,80.0,72.0,Depok,1610000000
3,3,0,100.0,95.0,Depok,1360000000
3,3,0,74.0,82.0,Depok,1590000000
3,1,0,55.0,60.0,Depok,1820469858
3,3,1,150.0,106.0,Depok,1800000000
3,2,0,93.0,74.0,Depok,1280000000
2,1,1,72.0,72.0,Depok,1820469858
3,2,0,76.0,58.0,Depok,1820469858
4,2,0,180.0,120.0,Depok,1770000000
3,3,0,95.0,72.0,Depok,1250000000
3,2,0,409.0,210.0,Depok,2800000000
3,3,0,100.0,95.0,Depok,1360000000
4,4,0,250.0,163.0,Depok,2800000000
3,3,0,85.0,115.0,Depok,1600000000
2,1,1,36.0,50.0,Depok,1820469858
4,3,0,170.0,207.0,Depok,2300000000
3,2,1,100.0,144.0,Depok,1750000000
3,3,0,130.0,77.0,Depok,1520000000
2,2,0,46.0,56.0,Depok,1820469858
2,2,0,46.0,56.0,Depok,1820469858
3,3,0,110.0,86.0,Depok,1350000000
3,2,1,154.0,83.0,Depok,1050000000
3,3,0,130.0,97.0,Depok,1300000000
4,3,0,125.0,90.0,Depok,1230000000
3,3,0,200.0,305.0,Depok,2900000000
4,3,0,170.0,127.0,Depok,2300000000
2,2,0,150.0,180.0,Depok,2000000000
2,1,0,36.0,60.0,Depok,1820469858
3,2,0,88.0,74.0,Depok,1510000000
3,2,2,48.0,70.0,Depok,1820469858
3,2,1,60.0,50.0,Depok,1820469858
2,1,0,60.0,78.0,Depok,1820469858
2,2,1,40.0,40.0,Depok,1820469858
3,3,0,120.0,72.0,Depok,1400000000
2,1,1,48.0,120.0,Depok,1820469858
3,2,0,122.0,82.0,Depok,1280000000
3,2,0,60.0,60.0,Depok,1820469858
3,2,0,122.0,82.0,Depok,1280000000
2,1,1,36.0,50.0,Depok,1820469858
1,1,1,43.0,72.0,Depok,1820469858
2,2,1,55.0,91.0,Depok,1820469858
2,1,0,34.0,78.0,Depok,1820469858
2,1,0,40.0,85.0,Depok,1820469858
2,1,1,45.0,130.0,Depok,1820469858
3,3,0,115.0,73.0,Depok,1050000000
2,1,1,71.0,96.0,Depok,1820469858
3,2,0,70.0,72.0,Depok,1820469858
2,2,1,135.0,90.0,Depok,1200000000
2,2,0,55.0,54.0,Depok,1820469858
3,3,0,140.0,77.0,Depok,1700000000
2,1,1,45.0,70.0,Depok,1820469858
2,2,0,46.0,56.0,Depok,1820469858
3,2,0,88.0,74.0,Depok,1510000000
3,2,0,93.0,74.0,Depok,1280000000
3,3,0,130.0,100.0,Depok,1400000000
2,2,1,40.0,43.0,Depok,1820469858
3,3,0,120.0,95.0,Depok,1490000000
7,6,0,480.0,250.0,Depok,3800000000
3,3,0,80.0,72.0,Depok,1610000000
4,3,4,170.0,207.0,Depok,2300000000
2,2,0,50.0,56.0,Depok,1820469858
4,3,2,150.0,151.0,Depok,1500000000
2,2,0,55.0,52.0,Depok,1820469858
3,2,2,70.0,120.0,Depok,1150000000
3,2,0,72.0,78.0,Depok,1040000000
3,2,1,80.0,72.0,Depok,1600000000
2,2,0,40.0,56.0,Depok,1820469858
2,2,0,55.0,54.0,Depok,1820469858
3,2,0,60.0,50.0,Depok,1820469858
3,2,1,105.0,90.0,Depok,1900000000
3,1,1,140.0,131.0,Depok,1820469858
3,2,0,122.0,82.0,Depok,1280000000
3,3,1,115.0,150.0,Depok,2040000000
3,3,0,130.0,163.0,Depok,1960000000
3,3,1,75.0,96.0,Depok,1820469858
2,1,1,71.0,96.0,Depok,1820469858
2,1,0,34.0,78.0,Depok,1820469858
3,2,1,60.0,60.0,Depok,1820469858
2,2,2,75.0,84.0,Depok,1330000000
3,2,0,105.0,105.0,Depok,1350000000
2,1,2,36.0,85.0,Depok,1820469858
2,2,0,55.0,54.0,Depok,1820469858
2,1,1,45.0,73.0,Depok,1820469858
3,3,0,130.0,97.0,Depok,1300000000
3,2,1,140.0,120.0,Depok,1020000000
3,2,0,85.0,65.0,Depok,1820469858
3,3,0,85.0,54.0,Depok,1820469858
3,3,0,200.0,305.0,Depok,2900000000
4,3,0,125.0,90.0,Depok,1230000000
3,2,0,76.0,58.0,Depok,1820469858
3,3,0,84.0,71.0,Depok,1590000000
3,3,0,90.0,60.0,Depok,1450000000
4,3,0,200.0,140.0,Depok,1650000000
4,3,0,170.0,127.0,Depok,2300000000
3,3,1,120.0,86.0,Depok,1000000000
6,6,0,260.0,164.0,Depok,2700000000
3,2,0,122.0,82.0,Depok,1280000000
3,3,0,130.0,100.0,Depok,1400000000
3,2,0,73.0,62.0,Depok,1480000000
2,1,1,72.0,72.0,Depok,1820469858
2,1,1,50.0,72.0,Depok,1820469858
2,1,0,40.0,40.0,Depok,1820469858
3,2,0,122.0,82.0,Depok,1280000000
4,2,1,180.0,120.0,Depok,1770000000
2,1,1,36.0,78.0,Depok,1820469858
3,2,0,86.0,74.0,Depok,1280000000
3,3,0,95.0,72.0,Depok,1250000000
3,2,0,100.0,120.0,Depok,1100000000
