km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,harga
5,4,0,126.0,120.0,Tangerang Selatan,3300000000
4,3,0,358.0,144.0,Tangerang Selatan,5900000000
4,3,2,65.0,60.0,Tangerang Selatan,3466355871
3,2,0,50.0,60.0,Tangerang Selatan,3466355871
3,3,2,99.0,84.0,Tangerang Selatan,2700000000
3,2,0,66.0,80.0,Tangerang Selatan,1250000000
3,2,2,163.0,169.0,Tangerang Selatan,4700000000
4,3,2,185.0,195.0,Tangerang Selatan,4970000000
3,2,1,100.0,153.0,Tangerang Selatan,2200000000
3,2,1,144.0,72.0,Tangerang Selatan,3466355871
7,4,0,300.0,255.0,Tangerang Selatan,6700000000
3,3,0,200.0,144.0,Tangerang Selatan,5300000000
5,5,1,206.0,162.0,Tangerang Selatan,1900000000
4,3,1,70.0,133.0,Tangerang Selatan,2850000000
3,2,1,90.0,78.0,Tangerang Selatan,1600000000
7,5,0,200.0,135.0,Tangerang Selatan,4000000000
2,1,0,45.0,65.0,Tangerang Selatan,3466355871
3,2,2,60.0,68.0,Tangerang Selatan,3466355871
4,3,2,210.0,144.0,Tangerang Selatan,3800000000
2,1,0,60.0,30.0,Tangerang Selatan,3466355871
4,3,2,152.0,120.0,Tangerang Selatan,2400000000
4,4,0,1037.0,1037.0,Tangerang Selatan,9700000000
3,2,0,50.0,60.0,Tangerang Selatan,3466355871
3,2,1,88.0,72.0,Tangerang Selatan,2350000000
2,2,1,50.0,83.0,Tangerang Selatan,3466355871
5,5,2,628.0,660.0,Tangerang Selatan,6500000000
3,1,2,52.0,66.0,Tangerang Selatan,3466355871
4,3,2,175.0,162.0,Tangerang Selatan,3950000000
3,3,0,130.0,169.0,Tangerang Selatan,1920000000
6,4,0,200.0,248.0,Tangerang Selatan,2100000000
2,2,1,46.0,96.0,Tangerang Selatan,3466355871
3,2,1,120.0,160.0,Tangerang Selatan,1600000000
3,3,1,132.0,66.0,Tangerang Selatan,1570000000
6,2,0,150.0,227.0,Tangerang Selatan,1300000000
3,2,1,78.0,72.0,Tangerang Selatan,3466355871
3,2,1,99.0,123.0,Tangerang Selatan,1440000000
2,1,1,55.0,84.0,Tangerang Selatan,1300000000
3,3,1,200.0,187.0,Tangerang Selatan,4000000000
4,2,2,192.0,145.0,Tangerang Selatan,2900000000
4,3,0,200.0,136.0,Tangerang Selatan,3900000000
2,1,1,36.0,60.0,Tangerang Selatan,3466355871
3,2,0,50.0,60.0,Tangerang Selatan,3466355871
3,2,0,125.0,136.0,Tangerang Selatan,2250000000
2,2,1,40.0,72.0,Tangerang Selatan,3466355871
2,1,1,45.0,80.0,Tangerang Selatan,3466355871
3,2,1,100.0,120.0,Tangerang Selatan,1750000000
6,5,0,250.0,167.0,Tangerang Selatan,3700000000
3,2,1,200.0,156.0,Tangerang Selatan,2550000000
4,3,2,249.0,204.0,Tangerang Selatan,5800000000
3,2,1,115.0,72.0,Tangerang Selatan,2100000000
3,3,1,150.0,128.0,Tangerang Selatan,2100000000
3,3,0,200.0,145.0,Tangerang Selatan,2500000000
3,2,1,95.0,72.0,Tangerang Selatan,1040000000
5,3,1,240.0,335.0,Tangerang Selatan,7000000000
3,4,1,165.0,117.0,Tangerang Selatan,2600000000
4,4,2,152.0,120.0,Tangerang Selatan,4410000000
5,6,2,340.0,180.0,Tangerang Selatan,4500000000
4,3,2,250.0,298.0,Tangerang Selatan,5800000000
5,4,1,177.0,197.0,Tangerang Selatan,4100000000
3,3,1,129.0,100.0,Tangerang Selatan,2400000000
3,3,1,78.0,101.0,Tangerang Selatan,3466355871
2,1,1,100.0,127.0,Tangerang Selatan,1950000000
3,2,1,85.0,72.0,Tangerang Selatan,1250000000
2,1,1,60.0,152.0,Tangerang Selatan,2160000000
4,2,2,180.0,180.0,Tangerang Selatan,4000000000
4,3,2,250.0,151.0,Tangerang Selatan,3000000000
5,4,4,315.0,247.0,Tangerang Selatan,3500000000
3,2,2,99.0,84.0,Tangerang Selatan,2500000000
4,2,1,80.0,160.0,Tangerang Selatan,3466355871
3,1,0,95.0,84.0,Tangerang Selatan,1300000000
2,2,1,58.0,60.0,Tangerang Selatan,3466355871
3,3,2,140.0,85.0,Tangerang Selatan,1770000000
3,3,2,150.0,120.0,Tangerang Selatan,4300000000
3,3,1,96.0,126.0,Tangerang Selatan,2300000000
4,3,4,1000.0,598.0,Tangerang Selatan,7800000000
4,4,2,152.0,120.0,Tangerang Selatan,4410000000
2,2,0,60.0,32.0,Tangerang Selatan,3466355871
3,3,1,140.0,72.0,Tangerang Selatan,1560000000
3,3,1,110.0,221.0,Tangerang Selatan,2200000000
5,5,1,500.0,450.0,Tangerang Selatan,5000000000
6,4,2,760.0,470.0,Tangerang Selatan,6300000000
3,2,2,45.0,60.0,Tangerang Selatan,3466355871
4,4,2,375.0,452.0,Tangerang Selatan,10000000000
2,1,1,45.0,70.0,Tangerang Selatan,3466355871
5,4,2,450.0,250.0,Tangerang Selatan,5600000000
3,2,2,65.0,60.0,Tangerang Selatan,3466355871
3,1,1,67.0,60.0,Tangerang Selatan,3466355871
4,3,2,175.0,237.0,Tangerang Selatan,8000000000
4,5,0,348.0,630.0,Tangerang Selatan,14500000000
2,1,1,46.0,90.0,Tangerang Selatan,3466355871
6,4,0,200.0,248.0,Tangerang Selatan,2100000000
4,3,2,175.0,150.0,Tangerang Selatan,3650000000
4,4,0,54.0,72.0,Tangerang Selatan,3466355871
4,4,3,294.0,204.0,Tangerang Selatan,10100000000
3,2,1,200.0,236.0,Tangerang Selatan,2500000000
3,2,0,120.0,90.0,Tangerang Selatan,1950000000
2,2,2,60.0,76.0,Tangerang Selatan,3466355871
3,3,1,132.0,66.0,Tangerang Selatan,1570000000
2,1,1,90.0,120.0,Tangerang Selatan,1850000000
2,3,0,100.0,72.0,Tangerang Selatan,1950000000
5,4,0,250.0,144.0,Tangerang Selatan,3000000000
4,3,2,185.0,195.0,Tangerang Selatan,4850000000
3,2,1,85.0,72.0,Tangerang Selatan,1250000000
4,3,2,250.0,298.0,Tangerang Selatan,5800000000
2,1,1,36.0,64.0,Tangerang Selatan,3466355871
3,4,1,350.0,292.0,Tangerang Selatan,10000000000
2,1,0,90.0,126.0,Tangerang Selatan,1750000000
3,2,1,83.0,84.0,Tangerang Selatan,2000000000
3,2,0,160.0,132.0,Tangerang Selatan,2800000000
2,1,0,60.0,121.0,Tangerang Selatan,3466355871
2,2,1,80.0,94.0,Tangerang Selatan,1400000000
2,2,0,77.0,120.0,Tangerang Selatan,1200000000
5,5,2,190.0,219.0,Tangerang Selatan,3400000000
3,1,1,100.0,120.0,Tangerang Selatan,2500000000
3,2,0,65.0,60.0,Tangerang Selatan,3466355871
4,2,1,150.0,180.0,Tangerang Selatan,2870000000
2,2,1,82.0,110.0,Tangerang Selatan,3466355871
4,3,2,220.0,160.0,Tangerang Selatan,3900000000
3,2,1,67.0,119.0,Tangerang Selatan,3466355871
3,2,0,70.0,96.0,Tangerang Selatan,1550000000
3,2,0,72.0,60.0,Tangerang Selatan,3466355871
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
3,2,2,120.0,107.0,Tangerang Selatan,2800000000
3,3,2,150.0,502.0,Tangerang Selatan,4200000000
3,3,2,100.0,95.0,Tangerang Selatan,2200000000
3,3,0,130.0,169.0,Tangerang Selatan,1920000000
4,3,1,220.0,180.0,Tangerang Selatan,2700000000
4,3,1,65.0,60.0,Tangerang Selatan,3466355871
2,1,2,38.0,114.0,Tangerang Selatan,3466355871
5,4,0,398.0,237.0,Tangerang Selatan,7500000000
5,5,0,900.0,1597.0,Tangerang Selatan,16000000000
3,2,1,60.0,64.0,Tangerang Selatan,3466355871
4,4,0,250.0,200.0,Tangerang Selatan,4000000000
4,4,2,276.0,225.0,Tangerang Selatan,3400000000
3,2,1,84.0,83.0,Tangerang Selatan,1050000000
3,2,2,70.0,60.0,Tangerang Selatan,3466355871
4,4,2,250.0,180.0,Tangerang Selatan,4500000000
3,2,0,50.0,60.0,Tangerang Selatan,3466355871
4,4,1,260.0,240.0,Tangerang Selatan,3900000000
3,2,0,75.0,60.0,Tangerang Selatan,3466355871
4,3,0,200.0,100.0,Tangerang Selatan,2900000000
3,2,1,69.0,74.0,Tangerang Selatan,1300000000
6,4,3,480.0,676.0,Tangerang Selatan,7500000000
4,3,2,111.0,80.0,Tangerang Selatan,1550000000
3,1,1,52.0,66.0,Tangerang Selatan,3466355871
4,5,2,300.0,235.0,Tangerang Selatan,5200000000
2,1,0,42.0,70.0,Tangerang Selatan,3466355871
3,3,2,130.0,126.0,Tangerang Selatan,2500000000
3,2,0,125.0,237.0,Tangerang Selatan,2350000000
3,2,1,60.0,64.0,Tangerang Selatan,3466355871
3,3,1,89.0,84.0,Tangerang Selatan,2350000000
2,2,0,71.0,72.0,Tangerang Selatan,1200000000
4,3,2,168.0,180.0,Tangerang Selatan,3100000000
4,1,1,56.0,145.0,Tangerang Selatan,1500000000
2,1,1,100.0,170.0,Tangerang Selatan,1450000000
3,2,1,133.0,60.0,Tangerang Selatan,2100000000
2,2,1,55.0,72.0,Tangerang Selatan,1440000000
5,2,2,180.0,198.0,Tangerang Selatan,5800000000
3,2,2,67.0,60.0,Tangerang Selatan,3466355871
4,5,0,300.0,235.0,Tangerang Selatan,5200000000
3,2,1,75.0,100.0,Tangerang Selatan,1310000000
4,3,2,300.0,177.0,Tangerang Selatan,5800000000
2,2,2,42.0,60.0,Tangerang Selatan,3466355871
3,2,2,65.0,60.0,Tangerang Selatan,3466355871
3,3,1,120.0,147.0,Tangerang Selatan,2100000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
3,3,1,132.0,65.0,Tangerang Selatan,1680000000
2,2,1,66.0,78.0,Tangerang Selatan,1300000000
4,3,0,200.0,150.0,Tangerang Selatan,4400000000
4,4,2,350.0,204.0,Tangerang Selatan,5700000000
3,2,1,120.0,84.0,Tangerang Selatan,2300000000
3,2,1,70.0,60.0,Tangerang Selatan,1110000000
3,3,2,125.0,84.0,Tangerang Selatan,1950000000
3,2,1,160.0,165.0,Tangerang Selatan,1080000000
3,2,1,85.0,144.0,Tangerang Selatan,2450000000
4,3,2,200.0,150.0,Tangerang Selatan,4000000000
3,2,1,90.0,110.0,Tangerang Selatan,1320000000
3,3,1,120.0,98.0,Tangerang Selatan,1970000000
3,2,1,160.0,200.0,Tangerang Selatan,2450000000
7,5,0,343.0,340.0,Tangerang Selatan,8400000000
2,1,1,1.0,108.0,Tangerang Selatan,3466355871
3,2,0,238.0,119.0,Tangerang Selatan,1450000000
3,3,2,70.0,70.0,Tangerang Selatan,1100000000
3,3,1,110.0,84.0,Tangerang Selatan,2300000000
4,3,1,249.0,205.0,Tangerang Selatan,5750000000
4,3,2,150.0,128.0,Tangerang Selatan,1950000000
4,3,1,160.0,196.0,Tangerang Selatan,1050000000
4,3,2,250.0,144.0,Tangerang Selatan,2990000000
3,2,2,65.0,60.0,Tangerang Selatan,3466355871
3,2,2,45.0,60.0,Tangerang Selatan,3466355871
3,2,0,72.0,84.0,Tangerang Selatan,1500000000
5,4,3,250.0,323.0,Tangerang Selatan,6950000000
3,3,1,100.0,89.0,Tangerang Selatan,1550000000
2,1,1,38.0,60.0,Tangerang Selatan,3466355871
3,2,2,104.0,80.0,Tangerang Selatan,3466355871
3,2,1,200.0,120.0,Tangerang Selatan,2400000000
6,3,2,125.0,108.0,Tangerang Selatan,2090000000
4,3,1,165.0,120.0,Tangerang Selatan,3050000000
4,3,1,250.0,298.0,Tangerang Selatan,5800000000
5,4,0,185.0,150.0,Tangerang Selatan,3800000000
4,3,4,150.0,202.0,Tangerang Selatan,3500000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
6,4,2,200.0,135.0,Tangerang Selatan,3950000000
3,2,1,100.0,120.0,Tangerang Selatan,1750000000
3,2,1,150.0,128.0,Tangerang Selatan,2500000000
5,3,0,180.0,89.0,Tangerang Selatan,1500000000
4,4,1,181.0,185.0,Tangerang Selatan,3500000000
3,1,0,120.0,120.0,Tangerang Selatan,1250000000
4,4,0,100.0,105.0,Tangerang Selatan,3150000000
3,3,1,162.0,120.0,Tangerang Selatan,2500000000
4,4,0,348.0,379.0,Tangerang Selatan,17500000000
4,3,1,120.0,120.0,Tangerang Selatan,1970000000
2,1,1,72.0,90.0,Tangerang Selatan,1100000000
4,4,0,130.0,100.0,Tangerang Selatan,1870000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
3,2,0,69.0,96.0,Tangerang Selatan,2190000000
2,1,1,70.0,90.0,Tangerang Selatan,1500000000
4,3,2,250.0,204.0,Tangerang Selatan,5500000000
3,3,1,195.0,250.0,Tangerang Selatan,4680000000
3,3,1,132.0,66.0,Tangerang Selatan,1560000000
5,5,0,180.0,380.0,Tangerang Selatan,3600000000
4,3,0,150.0,180.0,Tangerang Selatan,2870000000
3,1,0,87.0,84.0,Tangerang Selatan,1070000000
3,2,1,51.0,81.0,Tangerang Selatan,3466355871
2,1,1,38.0,72.0,Tangerang Selatan,3466355871
3,2,1,107.0,99.0,Tangerang Selatan,1300000000
2,1,1,45.0,70.0,Tangerang Selatan,3466355871
3,3,2,96.0,126.0,Tangerang Selatan,2300000000
4,3,2,248.0,170.0,Tangerang Selatan,6760000000
3,3,1,132.0,60.0,Tangerang Selatan,1680000000
3,2,1,350.0,200.0,Tangerang Selatan,1600000000
2,1,0,36.0,122.0,Tangerang Selatan,1030000000
4,4,2,234.0,250.0,Tangerang Selatan,5500000000
3,3,0,115.0,105.0,Tangerang Selatan,2200000000
3,2,1,55.0,81.0,Tangerang Selatan,3466355871
5,5,3,1000.0,467.0,Tangerang Selatan,5900000000
2,1,1,60.0,121.0,Tangerang Selatan,3466355871
5,2,1,110.0,220.0,Tangerang Selatan,1600000000
2,2,1,55.0,72.0,Tangerang Selatan,1020000000
3,3,2,65.0,60.0,Tangerang Selatan,3466355871
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
3,3,1,150.0,90.0,Tangerang Selatan,1670000000
4,3,1,129.0,120.0,Tangerang Selatan,2750000000
2,1,0,41.0,72.0,Tangerang Selatan,1300000000
5,3,0,230.0,300.0,Tangerang Selatan,2500000000
3,2,1,178.0,280.0,Tangerang Selatan,3950000000
4,3,1,129.0,120.0,Tangerang Selatan,3200000000
3,2,1,90.0,90.0,Tangerang Selatan,1150000000
4,3,1,200.0,180.0,Tangerang Selatan,2970000000
5,4,2,250.0,360.0,Tangerang Selatan,8000000000
4,3,1,126.0,90.0,Tangerang Selatan,1590000000
5,4,0,200.0,203.0,Tangerang Selatan,4900000000
4,3,1,140.0,112.0,Tangerang Selatan,1990000000
3,2,1,100.0,128.0,Tangerang Selatan,1700000000
3,2,2,78.0,72.0,Tangerang Selatan,1950000000
5,3,2,450.0,400.0,Tangerang Selatan,8500000000
2,1,1,40.0,72.0,Tangerang Selatan,3466355871
5,4,2,650.0,570.0,Tangerang Selatan,3900000000
3,2,1,88.0,152.0,Tangerang Selatan,1680000000
2,2,1,145.0,120.0,Tangerang Selatan,1250000000
4,2,1,115.0,90.0,Tangerang Selatan,1550000000
3,2,1,60.0,65.0,Tangerang Selatan,3466355871
3,2,2,80.0,128.0,Tangerang Selatan,1400000000
2,1,2,36.0,60.0,Tangerang Selatan,3466355871
4,3,0,170.0,117.0,Tangerang Selatan,2900000000
4,3,2,160.0,135.0,Tangerang Selatan,4450000000
3,3,1,132.0,65.0,Tangerang Selatan,1680000000
3,2,2,100.0,163.0,Tangerang Selatan,1650000000
3,2,0,45.0,60.0,Tangerang Selatan,3466355871
3,1,3,200.0,396.0,Tangerang Selatan,3500000000
3,3,0,110.0,71.0,Tangerang Selatan,1720000000
4,2,2,450.0,753.0,Tangerang Selatan,15000000000
5,5,2,250.0,150.0,Tangerang Selatan,3500000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
3,3,2,130.0,169.0,Tangerang Selatan,1920000000
3,2,1,63.0,60.0,Tangerang Selatan,3466355871
5,4,0,250.0,144.0,Tangerang Selatan,3000000000
5,4,0,185.0,150.0,Tangerang Selatan,3800000000
2,2,0,148.0,96.0,Tangerang Selatan,1390000000
3,2,1,88.0,152.0,Tangerang Selatan,1680000000
3,3,2,125.0,84.0,Tangerang Selatan,1600000000
7,5,0,200.0,135.0,Tangerang Selatan,4000000000
2,1,0,65.0,85.0,Tangerang Selatan,3466355871
3,2,1,54.0,77.0,Tangerang Selatan,1250000000
3,3,1,125.0,84.0,Tangerang Selatan,1600000000
3,3,1,108.0,103.0,Tangerang Selatan,2500000000
4,3,2,500.0,371.0,Tangerang Selatan,4500000000
2,1,0,100.0,90.0,Tangerang Selatan,1550000000
3,3,0,100.0,72.0,Tangerang Selatan,1950000000
4,3,1,135.0,144.0,Tangerang Selatan,2200000000
3,3,1,90.0,117.0,Tangerang Selatan,1370000000
2,2,1,80.0,120.0,Tangerang Selatan,1550000000
3,1,1,150.0,300.0,Tangerang Selatan,2950000000
3,2,1,80.0,80.0,Tangerang Selatan,1200000000
2,1,0,90.0,75.0,Tangerang Selatan,1490000000
4,3,2,100.0,132.0,Tangerang Selatan,3000000000
3,2,2,250.0,335.0,Tangerang Selatan,2600000000
3,2,2,45.0,60.0,Tangerang Selatan,3466355871
5,2,2,412.0,360.0,Tangerang Selatan,8500000000
5,4,1,314.0,256.0,Tangerang Selatan,3600000000
3,2,2,200.0,216.0,Tangerang Selatan,3650000000
2,1,1,60.0,90.0,Tangerang Selatan,3466355871
4,3,2,248.0,170.0,Tangerang Selatan,7110000000
3,2,2,98.0,90.0,Tangerang Selatan,2500000000
2,1,1,52.0,72.0,Tangerang Selatan,1090000000
3,3,1,96.0,72.0,Tangerang Selatan,2300000000
3,2,1,88.0,152.0,Tangerang Selatan,1680000000
4,4,0,300.0,266.0,Tangerang Selatan,5850000000
4,3,0,165.0,210.0,Tangerang Selatan,1600000000
4,3,2,249.0,205.0,Tangerang Selatan,5750000000
3,2,1,65.0,60.0,Tangerang Selatan,3466355871
3,2,1,50.0,64.0,Tangerang Selatan,3466355871
4,3,2,149.0,172.0,Tangerang Selatan,4400000000
6,6,2,430.0,400.0,Tangerang Selatan,6700000000
5,3,2,190.0,245.0,Tangerang Selatan,2750000000
3,1,1,60.0,108.0,Tangerang Selatan,1000000000
4,4,0,232.0,180.0,Tangerang Selatan,4250000000
2,1,1,75.0,90.0,Tangerang Selatan,3466355871
5,3,3,335.0,206.0,Tangerang Selatan,4200000000
3,2,1,65.0,50.0,Tangerang Selatan,3466355871
3,2,0,120.0,82.0,Tangerang Selatan,2250000000
3,2,1,60.0,64.0,Tangerang Selatan,3466355871
3,3,2,70.0,70.0,Tangerang Selatan,1100000000
2,1,0,69.0,130.0,Tangerang Selatan,2200000000
6,4,0,180.0,195.0,Tangerang Selatan,2750000000
3,3,1,110.0,77.0,Tangerang Selatan,1350000000
3,3,0,115.0,105.0,Tangerang Selatan,2200000000
4,5,0,307.0,892.0,Tangerang Selatan,7000000000
3,2,1,60.0,60.0,Tangerang Selatan,3466355871
4,2,0,210.0,144.0,Tangerang Selatan,2970000000
2,1,1,41.0,72.0,Tangerang Selatan,3466355871
3,3,2,203.0,315.0,Tangerang Selatan,5000000000
3,2,1,67.0,76.0,Tangerang Selatan,1680000000
3,2,1,78.0,77.0,Tangerang Selatan,1770000000
3,3,0,157.0,257.0,Tangerang Selatan,3500000000
3,2,0,78.0,72.0,Tangerang Selatan,3466355871
4,3,2,264.0,272.0,Tangerang Selatan,6900000000
3,2,2,50.0,67.0,Tangerang Selatan,3466355871
3,4,2,85.0,72.0,Tangerang Selatan,2300000000
3,2,2,99.0,84.0,Tangerang Selatan,2500000000
4,3,1,255.0,240.0,Tangerang Selatan,4200000000
4,4,0,100.0,105.0,Tangerang Selatan,3150000000
2,2,0,36.0,72.0,Tangerang Selatan,1600000000
3,2,3,48.0,60.0,Tangerang Selatan,3466355871
3,2,0,116.0,109.0,Tangerang Selatan,1600000000
2,1,1,40.0,98.0,Tangerang Selatan,3466355871
4,3,1,170.0,133.0,Tangerang Selatan,2850000000
5,4,0,300.0,255.0,Tangerang Selatan,6750000000
6,4,2,400.0,246.0,Tangerang Selatan,1350000000
5,3,0,142.0,124.0,Tangerang Selatan,1700000000
4,3,3,250.0,135.0,Tangerang Selatan,3400000000
5,3,2,300.0,396.0,Tangerang Selatan,5800000000
3,2,1,69.0,72.0,Tangerang Selatan,1100000000
3,2,1,60.0,64.0,Tangerang Selatan,3466355871
5,3,0,150.0,150.0,Tangerang Selatan,4100000000
5,3,1,200.0,135.0,Tangerang Selatan,1750000000
3,2,2,65.0,60.0,Tangerang Selatan,3466355871
3,4,1,110.0,184.0,Tangerang Selatan,2400000000
4,3,2,120.0,96.0,Tangerang Selatan,1700000000
2,2,1,77.0,120.0,Tangerang Selatan,1200000000
3,2,1,144.0,72.0,Tangerang Selatan,3466355871
3,3,0,110.0,78.0,Tangerang Selatan,1500000000
3,2,1,70.0,94.0,Tangerang Selatan,3466355871
4,4,2,250.0,180.0,Tangerang Selatan,4500000000
3,2,2,250.0,216.0,Tangerang Selatan,4300000000
4,3,1,200.0,180.0,Tangerang Selatan,2970000000
3,3,1,149.0,145.0,Tangerang Selatan,2500000000
2,2,1,77.0,120.0,Tangerang Selatan,1200000000
2,1,1,60.0,144.0,Tangerang Selatan,1700000000
4,4,0,280.0,185.0,Tangerang Selatan,3500000000
3,3,0,192.0,120.0,Tangerang Selatan,2500000000
3,2,2,70.0,60.0,Tangerang Selatan,3466355871
3,3,1,96.0,128.0,Tangerang Selatan,2000000000
3,3,0,120.0,94.0,Tangerang Selatan,2000000000
4,4,1,350.0,234.0,Tangerang Selatan,6700000000
3,2,2,45.0,60.0,Tangerang Selatan,3466355871
3,2,1,67.0,65.0,Tangerang Selatan,3466355871
4,3,2,175.0,162.0,Tangerang Selatan,3600000000
2,1,1,72.0,90.0,Tangerang Selatan,3466355871
3,4,0,110.0,270.0,Tangerang Selatan,1700000000
2,1,2,36.0,60.0,Tangerang Selatan,3466355871
3,3,1,125.0,103.0,Tangerang Selatan,2000000000
4,3,2,300.0,360.0,Tangerang Selatan,3900000000
4,3,1,250.0,172.0,Tangerang Selatan,1850000000
3,3,2,250.0,427.0,Tangerang Selatan,12500000000
3,3,1,110.0,84.0,Tangerang Selatan,2300000000
4,3,2,225.0,255.0,Tangerang Selatan,6500000000
4,3,0,160.0,120.0,Tangerang Selatan,2200000000
2,1,1,45.0,80.0,Tangerang Selatan,3466355871
3,2,0,60.0,85.0,Tangerang Selatan,3466355871
4,3,2,200.0,180.0,Tangerang Selatan,4100000000
4,2,2,140.0,200.0,Tangerang Selatan,3500000000
3,2,1,100.0,153.0,Tangerang Selatan,2200000000
5,3,2,400.0,228.0,Tangerang Selatan,5500000000
2,1,0,50.0,80.0,Tangerang Selatan,3466355871
4,3,2,125.0,96.0,Tangerang Selatan,1700000000
4,2,1,125.0,144.0,Tangerang Selatan,3500000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
4,3,2,200.0,150.0,Tangerang Selatan,4500000000
3,2,1,60.0,60.0,Tangerang Selatan,3466355871
2,1,0,70.0,81.0,Tangerang Selatan,3466355871
3,3,0,180.0,148.0,Tangerang Selatan,2500000000
3,3,1,120.0,80.0,Tangerang Selatan,1900000000
2,1,2,100.0,120.0,Tangerang Selatan,1500000000
3,2,1,50.0,64.0,Tangerang Selatan,3466355871
4,3,0,210.0,144.0,Tangerang Selatan,3800000000
3,3,0,120.0,154.0,Tangerang Selatan,1580000000
3,3,0,100.0,72.0,Tangerang Selatan,1950000000
4,3,2,210.0,144.0,Tangerang Selatan,3800000000
5,4,3,350.0,204.0,Tangerang Selatan,5700000000
4,2,0,72.0,72.0,Tangerang Selatan,1700000000
3,2,2,72.0,60.0,Tangerang Selatan,3466355871
3,2,1,80.0,108.0,Tangerang Selatan,1370000000
2,1,1,88.0,120.0,Tangerang Selatan,1350000000
7,3,0,300.0,204.0,Tangerang Selatan,2750000000
3,2,2,163.0,169.0,Tangerang Selatan,4700000000
3,2,2,100.0,95.0,Tangerang Selatan,2200000000
2,2,2,110.0,90.0,Tangerang Selatan,2350000000
4,4,2,183.0,168.0,Tangerang Selatan,2900000000
4,3,1,300.0,360.0,Tangerang Selatan,5000000000
4,3,2,125.0,132.0,Tangerang Selatan,2520000000
4,3,1,220.0,265.0,Tangerang Selatan,3500000000
3,2,1,200.0,216.0,Tangerang Selatan,3300000000
3,2,0,80.0,112.0,Tangerang Selatan,1520000000
2,1,0,44.0,120.0,Tangerang Selatan,1950000000
3,2,0,98.0,84.0,Tangerang Selatan,1400000000
3,2,1,70.0,94.0,Tangerang Selatan,3466355871
3,3,0,290.0,185.0,Tangerang Selatan,3600000000
4,4,2,400.0,320.0,Tangerang Selatan,8300000000
3,2,0,50.0,60.0,Tangerang Selatan,3466355871
3,3,1,150.0,90.0,Tangerang Selatan,1750000000
3,2,2,160.0,120.0,Tangerang Selatan,2000000000
4,4,2,167.0,135.0,Tangerang Selatan,5700000000
3,2,2,50.0,60.0,Tangerang Selatan,3466355871
2,2,1,90.0,60.0,Tangerang Selatan,3466355871
3,2,1,94.0,120.0,Tangerang Selatan,1300000000
3,3,1,90.0,90.0,Tangerang Selatan,1280000000
4,3,1,138.0,69.0,Tangerang Selatan,1200000000
4,2,0,160.0,120.0,Tangerang Selatan,1100000000
3,2,1,90.0,126.0,Bekasi,1700000000
3,2,1,90.0,72.0,Bekasi,1050000000
3,2,2,130.0,91.0,Bekasi,1290000000
4,3,0,136.0,128.0,Bekasi,3020000000
2,2,0,55.0,60.0,Bekasi,1100000000
2,2,1,120.0,90.0,Bekasi,2993723296
3,3,2,83.0,78.0,Bekasi,2993723296
2,2,0,50.0,60.0,Bekasi,1390000000
5,4,0,250.0,219.0,Bekasi,5000000000
2,1,1,70.0,90.0,Bekasi,1150000000
3,2,1,90.0,72.0,Bekasi,1050000000
2,1,1,48.0,72.0,Bekasi,2993723296
2,1,1,40.0,66.0,Bekasi,2993723296
3,1,1,120.0,100.0,Bekasi,2993723296
3,2,0,59.0,180.0,Bekasi,1150000000
2,1,1,45.0,60.0,Bekasi,2993723296
3,3,1,348.0,198.0,Bekasi,3000000000
3,2,1,60.0,94.0,Bekasi,1050000000
2,1,0,100.0,90.0,Bekasi,1100000000
4,4,0,216.0,160.0,Bekasi,3500000000
4,2,2,130.0,92.0,Bekasi,1290000000
4,4,2,150.0,190.0,Bekasi,2300000000
3,2,2,55.0,72.0,Bekasi,2993723296
3,1,1,90.0,120.0,Bekasi,1100000000
2,1,0,70.0,105.0,Bekasi,2993723296
2,1,1,50.0,60.0,Bekasi,2993723296
2,1,1,36.0,64.0,Bekasi,2993723296
5,4,1,200.0,125.0,Bekasi,1380000000
3,2,0,120.0,165.0,Bekasi,2993723296
3,3,0,100.0,136.0,Bekasi,1500000000
3,3,1,85.0,60.0,Bekasi,2993723296
4,2,1,120.0,66.0,Bekasi,1700000000
3,2,0,100.0,150.0,Bekasi,2993723296
3,2,1,100.0,114.0,Bekasi,2993723296
2,1,1,54.0,90.0,Bekasi,2993723296
1,1,0,72.0,72.0,Bekasi,2993723296
3,3,1,135.0,76.0,Bekasi,1300000000
3,2,0,86.0,94.0,Bekasi,1100000000
3,2,0,84.0,84.0,Bekasi,1810000000
5,4,2,200.0,240.0,Bekasi,3000000000
3,2,1,87.0,66.0,Bekasi,2993723296
3,2,0,84.0,84.0,Bekasi,1810000000
2,2,0,66.0,76.0,Bekasi,1350000000
5,2,1,180.0,228.0,Bekasi,1650000000
4,3,0,138.0,170.0,Bekasi,3700000000
3,2,1,55.0,72.0,Bekasi,2993723296
2,1,1,45.0,60.0,Bekasi,2993723296
3,3,2,400.0,200.0,Bekasi,2500000000
2,1,1,47.0,84.0,Bekasi,2993723296
