km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,umr,jlh-pdk,harga
3,3,0,144,128,Tangerang,4285858,3245689,3120000000
3,3,0,140,152,Tangerang,4285859,3245690,3000000000
3,3,1,75,100,Tangerang,4285860,3245691,1310000000
3,3,2,150,234,Tangerang,4285861,3245692,2880000000
3,3,1,144,72,Tangerang,4285862,3245693,4543403416
3,2,0,65,90,Tangerang,4285863,3245694,1250000000
3,2,0,54,84,Tangerang,4285864,3245695,1020000000
3,3,0,125,132,Tangerang,4285865,3245696,2520000000
3,3,0,287,198,Tangerang,4285866,3245697,8390000000
3,2,1,135,105,Tangerang,4285867,3245698,3830000000
3,3,1,155,200,Tangerang,4285868,3245699,4270000000
3,2,1,133,119,Tangerang,4285869,3245700,3450000000
3,3,2,130,108,Tangerang,4285870,3245701,2100000000
3,2,2,50,50,Tangerang,4285871,3245702,1050000000
3,2,1,72,60,Tangerang,4285872,3245703,4543403416
3,2,2,277,144,Tangerang,4285873,3245704,7060000000
3,3,1,100,144,Tangerang,4285874,3245705,1860000000
3,3,1,67,76,Tangerang,4285875,3245706,1680000000
3,2,3,241,205,Tangerang,4285876,3245707,6940000000
3,3,2,134,105,Tangerang,4285877,3245708,3830000000
3,2,2,176,140,Tangerang,4285878,3245709,5050000000
3,2,0,209,160,Tangerang,4285879,3245710,5860000000
3,3,1,126,90,Tangerang,4285880,3245711,1590000000
3,2,1,110,96,Tangerang,4285881,3245712,1440000000
3,3,1,54,60,Tangerang,4285882,3245713,4543403416
3,3,0,155,200,Tangerang,4285883,3245714,4270000000
3,3,1,144,72,Tangerang,4285884,3245715,4543403416
3,2,1,36,60,Tangerang,4285885,3245716,4543403416
3,2,1,70,50,Tangerang,4285886,3245717,1600000000
3,3,1,70,50,Tangerang,4285887,3245718,1600000000
3,2,1,105,123,Tangerang,4285888,3245719,1680000000
3,3,1,53,60,Tangerang,4285889,3245720,1250000000
3,2,10,2500,3087,Tangerang,4285890,3245721,95000000000
3,3,2,400,365,Tangerang,4285891,3245722,5700000000
3,2,0,480,300,Tangerang,4285892,3245723,13700000000
3,3,1,144,128,Tangerang,4285893,3245724,3120000000
3,2,0,97,77,Tangerang,4285894,3245725,1170000000
3,3,0,175,200,Tangerang,4285895,3245726,2050000000
3,3,0,115,160,Tangerang,4285896,3245727,1750000000
3,3,0,349,336,Tangerang,4285897,3245728,14500000000
3,2,1,72,60,Tangerang,4285898,3245729,4543403416
3,2,2,193,200,Tangerang,4285899,3245730,4980000000
3,3,0,90,32,Tangerang,4285900,3245731,1020000000
3,2,2,83,72,Tangerang,4285901,3245732,4543403416
3,3,2,139,180,Tangerang,4285902,3245733,2050000000
3,3,2,183,128,Tangerang,4285903,3245734,4000000000
3,2,2,316,420,Tangerang,4285904,3245735,4250000000
3,3,2,155,200,Tangerang,4285905,3245736,4270000000
3,3,3,390,320,Tangerang,4285906,3245737,12400000000
3,2,0,176,131,Tangerang,4285907,3245738,1700000000
3,3,2,180,112,Tangerang,4285908,3245739,4000000000
3,3,0,231,126,Tangerang,4285909,3245740,5350000000
3,2,0,260,300,Tangerang,4285910,3245741,7500000000
3,2,1,57,72,Tangerang,4285911,3245742,4543403416
3,3,0,465,396,Tangerang,4285912,3245743,17000000000
3,2,2,183,128,Tangerang,4285913,3245744,4000000000
3,3,0,90,103,Tangerang,4285914,3245745,4543403416
3,2,1,72,60,Tangerang,4285915,3245746,4543403416
3,3,0,90,103,Tangerang,4285916,3245747,4543403416
3,3,0,50,83,Tangerang,4285917,3245748,4543403416
3,2,0,54,84,Tangerang,4285918,3245749,1020000000
3,2,1,277,144,Tangerang,4285919,3245750,6660000000
3,2,1,72,60,Tangerang,4285920,3245751,4543403416
3,3,0,270,157,Tangerang,4285921,3245752,2800000000
3,3,0,144,128,Tangerang,4285922,3245753,3120000000
3,2,1,55,40,Tangerang,4285923,3245754,4543403416
3,3,0,193,160,Tangerang,4285924,3245755,4400000000
3,3,2,450,417,Tangerang,4285925,3245756,10000000000
3,2,2,194,112,Tangerang,4285926,3245757,3000000000
3,2,0,750,350,Tangerang,4285927,3245758,10200000000
3,3,4,850,1100,Tangerang,4285928,3245759,25000000000
3,2,0,60,90,Tangerang,4285929,3245760,1350000000
3,3,2,200,169,Tangerang,4285930,3245761,3200000000
3,2,2,285,220,Tangerang,4285931,3245762,7400000000
3,2,2,600,300,Tangerang,4285932,3245763,12500000000
3,3,1,54,84,Tangerang,4285933,3245764,1020000000
3,3,1,287,215,Tangerang,4285934,3245765,8820000000
3,3,0,160,128,Tangerang,4285935,3245766,1490000000
3,3,0,60,85,Tangerang,4285936,3245767,4543403416
3,2,0,235,490,Tangerang,4285937,3245768,3490000000
3,2,3,209,160,Tangerang,4285938,3245769,5860000000
3,2,1,176,140,Tangerang,4285939,3245770,5050000000
3,2,1,155,200,Tangerang,4285940,3245771,4280000000
3,2,0,134,105,Tangerang,4285941,3245772,3830000000
3,2,2,150,135,Tangerang,4285942,3245773,1600000000
3,2,1,55,46,Tangerang,4285943,3245774,4543403416
3,2,1,277,144,Tangerang,4285944,3245775,6660000000
3,2,1,56,52,Tangerang,4285945,3245776,4543403416
3,2,2,155,200,Tangerang,4285946,3245777,4270000000
3,3,2,157,136,Tangerang,4285947,3245778,3320000000
3,3,2,418,336,Tangerang,4285948,3245779,16000000000
3,2,0,450,486,Tangerang,4285949,3245780,11500000000
3,2,2,176,140,Tangerang,4285950,3245781,5050000000
3,2,0,135,105,Tangerang,4285951,3245782,3830000000
3,3,0,155,200,Tangerang,4285952,3245783,4270000000
3,3,1,135,105,Tangerang,4285953,3245784,3830000000
3,2,2,116,96,Tangerang,4285954,3245785,2960000000
3,2,1,209,160,Tangerang,4285955,3245786,5860000000
3,2,1,176,140,Tangerang,4285956,3245787,5050000000
3,3,1,176,140,Tangerang,4285957,3245788,5050000000
3,3,2,138,124,Tangerang,4285958,3245789,3190000000
3,2,0,36,72,Tangerang,4285959,3245790,4543403416
3,3,2,300,196,Tangerang,4285960,3245791,4000000000
3,3,1,71,72,Tangerang,4285961,3245792,1200000000
3,3,1,40,72,Tangerang,4285962,3245793,4543403416
3,3,1,300,210,Tangerang,4285963,3245794,4200000000
3,2,1,74,119,Tangerang,4285964,3245795,1060000000
3,2,1,177,117,Tangerang,4285965,3245796,2600000000
3,3,1,102,120,Tangerang,4285966,3245797,1440000000
3,2,1,112,112,Tangerang,4285967,3245798,1080000000
3,2,1,110,96,Tangerang,4285968,3245799,1440000000
3,3,1,100,144,Tangerang,4285969,3245800,1860000000
3,2,1,151,106,Tangerang,4285970,3245801,1060000000
3,3,1,130,120,Tangerang,4285971,3245802,2220000000
3,3,1,180,144,Tangerang,4285972,3245803,1800000000
3,3,1,95,90,Tangerang,4285973,3245804,1530000000
3,2,1,144,128,Tangerang,4285974,3245805,3120000000
3,2,1,36,72,Tangerang,4285975,3245806,4543403416
3,2,1,54,84,Tangerang,4285976,3245807,1020000000
3,2,1,68,82,Tangerang,4285977,3245808,4543403416
3,2,2,230,214,Tangerang,4285978,3245809,7100000000
3,2,1,60,60,Tangerang,4285979,3245810,1110000000
3,3,1,300,210,Tangerang,4285980,3245811,4200000000
3,3,1,130,120,Tangerang,4285981,3245812,2220000000
3,2,1,180,144,Tangerang,4285982,3245813,1800000000
3,2,0,155,200,Tangerang,4285983,3245814,4270000000
3,2,0,193,200,Tangerang,4285984,3245815,4980000000
3,3,3,370,258,Tangerang,4285985,3245816,6100000000
3,3,0,134,105,Tangerang,4285986,3245817,3830000000
3,2,2,177,144,Tangerang,4285987,3245818,6660000000
3,2,1,138,124,Tangerang,4285988,3245819,3190000000
3,2,1,155,200,Tangerang,4285989,3245820,4270000000
3,2,1,231,126,Tangerang,4285990,3245821,5350000000
3,2,2,287,198,Tangerang,4285991,3245822,8390000000
3,3,2,68,95,Tangerang,4285992,3245823,1400000000
3,3,1,400,365,Tangerang,4285993,3245824,5700000000
3,3,1,450,240,Tangerang,4285994,3245825,7500000000
3,3,1,180,144,Tangerang,4285995,3245826,1800000000
3,3,0,65,50,Tangerang,4285996,3245827,4543403416
3,2,1,81,81,Tangerang,4285997,3245828,4543403416
3,3,1,170,91,Tangerang,4285998,3245829,1320000000
3,2,1,65,60,Tangerang,4285999,3245830,1080000000
3,2,1,105,123,Tangerang,42851000,3245831,1680000000
3,2,1,62,119,Tangerang,42851001,3245832,4543403416
3,3,1,126,84,Tangerang,42851002,3245833,2770000000
3,3,2,450,240,Tangerang,42851003,3245834,7500000000
3,3,1,46,102,Tangerang,42851004,3245835,4543403416
3,3,2,138,124,Tangerang,42851005,3245836,3190000000
3,3,1,80,84,Tangerang,42851006,3245837,2300000000
3,3,1,54,84,Tangerang,42851007,3245838,1020000000
3,2,0,151,106,Tangerang,42851008,3245839,1060000000
3,3,0,144,128,Tangerang,42851009,3245840,3120000000
3,3,0,62,119,Tangerang,42851010,3245841,4543403416
3,3,0,110,96,Tangerang,42851011,3245842,1440000000
3,3,2,138,253,Tangerang,42851012,3245843,3600000000
3,3,0,50,72,Tangerang,42851013,3245844,4543403416
3,3,1,36,60,Tangerang,42851014,3245845,4543403416
3,2,0,1500,1340,Tangerang,42851015,3245846,32000000000
3,2,1,300,210,Tangerang,42851016,3245847,4200000000
3,2,1,102,120,Tangerang,42851017,3245848,1440000000
3,2,0,130,120,Tangerang,42851018,3245849,2220000000
3,2,1,74,119,Tangerang,42851019,3245850,1060000000
3,3,0,40,72,Tangerang,42851020,3245851,4543403416
3,3,0,100,144,Tangerang,42851021,3245852,1860000000
3,3,0,65,90,Tangerang,42851022,3245853,1020000000
3,3,0,100,164,Tangerang,42851023,3245854,1440000000
3,3,0,170,91,Tangerang,42851024,3245855,1320000000
3,3,0,67,76,Tangerang,42851025,3245856,1680000000
3,2,0,36,72,Tangerang,42851026,3245857,4543403416
3,2,2,134,105,Tangerang,42851027,3245858,3830000000
3,2,2,138,253,Tangerang,42851028,3245859,3600000000
3,2,1,50,72,Tangerang,42851029,3245860,4543403416
3,3,2,500,474,Tangerang,42851030,3245861,12500000000
3,2,2,700,580,Tangerang,42851031,3245862,19000000000
3,2,1,68,80,Tangerang,42851032,3245863,4543403416
3,3,1,200,120,Tangerang,42851033,3245864,3000000000
3,3,1,68,50,Tangerang,42851034,3245865,1500000000
3,3,1,144,72,Tangerang,42851035,3245866,4543403416
3,3,1,45,66,Tangerang,42851036,3245867,4543403416
3,2,1,39,72,Tangerang,42851037,3245868,4543403416
3,3,0,115,173,Tangerang,42851038,3245869,3300000000
3,2,1,45,48,Tangerang,42851039,3245870,1300000000
3,3,1,63,60,Tangerang,42851040,3245871,1100000000
3,2,2,137,105,Tangerang,42851041,3245872,3000000000
3,3,2,195,108,Tangerang,42851042,3245873,4440000000
3,3,2,155,200,Tangerang,42851043,3245874,4270000000
3,3,2,138,253,Tangerang,42851044,3245875,3600000000
3,3,1,50,72,Tangerang,42851045,3245876,4543403416
3,3,0,230,160,Tangerang,42851046,3245877,1900000000
3,3,2,465,396,Tangerang,42851047,3245878,17000000000
3,3,2,396,396,Tangerang,42851048,3245879,17000000000
3,3,2,465,396,Tangerang,42851049,3245880,17000000000
3,3,2,200,200,Tangerang,42851050,3245881,2600000000
3,2,0,180,144,Tangerang,42851051,3245882,1800000000
3,3,1,54,60,Tangerang,42851052,3245883,4543403416
3,3,1,177,117,Tangerang,42851053,3245884,2600000000
3,3,1,95,90,Tangerang,42851054,3245885,1530000000
3,3,0,54,84,Tangerang,42851055,3245886,1020000000
3,2,0,144,128,Tangerang,42851056,3245887,3120000000
3,3,1,135,105,Tangerang,42851057,3245888,3830000000
3,2,0,200,212,Tangerang,42851058,3245889,3820000000
3,3,0,390,320,Tangerang,42851059,3245890,12400000000
3,3,0,138,124,Tangerang,42851060,3245891,3190000000
3,3,0,241,205,Tangerang,42851061,3245892,6760000000
3,3,1,80,120,Tangerang,42851062,3245893,1200000000
3,2,0,80,96,Tangerang,42851063,3245894,4543403416
3,2,0,101,84,Tangerang,42851064,3245895,1170000000
3,2,0,358,200,Tangerang,42851065,3245896,10100000000
3,3,0,190,160,Tangerang,42851066,3245897,2700000000
3,2,2,1,160,Tangerang,42851067,3245898,4250000000
3,2,3,783,580,Tangerang,42851068,3245899,18000000000
3,2,1,65,90,Tangerang,42851069,3245900,1020000000
3,3,1,100,164,Tangerang,42851070,3245901,1440000000
3,3,1,36,72,Tangerang,42851071,3245902,4543403416
3,2,1,90,103,Tangerang,42851072,3245903,4543403416
3,3,1,270,157,Tangerang,42851073,3245904,2800000000
3,3,2,195,108,Tangerang,42851074,3245905,4440000000
3,3,1,180,144,Tangerang,42851075,3245906,1800000000
3,3,1,300,210,Tangerang,42851076,3245907,4200000000
3,2,1,130,120,Tangerang,42851077,3245908,2220000000
3,3,1,151,106,Tangerang,42851078,3245909,1060000000
3,2,1,177,117,Tangerang,42851079,3245910,2600000000
3,3,2,135,105,Tangerang,42851080,3245911,3830000000
3,3,0,193,200,Tangerang,42851081,3245912,4980000000
3,2,0,155,200,Tangerang,42851082,3245913,4270000000
3,3,1,110,96,Tangerang,42851083,3245914,1440000000
3,2,1,54,60,Tangerang,42851084,3245915,4543403416
3,3,0,155,200,Tangerang,42851085,3245916,4270000000
3,2,0,193,160,Tangerang,42851086,3245917,4980000000
3,1,1,1,200,Tangerang,42851087,3245918,2650000000
3,2,2,350,224,Tangerang,42851088,3245919,7200000000
3,3,2,285,220,Tangerang,42851089,3245920,7400000000
3,2,2,500,595,Tangerang,42851090,3245921,16000000000
3,3,1,155,162,Tangerang,42851091,3245922,2400000000
3,3,0,21,50,Tangerang,42851092,3245923,4543403416
3,2,2,140,91,Tangerang,42851093,3245924,1450000000
3,3,0,700,450,Tangerang,42851094,3245925,10500000000
3,3,2,700,450,Tangerang,42851095,3245926,10500000000
3,3,1,70,77,Tangerang,42851096,3245927,1750000000
3,3,1,63,50,Tangerang,42851097,3245928,1200000000
3,3,0,275,180,Tangerang,42851098,3245929,2400000000
3,2,2,750,350,Tangerang,42851099,3245930,10200000000
3,3,3,241,205,Tangerang,42851100,3245931,6630000000
3,3,2,126,105,Tangerang,42851101,3245932,2200000000
3,3,2,126,105,Tangerang,42851102,3245933,1700000000
3,2,2,193,200,Tangerang,42851103,3245934,4980000000
3,2,2,317,632,Tangerang,42851104,3245935,12500000000
3,2,1,230,300,Tangerang,42851105,3245936,3600000000
3,2,1,144,120,Tangerang,42851106,3245937,3850000000
3,3,2,66,90,Tangerang,42851107,3245938,4543403416
3,3,2,480,300,Tangerang,42851108,3245939,8200000000
3,2,2,300,210,Tangerang,42851109,3245940,3100000000
3,3,1,80,80,Tangerang,42851110,3245941,1200000000
3,2,1,102,120,Tangerang,42851111,3245942,1440000000
3,2,1,74,119,Tangerang,42851112,3245943,1060000000
3,1,0,40,72,Tangerang,42851113,3245944,4543403416
3,2,0,65,90,Tangerang,42851114,3245945,1020000000
3,2,0,100,164,Tangerang,42851115,3245946,1440000000
3,2,0,170,91,Tangerang,42851116,3245947,1320000000
3,3,0,67,76,Tangerang,42851117,3245948,1680000000
3,2,0,180,144,Tangerang,42851118,3245949,1800000000
3,2,1,100,112,Tangerang,42851119,3245950,1360000000
3,2,1,144,72,Tangerang,42851120,3245951,4543403416
3,3,2,97,98,Tangerang,42851121,3245952,1780000000
3,1,1,95,144,Tangerang,42851122,3245953,2500000000
3,1,0,450,550,Tangerang,42851123,3245954,13800000000
3,2,2,400,319,Tangerang,42851124,3245955,4500000000
3,1,3,180,404,Tangerang,42851125,3245956,3900000000
3,2,0,347,286,Tangerang,42851126,3245957,4300000000
3,3,1,110,98,Tangerang,42851127,3245958,2000000000
3,3,0,600,367,Tangerang,42851128,3245959,7200000000
3,3,1,545,684,Tangerang,42851129,3245960,35000000000
3,3,2,183,205,Tangerang,42851130,3245961,5000000000
3,3,1,90,135,Tangerang,42851131,3245962,4543403416
3,3,1,49,50,Tangerang,42851132,3245963,4543403416
3,3,0,60,105,Tangerang,42851133,3245964,1130000000
3,2,1,36,60,Tangerang,42851134,3245965,4543403416
3,2,1,36,72,Tangerang,42851135,3245966,4543403416
3,3,1,178,238,Tangerang,42851136,3245967,3500000000
3,3,1,180,249,Tangerang,42851137,3245968,4300000000
3,2,0,60,60,Tangerang,42851138,3245969,4543403416
3,3,2,800,400,Tangerang,42851139,3245970,8800000000
3,3,2,350,240,Tangerang,42851140,3245971,5200000000
3,2,1,73,60,Tangerang,42851141,3245972,1780000000
3,3,1,72,60,Tangerang,42851142,3245973,4543403416
3,2,0,149,163,Tangerang,42851143,3245974,4140000000
3,2,2,160,120,Tangerang,42851144,3245975,2900000000
3,2,1,33,60,Tangerang,42851145,3245976,4543403416
3,2,1,90,50,Tangerang,42851146,3245977,1380000000
3,2,3,283,216,Tangerang,42851147,3245978,6930000000
3,1,3,257,180,Tangerang,42851148,3245979,5320000000
3,3,1,120,96,Tangerang,42851149,3245980,2000000000
3,3,0,125,84,Tangerang,42851150,3245981,1800000000
3,3,0,100,140,Tangerang,42851151,3245982,2500000000
3,2,1,277,144,Tangerang,42851152,3245983,7020000000
3,3,1,139,76,Tangerang,42851153,3245984,1100000000
3,2,1,250,171,Tangerang,42851154,3245985,3500000000
3,3,1,175,300,Tangerang,42851155,3245986,3750000000
3,3,0,160,119,Tangerang,42851156,3245987,2300000000
3,3,0,165,129,Tangerang,42851157,3245988,2900000000
3,2,1,320,180,Tangerang,42851158,3245989,1200000000
3,2,0,81,160,Tangerang,42851159,3245990,1350000000
3,3,4,705,473,Tangerang,42851160,3245991,13800000000
3,3,2,240,240,Tangerang,42851161,3245992,6100000000
3,2,2,120,60,Tangerang,42851162,3245993,2200000000
3,2,1,350,240,Tangerang,42851163,3245994,6700000000
3,1,3,400,240,Tangerang,42851164,3245995,6000000000
3,3,1,120,225,Tangerang,42851165,3245996,3300000000
3,3,1,80,61,Tangerang,42851166,3245997,1000000000
3,1,0,168,120,Tangerang,42851167,3245998,2500000000
3,1,1,300,360,Tangerang,42851168,3245999,7500000000
3,2,0,150,117,Tangerang,42851169,32451000,1950000000
3,3,0,90,84,Tangerang,42851170,32451001,1190000000
3,1,0,40,89,Tangerang,42851171,32451002,4543403416
3,2,2,90,32,Tangerang,42851172,32451003,1300000000
3,2,2,143,237,Tangerang,42851173,32451004,3300000000
3,3,0,198,200,Tangerang,42851174,32451005,3300000000
3,2,2,180,108,Tangerang,42851175,32451006,2270000000
3,2,2,69,74,Tangerang,42851176,32451007,1000000000
3,3,0,101,101,Tangerang,42851177,32451008,1610000000
3,3,1,126,84,Tangerang,42851178,32451009,2770000000
3,2,0,155,200,Tangerang,42851179,32451010,4270000000
3,2,0,280,206,Tangerang,42851180,32451011,2700000000
3,2,0,80,115,Tangerang,42851181,32451012,1400000000
3,2,0,250,315,Tangerang,42851182,32451013,2500000000
3,2,1,130,128,Tangerang,42851183,32451014,3900000000
3,2,0,540,230,Tangerang,42851184,32451015,7670000000
3,2,1,75,98,Tangerang,42851185,32451016,1550000000
3,2,1,105,126,Tangerang,42851186,32451017,2150000000
3,2,2,137,105,Tangerang,42851187,32451018,3100000000
3,2,2,300,311,Tangerang,42851188,32451019,4300000000
3,3,0,150,194,Tangerang,42851189,32451020,1600000000
3,2,4,138,136,Tangerang,42851190,32451021,2650000000
3,3,0,170,140,Tangerang,42851191,32451022,1750000000
3,2,0,80,114,Tangerang,42851192,32451023,1500000000
3,2,1,110,85,Tangerang,42851193,32451024,1740000000
3,3,0,240,240,Tangerang,42851194,32451025,4890000000
3,3,1,39,72,Tangerang,42851195,32451026,4543403416
3,3,1,82,60,Tangerang,42851196,32451027,4543403416
3,3,1,200,162,Tangerang,42851197,32451028,2400000000
3,3,0,72,72,Tangerang,42851198,32451029,4543403416
3,3,0,430,260,Tangerang,42851199,32451030,12500000000
3,4,2,200,245,Tangerang,42851200,32451031,2750000000
3,2,2,126,105,Tangerang,42851201,32451032,1760000000
3,3,1,70,50,Tangerang,42851202,32451033,1500000000
3,3,1,250,150,Tangerang,42851203,32451034,3000000000
3,4,1,50,105,Tangerang,42851204,32451035,4543403416
3,3,1,144,200,Tangerang,42851205,32451036,2600000000
3,3,2,300,600,Tangerang,42851206,32451037,4500000000
3,2,0,60,90,Tangerang,42851207,32451038,4543403416
3,3,0,340,385,Tangerang,42851208,32451039,5750000000
3,2,0,270,162,Tangerang,42851209,32451040,2200000000
3,3,0,93,105,Tangerang,42851210,32451041,1200000000
3,3,0,110,120,Tangerang,42851211,32451042,2300000000
3,2,0,120,160,Tangerang,42851212,32451043,1250000000
3,2,2,100,200,Tangerang,42851213,32451044,2500000000
3,3,1,100,150,Tangerang,42851214,32451045,1750000000
3,2,0,98,130,Tangerang,42851215,32451046,1950000000
3,3,0,200,180,Tangerang,42851216,32451047,4000000000
3,2,1,120,162,Tangerang,42851217,32451048,2850000000
3,3,1,205,144,Tangerang,42851218,32451049,2350000000
3,2,1,400,300,Tangerang,42851219,32451050,4800000000
3,3,1,250,144,Tangerang,42851220,32451051,2990000000
3,2,1,69,72,Tangerang,42851221,32451052,1420000000
3,1,0,125,135,Tangerang,42851222,32451053,1750000000
3,3,1,63,48,Tangerang,42851223,32451054,1400000000
3,3,1,200,250,Tangerang,42851224,32451055,4300000000
3,2,0,320,295,Tangerang,42851225,32451056,5900000000
3,1,2,130,128,Tangerang,42851226,32451057,3450000000
3,2,1,79,119,Tangerang,42851227,32451058,2100000000
3,2,0,290,176,Tangerang,42851228,32451059,3300000000
3,2,0,800,450,Tangerang,42851229,32451060,13500000000
3,2,1,285,220,Tangerang,42851230,32451061,8750000000
3,2,4,450,450,Tangerang,42851231,32451062,14000000000
3,2,0,350,375,Tangerang,42851232,32451063,4900000000
3,3,0,250,135,Tangerang,42851233,32451064,2500000000
3,3,2,65,60,Tangerang,42851234,32451065,4543403416
3,3,1,47,90,Tangerang,42851235,32451066,4543403416
3,3,1,177,180,Tangerang,42851236,32451067,2500000000
3,3,0,180,100,Tangerang,42851237,32451068,1350000000
3,2,2,500,474,Tangerang,42851238,32451069,12500000000
3,2,2,500,630,Tangerang,42851239,32451070,18000000000
3,3,3,1046,801,Tangerang,42851240,32451071,27000000000
3,4,2,441,276,Tangerang,42851241,32451072,14500000000
3,3,2,181,170,Tangerang,42851242,32451073,3500000000
3,2,1,175,200,Tangerang,42851243,32451074,3700000000
3,3,2,465,396,Tangerang,42851244,32451075,18500000000
3,3,2,500,748,Tangerang,42851245,32451076,17500000000
3,3,1,90,135,Tangerang,42851246,32451077,4543403416
3,2,0,601,665,Tangerang,42851247,32451078,35000000000
3,3,2,164,144,Tangerang,42851248,32451079,3300000000
3,1,1,182,162,Tangerang,42851249,32451080,3800000000
3,2,1,88,98,Tangerang,42851250,32451081,2500000000
3,3,1,100,63,Tangerang,42851251,32451082,1700000000
3,4,0,108,128,Tangerang,42851252,32451083,2400000000
3,4,0,290,264,Tangerang,42851253,32451084,5950000000
3,3,0,144,120,Tangerang,42851254,32451085,2650000000
3,3,0,147,105,Tangerang,42851255,32451086,2900000000
3,2,0,250,180,Tangerang,42851256,32451087,2600000000
3,2,1,290,200,Tangerang,42851257,32451088,2900000000
3,3,1,180,120,Tangerang,42851258,32451089,1500000000
3,2,2,394,426,Tangerang,42851259,32451090,4750000000
3,2,3,450,385,Tangerang,42851260,32451091,5950000000
3,4,0,60,101,Tangerang,42851261,32451092,1200000000
3,1,2,60,72,Tangerang,42851262,32451093,4543403416
3,2,2,60,78,Tangerang,42851263,32451094,4543403416
3,3,1,54,90,Tangerang,42851264,32451095,4543403416
3,3,1,114,144,Tangerang,42851265,32451096,2950000000
3,3,0,60,45,Tangerang,42851266,32451097,4543403416
3,2,1,65,48,Tangerang,42851267,32451098,1200000000
3,2,1,45,32,Tangerang,42851268,32451099,4543403416
3,2,1,40,32,Tangerang,42851269,32451100,4543403416
3,4,0,216,288,Tangerang,42851270,32451101,7500000000
3,2,0,120,96,Tangerang,42851271,32451102,2300000000
3,3,2,283,216,Tangerang,42851272,32451103,6960000000
3,2,1,45,48,Tangerang,42851273,32451104,1000000000
3,3,1,36,72,Tangerang,42851274,32451105,4543403416
3,1,2,200,135,Tangerang,42851275,32451106,1700000000
3,2,1,84,136,Tangerang,42851276,32451107,4543403416
3,3,0,800,644,Tangerang,42851277,32451108,15000000000
3,4,0,324,350,Tangerang,42851278,32451109,8600000000
3,3,1,140,154,Tangerang,42851279,32451110,2600000000
3,2,2,200,150,Tangerang,42851280,32451111,4000000000
3,3,1,110,120,Tangerang,42851281,32451112,1550000000
3,3,0,206,103,Tangerang,42851282,32451113,1950000000
3,3,2,45,60,Tangerang,42851283,32451114,4543403416
3,3,2,42,60,Tangerang,42851284,32451115,4543403416
3,2,0,114,144,Tangerang,42851285,32451116,2800000000
3,3,0,700,450,Tangerang,42851286,32451117,10500000000
3,3,2,287,198,Tangerang,42851287,32451118,8390000000
3,2,1,231,126,Tangerang,42851288,32451119,5350000000
3,1,2,287,198,Tangerang,42851289,32451120,8390000000
3,2,1,134,105,Tangerang,42851290,32451121,3830000000
3,2,1,180,60,Tangerang,42851291,32451122,2900000000
3,3,2,410,424,Tangerang,42851292,32451123,3500000000
3,3,0,425,400,Tangerang,42851293,32451124,8000000000
3,1,1,90,105,Tangerang,42851294,32451125,1500000000
3,2,1,300,200,Tangerang,42851295,32451126,4420000000
3,2,2,83,72,Tangerang,42851296,32451127,4543403416
3,3,1,153,252,Tangerang,42851297,32451128,3300000000
3,2,1,221,250,Tangerang,42851298,32451129,6200000000
3,3,0,109,102,Tangerang,42851299,32451130,1770000000
3,2,2,72,72,Tangerang,42851300,32451131,4543403416
3,3,2,700,450,Tangerang,42851301,32451132,10500000000
3,2,1,200,300,Tangerang,42851302,32451133,3300000000
3,1,0,280,205,Tangerang,42851303,32451134,4300000000
3,2,1,250,160,Tangerang,42851304,32451135,2950000000
3,2,1,45,48,Tangerang,42851305,32451136,1300000000
3,2,1,83,72,Tangerang,42851306,32451137,4543403416
3,3,2,425,585,Tangerang,42851307,32451138,15000000000
3,2,1,60,72,Tangerang,42851308,32451139,4543403416
3,2,1,70,77,Tangerang,42851309,32451140,1600000000
3,2,1,155,108,Tangerang,42851310,32451141,2600000000
3,2,2,270,160,Tangerang,42851311,32451142,4000000000
3,1,1,350,200,Tangerang,42851312,32451143,4000000000
3,3,0,81,84,Tangerang,42851313,32451144,4543403416
3,3,1,225,300,Tangerang,42851314,32451145,6000000000
3,2,0,250,183,Tangerang,42851315,32451146,2650000000
3,2,0,441,445,Tangerang,42851316,32451147,8200000000
3,3,0,150,200,Tangerang,42851317,32451148,2500000000
3,3,0,300,241,Tangerang,42851318,32451149,4800000000
3,2,0,180,120,Tangerang,42851319,32451150,2000000000
3,2,0,120,180,Tangerang,42851320,32451151,2400000000
3,3,10,2500,3087,Tangerang,42851321,32451152,95000000000
3,2,1,200,135,Tangerang,42851322,32451153,2750000000
3,2,2,71,70,Tangerang,42851323,32451154,1500000000
3,2,1,47,96,Tangerang,42851324,32451155,4543403416
3,3,2,200,180,Tangerang,42851325,32451156,3950000000
3,4,1,65,102,Tangerang,42851326,32451157,2200000000
3,3,1,144,144,Tangerang,42851327,32451158,2450000000
3,2,0,100,119,Tangerang,42851328,32451159,1750000000
3,3,0,39,72,Tangerang,42851329,32451160,4543403416
3,2,0,164,122,Tangerang,42851330,32451161,4543403416
3,3,1,180,100,Tangerang,42851331,32451162,1850000000
3,2,0,210,144,Tangerang,42851332,32451163,3000000000
3,3,1,83,72,Tangerang,42851333,32451164,4543403416
3,3,0,115,180,Tangerang,42851334,32451165,2950000000
3,3,1,72,60,Tangerang,42851335,32451166,1550000000
3,1,2,120,60,Tangerang,42851336,32451167,2200000000
3,2,0,282,200,Tangerang,42851337,32451168,4200000000
